,民國102年01月,,,,,,,Jan-13,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
08088P日盛AD,125890,167000,12,0.75,0.73,0.68,0.86,1月18日,0.5,1月7日
08089P大華9M,923570,777000,24,1.19,1.21,1.25,1.27,1月24日,1.14,1月11日
08090P元大DJ,3016150,6235000,123,0.48,0.52,0.51,0.58,1月17日,0.43,1月10日
08091P統一LE,444360,697000,26,0.64,0.64,0.59,0.7,1月8日,0.56,1月2日
08092P統一LF,567180,1053000,36,0.54,0.51,0.5,0.63,1月17日,0.43,1月8日
08093P統一LH,1163030,696000,18,1.67,1.63,1.6,1.96,1月7日,1.36,1月2日
08094P國泰4Q,14500,10000,1,1.45,1.45,1.45,1.45,1月2日,1.45,1月2日
08095P國泰4R,7650690,3176000,77,2.41,2.48,2.51,2.97,1月21日,2.02,1月4日
08096P國泰4S,259340,664000,14,0.39,0.4,0.35,0.51,1月7日,0.34,1月16日
08097P永豐4I,15150,12000,3,1.26,1.29,1.19,1.37,1月25日,1.19,1月29日
08099P永豐4L,444500,876000,28,0.51,0.49,0.4,0.57,1月17日,0.4,1月30日
08100PC9元富,2799380,1480000,43,1.89,1.93,1.9,2.11,1月21日,1.73,1月2日
08101PD2元富,1081540,734000,38,1.47,1.4,0.75,2.17,1月7日,0.75,1月31日
08102P國票NW,195030,303000,6,0.64,0.65,0.63,0.69,1月2日,0.62,1月3日
08103P日盛AE,230360,481000,24,0.48,0.46,0.31,0.55,1月17日,0.31,1月30日
08104P日盛AF,3960,99000,1,0.04,0.04,0.04,0.04,1月17日,0.04,1月17日
08105P日盛AG,371670,524000,10,0.71,0.56,0.25,0.82,1月9日,0.25,1月30日
08106P日盛AH,3463090,6861000,98,0.5,0.52,0.46,0.65,1月2日,0.41,1月22日
08107P52群益,21162750,7517000,145,2.82,2.78,2.69,3.05,1月24日,2.53,1月29日
08108P53群益,1999280,3097000,78,0.65,0.66,0.43,1.02,1月3日,0.43,1月31日
08109P工銀CD,140000,210000,12,0.67,0.59,0.3,0.77,1月8日,0.3,1月30日
08110P元大DN,563340,1223000,27,0.46,0.48,0.48,0.56,1月24日,0.4,1月11日
08111P國泰4V,75700,163000,12,0.46,0.5,0.5,0.54,1月18日,0.45,1月17日
08112P統一LP,168290,300000,13,0.56,0.53,0.42,0.6,1月17日,0.42,1月29日
08113P統一LQ,1478960,2352000,32,0.63,0.69,0.55,0.76,1月18日,0.53,1月31日
08114P統一LR,825650,1322000,32,0.62,0.63,0.63,0.72,1月16日,0.55,1月24日
08115P兆豐LJ,1226530,1692000,39,0.72,0.75,0.74,0.9,1月28日,0.68,1月7日
08116P兆豐LK,351200,782000,30,0.45,0.42,0.2,0.59,1月9日,0.2,1月30日
08117P永豐4T,10200,20000,1,0.51,0.51,0.51,0.51,1月22日,0.51,1月22日
08118P永豐4U,6600,12000,2,0.55,0.55,0.5,0.6,1月8日,0.5,1月28日
08119P永豐4V,1574620,1603000,65,0.98,0.89,0.77,1.16,1月7日,0.7,1月29日
08120P工銀CE,211240,1222000,77,0.17,0.18,0.1,0.26,1月14日,0.09,1月31日
08121P工銀CG,114030,398000,7,0.29,0.3,0.28,0.31,1月4日,0.28,1月7日
08123P中信BL,725630,838000,21,0.87,0.85,0.72,0.96,1月17日,0.72,1月29日
08124PM8富邦,566140,490000,25,1.16,1.19,1.21,1.37,1月16日,0.93,1月11日
08125PD3元富,721670,1013000,38,0.71,0.75,0.57,1.19,1月2日,0.5,1月28日
08126PE5元富,6600,110000,4,0.06,0.06,0.06,0.06,1月17日,0.06,1月17日
08127P元大DS,792800,4251000,61,0.19,0.18,0.18,0.29,1月2日,0.13,1月21日
08128P元大DT,36072540,73014000,1771,0.49,0.49,0.34,0.7,1月8日,0.27,1月18日
08129PN5富邦,4994770,8743000,119,0.57,0.62,0.45,0.87,1月8日,0.45,1月31日
08130P3T凱基,336900,513000,23,0.66,0.62,0.6,0.7,1月2日,0.53,1月10日
08131P3W凱基,469460,588000,16,0.8,0.75,0.54,0.88,1月17日,0.54,1月24日
08132P統一LY,400040,616000,43,0.65,0.62,0.47,0.77,1月17日,0.47,1月31日
08133P日盛AP,754420,271000,19,2.78,2.76,2.74,2.85,1月8日,2.65,1月17日
08134P大華9U,1113860,5803000,137,0.19,0.2,0.15,0.24,1月8日,0.15,1月28日
08135P大華9V,26800,40000,2,0.67,0.67,0.68,0.68,1月24日,0.66,1月23日
08136P永豐4W,215930,408000,20,0.53,0.51,0.4,0.58,1月23日,0.4,1月30日
08137P61群益,2114190,3446000,75,0.61,0.57,0.36,0.75,1月8日,0.29,1月30日
08138P62群益,980320,2189000,40,0.45,0.47,0.5,0.63,1月2日,0.28,1月29日
08139P兆豐LT,1824800,2669000,86,0.68,0.69,0.62,0.82,1月17日,0.61,1月30日
08142P兆豐LW,23860,44000,6,0.54,0.54,0.54,0.61,1月3日,0.52,1月8日
08143P兆豐LX,97700,314000,25,0.31,0.32,0.32,0.32,1月22日,0.31,1月21日
08144P兆豐LY,173400,190000,12,0.91,0.9,0.94,0.95,1月8日,0.85,1月4日
08145P兆豐LZ,2876800,4594000,147,0.63,0.63,0.49,0.83,1月8日,0.48,1月30日
08146P元大DU,782720,816000,24,0.96,0.98,0.91,1.07,1月10日,0.88,1月17日
08147P日盛AU,442730,1070000,15,0.41,0.45,0.47,0.5,1月25日,0.4,1月7日
08148P永豐4X,81660,229000,5,0.36,0.34,0.29,0.42,1月17日,0.29,1月23日
08149P兆豐MC,1600,10000,2,0.16,0.16,0.14,0.18,1月2日,0.14,1月3日
08150P工銀CN,64080,125000,22,0.51,0.54,0.45,0.61,1月18日,0.45,1月30日
08151P工銀CP,64100,184000,16,0.35,0.33,0.25,0.44,1月11日,0.24,1月29日
08153P工銀CR,79000,230000,8,0.34,0.37,0.33,0.46,1月2日,0.31,1月3日
08154P工銀CS,116520,211000,14,0.55,0.55,0.45,0.62,1月9日,0.45,1月29日
08155P元大EB,1310440,1263000,56,1.04,1.03,0.76,1.4,1月2日,0.76,1月31日
08156P元大EC,446480,3128000,84,0.14,0.13,0.04,0.23,1月4日,0.04,1月25日
08157P元大ED,9400,25000,4,0.38,0.37,0.36,0.39,1月10日,0.36,1月18日
08158P68群益,2481660,3353000,55,0.74,0.82,0.57,0.93,1月10日,0.54,1月30日
08159P康和ME,645880,1260000,23,0.51,0.52,0.36,0.63,1月8日,0.35,1月23日
08160P日盛AY,2845080,4960000,85,0.57,0.62,0.52,0.84,1月10日,0.48,1月30日
08161P日盛AZ,360,1000,1,0.36,0.36,0.36,0.36,1月29日,0.36,1月29日
08162P日盛BA,1489540,2212000,46,0.67,0.7,0.46,1.06,1月16日,0.45,1月29日
08163P日盛BB,1657320,1026000,63,1.62,1.63,1.67,1.93,1月28日,1.37,1月3日
08164PG1元富,23666230,11440000,377,2.07,2.06,1.68,2.38,1月17日,1.67,1月31日
08165PG2元富,24500,70000,1,0.35,0.35,0.35,0.35,1月10日,0.35,1月10日
08166PG8元富,95060,104000,5,0.91,0.9,0.89,0.93,1月10日,0.89,1月15日
08167PH1元富,476330,1035000,9,0.46,0.48,0.51,0.51,1月9日,0.44,1月7日
08168PH4元富,3016090,4713000,93,0.64,0.63,0.69,0.77,1月7日,0.43,1月29日
08169PN8富邦,4557590,4527000,121,1.01,1.09,1.08,1.44,1月24日,0.73,1月7日
08170PAA富邦,641210,1272000,37,0.5,0.5,0.55,0.55,1月31日,0.47,1月17日
08171P4J凱基,371550,607000,36,0.61,0.59,0.56,0.69,1月17日,0.48,1月9日
08172P4L凱基,845520,411000,24,2.06,2,1.9,2.18,1月24日,1.85,1月29日
08173P國泰4Y,158680,546000,16,0.29,0.31,0.2,0.43,1月8日,0.19,1月30日
08174P日盛BD,1486730,1509000,50,0.99,0.97,0.91,1.06,1月16日,0.85,1月29日
08175P日盛BE,3900,20000,2,0.2,0.2,0.2,0.2,1月18日,0.19,1月17日
08176P日盛BF,495720,1816000,74,0.27,0.28,0.25,0.32,1月9日,0.25,1月31日
08177P日盛BG,1017680,1863000,54,0.55,0.54,0.33,0.73,1月8日,0.25,1月30日
08178P兆豐MW,387150,390000,6,0.99,0.98,1.05,1.05,1月21日,0.94,1月9日
08179P兆豐MX,5300,20000,5,0.26,0.26,0.23,0.3,1月10日,0.23,1月11日
08180P兆豐NF,1880770,3153000,63,0.6,0.56,0.36,0.65,1月9日,0.36,1月31日
08181P兆豐NG,3420,36000,2,0.1,0.1,0.08,0.11,1月24日,0.08,1月28日
08182P兆豐NJ,47850,200000,5,0.24,0.23,0.22,0.24,1月11日,0.22,1月14日
08183P兆豐NL,520790,1141000,32,0.46,0.44,0.39,1,1月24日,0.38,1月10日
08184P中信BQ,1309390,502000,27,2.61,2.62,2.62,2.84,1月25日,2.36,1月2日
08185P中信BR,78000,230000,7,0.34,0.34,0.3,0.41,1月8日,0.3,1月24日
08186P元大EM,151860,463000,21,0.33,0.35,0.21,0.4,1月9日,0.21,1月30日
08187P70群益,178760,710000,19,0.25,0.26,0.21,0.36,1月14日,0.21,1月29日
08188P71群益,1490410,1290000,28,1.16,1.21,1.1,1.43,1月21日,1.05,1月29日
08189P73群益,244110,258000,3,0.95,0.95,0.94,0.96,1月14日,0.94,1月15日
08191P永豐5E,525080,1589000,13,0.33,0.37,0.36,0.47,1月15日,0.31,1月8日
08192P永豐5F,58600,180000,6,0.33,0.32,0.32,0.39,1月2日,0.3,1月4日
08193P永豐5G,13850,42000,5,0.33,0.34,0.33,0.36,1月24日,0.31,1月2日
08194P國泰4Z,38440,187000,16,0.21,0.2,0.11,0.31,1月15日,0.11,1月30日
08195P國泰5A,1652430,4038000,60,0.41,0.36,0.21,0.51,1月8日,0.21,1月29日
08197P日盛BK,1428620,9247000,217,0.15,0.16,0.12,0.23,1月17日,0.1,1月30日
08198P日盛BL,510710,1099000,13,0.46,0.45,0.33,0.51,1月9日,0.33,1月22日
08199P日盛BM,230550,609000,9,0.38,0.4,0.31,0.48,1月2日,0.31,1月28日
08200P日盛BN,129150,410000,8,0.32,0.32,0.32,0.35,1月17日,0.28,1月14日
08201P日盛BP,129170,650000,23,0.2,0.17,0.14,0.23,1月14日,0.14,1月31日
08202PH9元富,923460,2230000,28,0.41,0.41,0.4,0.43,1月17日,0.39,1月17日
08203PJ1元富,3800,20000,2,0.19,0.19,0.19,0.19,1月29日,0.19,1月29日
08204PJ6元富,177920,410000,7,0.43,0.44,0.41,0.48,1月23日,0.39,1月24日
08205PJ7元富,47300,230000,8,0.21,0.2,0.2,0.21,1月23日,0.16,1月2日
08206PJ8元富,2188080,4465000,109,0.49,0.48,0.32,0.83,1月16日,0.28,1月30日
08207PJ9元富,3145860,5694000,74,0.55,0.59,0.57,0.72,1月18日,0.47,1月4日
08208PK1元富,1186870,1068000,35,1.11,1.13,1.19,1.23,1月14日,0.91,1月3日
08209P永豐5J,136250,1113000,25,0.12,0.12,0.08,0.16,1月2日,0.08,1月29日
08210P日盛BS,111550,44000,9,2.54,2.39,2.13,2.84,1月7日,2.13,1月9日
08211P日盛BT,1288670,792000,27,1.63,1.6,1.41,1.87,1月16日,1.34,1月11日
08212P日盛BU,4960,25000,5,0.2,0.18,0.16,0.22,1月22日,0.16,1月28日
08213P日盛BV,1840610,3399000,112,0.54,0.53,0.49,0.63,1月25日,0.46,1月31日
08214P永昌LW,35700,70000,5,0.51,0.51,0.48,0.56,1月2日,0.48,1月31日
08215P永昌MM,1600840,1705000,35,0.94,1.16,0.82,1.88,1月17日,0.82,1月31日
08216P77群益,381580,654000,24,0.58,0.58,0.56,0.64,1月28日,0.51,1月30日
08217P78群益,72000,220000,8,0.33,0.3,0.18,0.38,1月8日,0.18,1月31日
08218P79群益,119140,643000,16,0.19,0.19,0.19,0.22,1月3日,0.16,1月15日
08220P統一MF,628590,940000,40,0.67,0.63,0.67,1.1,1月18日,0.5,1月3日
08221P統一MG,90200,456000,11,0.2,0.23,0.17,0.33,1月9日,0.17,1月30日
08222P元大ES,97370,278000,23,0.35,0.33,0.29,0.38,1月8日,0.27,1月24日
08223P元大ET,8646710,14738000,346,0.59,0.54,0.42,0.86,1月16日,0.37,1月30日
08224P兆豐NM,711620,2573000,84,0.28,0.27,0.18,0.38,1月2日,0.17,1月30日
08225P兆豐NN,1735040,6655000,89,0.26,0.26,0.21,0.33,1月11日,0.21,1月31日
08226P兆豐NS,1829860,2204000,66,0.83,0.8,0.63,0.93,1月17日,0.63,1月30日
08227P兆豐I6,982640,2471000,124,0.4,0.38,0.28,0.49,1月4日,0.17,1月7日
08228P兆豐I7,35720,384000,10,0.09,0.1,0.08,0.11,1月28日,0.08,1月31日
08229P兆豐I8,589710,1048000,15,0.56,0.51,0.41,0.6,1月8日,0.41,1月29日
08230P兆豐I9,1693540,1515000,42,1.12,1.08,0.87,1.3,1月16日,0.83,1月4日
08231P國票1A,75030,127000,12,0.59,0.72,0.57,0.93,1月4日,0.49,1月30日
08232P康和MG,3193450,2160000,78,1.48,1.44,0.95,2.36,1月7日,0.9,1月30日
08234P康和MM,66000,100000,2,0.66,0.66,0.66,0.66,1月3日,0.66,1月3日
08235P日盛BX,409150,949000,30,0.43,0.42,0.29,0.52,1月17日,0.29,1月31日
08236P亞東H1,156340,454000,11,0.34,0.37,0.41,0.41,1月17日,0.33,1月7日
08237P亞東H2,2837520,6760000,97,0.42,0.38,0.26,0.69,1月16日,0.23,1月30日
08238PK4元富,86250,345000,2,0.25,0.25,0.25,0.25,1月2日,0.25,1月2日
08239P永豐5S,1574660,6662000,139,0.24,0.26,0.18,0.35,1月8日,0.13,1月2日
08240P統一MQ,445040,1512000,52,0.29,0.28,0.2,0.44,1月2日,0.2,1月31日
08241P統一MR,24500,115000,5,0.21,0.22,0.21,0.24,1月9日,0.2,1月2日
08242P統一MS,35400,60000,2,0.59,0.59,0.55,0.63,1月14日,0.55,1月16日
08243PK7元富,159150,621000,21,0.26,0.29,0.17,0.44,1月8日,0.17,1月30日
08244P4U凱基,181710,331000,29,0.55,0.54,0.45,0.66,1月4日,0.45,1月30日
08245P4V凱基,174150,355000,22,0.49,0.51,0.53,0.6,1月18日,0.46,1月10日
08246P中信BV,452630,696000,17,0.65,0.6,0.55,0.76,1月8日,0.44,1月2日
08247P兆豐IM,1358620,2112000,45,0.64,0.62,0.31,0.98,1月16日,0.31,1月30日
08248P日盛CD,490050,767000,31,0.64,0.63,0.42,0.88,1月7日,0.42,1月30日
08249P日盛CE,987200,333000,23,2.96,3.06,2.55,3.38,1月9日,2.55,1月29日
08250P元大EZ,8483070,7066000,174,1.2,1.19,1.14,1.36,1月24日,1.04,1月2日
08251P元大FA,7492250,12110000,666,0.62,0.58,0.31,0.9,1月3日,0.31,1月31日
08252PK9元富,81900,286000,21,0.29,0.35,0.21,0.58,1月4日,0.21,1月28日
08253P82群益,45700,121000,9,0.38,0.37,0.35,0.42,1月2日,0.35,1月17日
08254P89群益,2193180,22503000,422,0.1,0.1,0.06,0.23,1月2日,0.05,1月31日
08255P90群益,1804470,1768000,103,1.02,1.01,0.86,1.16,1月2日,0.84,1月30日
08256P永豐6A,191450,707000,18,0.27,0.28,0.29,0.3,1月28日,0.24,1月17日
08257P永豐6B,757090,1135000,45,0.67,0.66,0.59,0.72,1月25日,0.57,1月23日
08258P永豐6C,23200,50000,4,0.46,0.47,0.5,0.5,1月25日,0.46,1月9日
08259P永豐6D,189050,860000,25,0.22,0.22,0.14,0.29,1月17日,0.14,1月31日
08260P永豐6E,3787390,5903000,174,0.64,0.67,0.54,0.8,1月11日,0.52,1月3日
08261P永豐6F,10500,20000,2,0.52,0.52,0.52,0.53,1月7日,0.52,1月9日
08263PAT富邦,680640,1375000,41,0.5,0.5,0.43,0.65,1月2日,0.41,1月28日
08264PAU富邦,1035930,2649000,42,0.39,0.38,0.43,0.46,1月17日,0.26,1月29日
08265PAY富邦,96040,220000,5,0.44,0.44,0.42,0.46,1月18日,0.42,1月29日
08266P中信CA,133820,276000,8,0.48,0.49,0.37,0.67,1月16日,0.37,1月23日
08268P國泰5E,735950,1909000,68,0.39,0.38,0.3,0.49,1月17日,0.27,1月31日
08269P國泰5F,981760,1434000,42,0.68,0.67,0.68,0.75,1月25日,0.58,1月11日
08270P國泰5G,602130,1317000,48,0.46,0.47,0.35,0.63,1月7日,0.35,1月29日
08271P國泰5H,1796610,1946000,32,0.92,0.96,0.83,1.1,1月14日,0.73,1月3日
08272P統一MY,5690750,5634000,111,1.01,1.05,0.94,1.27,1月15日,0.78,1月3日
08273P統一MZ,112320,288000,144,0.39,0.39,0.39,0.39,1月17日,0.39,1月17日
08274P日盛CM,479110,2611000,64,0.18,0.18,0.12,0.23,1月10日,0.12,1月30日
08275P日盛CN,2597100,3006000,114,0.86,0.86,0.75,1.01,1月18日,0.69,1月4日
08276P日盛CP,895610,1016000,56,0.88,0.88,0.77,0.97,1月16日,0.77,1月30日
08277PBA富邦,1222480,6316000,122,0.19,0.18,0.1,0.36,1月2日,0.1,1月31日
08278PL5元富,1506780,2049000,46,0.74,0.73,0.57,0.88,1月17日,0.56,1月31日
08279PM1元富,10469880,6920000,168,1.51,1.52,1.25,1.77,1月15日,1.25,1月31日
08280PM2元富,508520,281000,15,1.81,1.9,2.02,2.02,1月24日,1.75,1月7日
08281P永豐6G,29150,100000,3,0.29,0.3,0.3,0.31,1月17日,0.29,1月2日
08282P永豐6H,11373270,10426000,171,1.09,1.07,0.97,1.19,1月16日,0.96,1月4日
08283P中信CE,281810,973000,35,0.29,0.3,0.2,0.36,1月14日,0.18,1月31日
08284P元大FF,453850,2198000,56,0.21,0.24,0.11,0.41,1月4日,0.11,1月31日
08285P元大FG,2143230,4706000,250,0.46,0.45,0.4,0.6,1月17日,0.3,1月7日
08286P元大FH,840010,2538000,61,0.33,0.34,0.32,0.4,1月21日,0.29,1月4日
08287P永豐6R,151400,375000,7,0.4,0.39,0.31,0.43,1月17日,0.31,1月24日
08288P永豐6S,39010,212000,7,0.18,0.19,0.16,0.23,1月9日,0.16,1月29日
08289P元大FN,4304720,4279000,198,1.01,0.92,0.77,1.2,1月7日,0.7,1月29日
08290PM4元富,1132000,1080000,20,1.05,1.02,0.84,1.15,1月17日,0.84,1月23日
08291PM6元富,1436800,1521000,59,0.94,0.85,0.62,1.12,1月7日,0.59,1月30日
08292PM8元富,6600,10000,2,0.66,0.66,0.66,0.66,1月18日,0.66,1月18日
08293P5J凱基,61500,160000,17,0.38,0.38,0.36,0.41,1月25日,0.36,1月28日
08294P日盛CU,20240,16000,2,1.26,1.27,1.28,1.28,1月18日,1.25,1月17日
08295P日盛CV,631700,1249000,45,0.51,0.45,0.27,0.7,1月7日,0.27,1月30日
08297P兆豐EF,1167490,4474000,173,0.26,0.31,0.18,0.53,1月2日,0.18,1月31日
08298P中信CH,433620,396000,4,1.1,1.1,1.06,1.14,1月25日,1.06,1月31日
08299PBH富邦,192460,382000,23,0.5,0.52,0.39,0.65,1月2日,0.39,1月29日
08300PBK富邦,124000,880000,32,0.14,0.19,0.22,0.22,1月22日,0.13,1月14日
08301PBM富邦,3828170,3577000,84,1.07,1.1,0.94,1.25,1月4日,0.94,1月31日
08302P元大FP,73960,184000,7,0.4,0.4,0.32,0.43,1月22日,0.32,1月30日
08303P元大FQ,71320,329000,7,0.22,0.21,0.26,0.26,1月31日,0.16,1月29日
08304P元大FR,6153160,5492000,135,1.12,1.13,0.98,1.27,1月15日,0.92,1月3日
08305P元大FS,10204090,10593000,185,0.96,0.95,0.86,1.05,1月16日,0.83,1月3日
08306P元大FT,68955800,54626000,2600,1.26,1.3,1.03,1.73,1月7日,0.85,1月30日
08307P元大FU,798210,2509000,88,0.32,0.33,0.22,0.48,1月7日,0.21,1月31日
08308P日盛DD,1794350,4358000,86,0.41,0.4,0.23,0.56,1月7日,0.23,1月31日
08309P大華10,261470,1306000,33,0.2,0.19,0.16,0.25,1月8日,0.15,1月17日
08310P大華11,84250,140000,11,0.6,0.61,0.65,0.65,1月24日,0.57,1月22日
08312PBX富邦,4405810,2109000,60,2.09,2.09,1.69,2.91,1月7日,1.56,1月30日
08313PBY富邦,3339250,2878000,41,1.16,1.18,1.14,1.25,1月17日,1.11,1月14日
08314PCB富邦,90300,80000,5,1.13,1.16,1.1,1.24,1月8日,1.07,1月7日
08315PCC富邦,61410,66000,4,0.93,0.89,0.67,1,1月28日,0.67,1月30日
08317P93群益,818410,1426000,36,0.57,0.6,0.54,0.64,1月10日,0.54,1月28日
08318P96群益,3856140,5726000,91,0.67,0.71,0.63,0.9,1月17日,0.49,1月9日
08319P97群益,447100,436000,5,1.03,1.03,1.01,1.05,1月18日,1.01,1月21日
08321PN8元富,794360,3740000,83,0.21,0.21,0.13,0.3,1月10日,0.13,1月31日
08323P5P凱基,104700,170000,4,0.62,0.62,0.61,0.63,1月2日,0.61,1月3日
08325PCG富邦,1042980,1303000,28,0.8,0.81,0.65,1.12,1月4日,0.62,1月29日
08326P兆豐NK,1269280,2670000,58,0.48,0.52,0.32,0.68,1月7日,0.32,1月24日
08329P日盛DE,945300,1925000,20,0.49,0.52,0.28,0.64,1月8日,0.28,1月29日
08330P康和MU,269940,398000,6,0.68,0.66,0.59,0.85,1月16日,0.55,1月23日
08331P康和NC,556070,678000,14,0.82,0.76,0.69,0.9,1月17日,0.68,1月15日
08332P康和ND,1262490,1820000,36,0.69,0.71,0.43,0.87,1月17日,0.4,1月30日
08333P元大GU,59970,248000,3,0.24,0.23,0.15,0.28,1月22日,0.15,1月31日
08334P元大GV,950570,3412000,97,0.28,0.34,0.15,0.45,1月17日,0.14,1月31日
08335P元大GW,402280,358000,34,1.12,1.14,0.94,1.34,1月18日,0.93,1月24日
08336P元大GX,3972490,6055000,171,0.66,0.66,0.63,0.71,1月25日,0.59,1月30日
08337P元大GY,2249730,7981000,180,0.28,0.27,0.17,0.43,1月8日,0.15,1月24日
08338P亞東J7,357200,963000,27,0.37,0.44,0.31,0.51,1月17日,0.29,1月30日
08339P亞東J8,74530,565000,36,0.13,0.14,0.09,0.23,1月2日,0.09,1月30日
08340P亞東J9,18960,14000,4,1.35,1.34,1.42,1.42,1月21日,1.26,1月14日
08341P亞東K1,2007810,2303000,178,0.87,0.8,0.68,1.1,1月7日,0.62,1月30日
08342PAF元富,240310,438000,8,0.55,0.58,0.53,0.68,1月4日,0.51,1月18日
08343PAG元富,851890,970000,50,0.88,0.89,0.77,1.01,1月17日,0.77,1月30日
08344PAL元富,152490,334000,15,0.46,0.5,0.32,0.66,1月7日,0.32,1月31日
08345PAT元富,665860,1037000,31,0.64,0.66,0.43,0.86,1月15日,0.4,1月30日
08346PAV元富,99450,518000,11,0.19,0.24,0.11,0.34,1月8日,0.11,1月31日
08347P5Y凱基,1094000,2438000,36,0.45,0.45,0.42,0.53,1月7日,0.41,1月24日
08348P5Z凱基,82800,180000,2,0.46,0.46,0.43,0.49,1月18日,0.43,1月21日
08350P6Q凱基,277270,1066000,31,0.26,0.27,0.17,0.36,1月8日,0.17,1月29日
08351P國泰5T,717470,1070000,45,0.67,0.67,0.56,0.83,1月17日,0.56,1月30日
08352P國泰5X,21960,18000,2,1.22,1.22,1.26,1.26,1月30日,1.18,1月8日
08353P國泰5Y,1388140,2399000,81,0.58,0.56,0.39,0.7,1月8日,0.39,1月31日
08354P國泰5Z,451460,1179000,55,0.38,0.37,0.23,0.51,1月17日,0.23,1月30日
08355P國泰6C,2395260,4127000,90,0.58,0.58,0.46,0.75,1月8日,0.46,1月31日
08356P國票1B,6152530,10224000,149,0.6,0.64,0.46,0.77,1月17日,0.46,1月31日
08357P元大GZ,846670,1328000,33,0.64,0.65,0.55,0.69,1月18日,0.55,1月30日
08358P國泰6G,2206990,4070000,106,0.54,0.51,0.5,0.65,1月15日,0.45,1月9日
08359P國泰6H,969400,1952000,38,0.5,0.48,0.44,0.54,1月18日,0.43,1月24日
08360PCM富邦,69870,110000,9,0.64,0.66,0.56,0.77,1月24日,0.56,1月29日
08361PCT富邦,25010,156000,15,0.16,0.17,0.13,0.24,1月9日,0.13,1月31日
08362PCV富邦,1220520,1782000,73,0.68,0.68,0.5,0.88,1月24日,0.43,1月30日
08363P大華24,124780,424000,16,0.29,0.29,0.2,0.36,1月17日,0.2,1月31日
08364P工銀DA,359140,397000,4,0.9,0.86,0.88,0.93,1月17日,0.76,1月10日
08365P康和NE,403100,960000,20,0.42,0.41,0.4,0.45,1月18日,0.38,1月3日
08366P日盛DH,1742520,4077000,129,0.43,0.45,0.34,0.57,1月14日,0.24,1月29日
08367P日盛DJ,535220,577000,39,0.93,0.86,0.76,1.05,1月15日,0.67,1月2日
08368P日盛DK,1589880,2277000,118,0.7,0.69,0.63,0.77,1月8日,0.6,1月31日
08369P日盛DL,2900,10000,1,0.29,0.29,0.29,0.29,1月14日,0.29,1月14日
08370P日盛DM,3650,10000,2,0.36,0.36,0.36,0.37,1月8日,0.36,1月9日
08371PAY元富,1911750,3400000,66,0.56,0.58,0.3,0.76,1月8日,0.3,1月30日
08372P6U凱基,528100,1207000,24,0.44,0.48,0.38,0.63,1月7日,0.34,1月15日
08373P6Y凱基,9309960,6908000,266,1.35,1.28,1,1.69,1月4日,0.9,1月30日
08374PBC元富,213840,198000,2,1.08,1.08,1.07,1.09,1月17日,1.07,1月18日
08375P7D凱基,2514060,5335000,144,0.47,0.44,0.35,0.68,1月2日,0.3,1月30日
08376P康和NN,174350,470000,29,0.37,0.38,0.34,0.46,1月14日,0.32,1月24日
08377P元大HI,9004090,16392000,451,0.55,0.55,0.35,0.82,1月8日,0.35,1月31日
08378P元大HJ,71930,197000,15,0.37,0.42,0.31,0.52,1月8日,0.3,1月28日
08379PCW富邦,2326010,3733000,211,0.62,0.62,0.42,0.92,1月7日,0.41,1月30日
08380P統一NE,218110,664000,25,0.33,0.3,0.2,0.4,1月4日,0.2,1月31日
08381P兆豐1P,310770,870000,35,0.36,0.37,0.35,0.45,1月14日,0.32,1月9日
08382P兆豐1S,183010,345000,7,0.53,0.52,0.5,0.55,1月25日,0.5,1月30日
08383P兆豐1T,22930,347000,16,0.07,0.07,0.04,0.1,1月15日,0.04,1月29日
08384P兆豐1U,686410,1946000,44,0.35,0.35,0.2,0.48,1月8日,0.2,1月31日
08385P中信CX,2300,5000,1,0.46,0.46,0.46,0.46,1月25日,0.46,1月25日
08386P1L群益,387120,456000,9,0.85,0.84,0.86,0.9,1月8日,0.8,1月2日
08387P1M群益,1301520,2623000,38,0.5,0.47,0.24,0.72,1月7日,0.24,1月31日
08388P1N群益,1387570,1543000,41,0.9,0.89,0.79,1,1月8日,0.77,1月29日
08389P1P群益,19471700,17284000,443,1.13,1.1,0.8,1.4,1月15日,0.67,1月30日
08390P1Q群益,110970,176000,16,0.63,0.63,0.67,0.7,1月18日,0.56,1月11日
08391P1R群益,848170,834000,13,1.02,1.03,0.96,1.19,1月9日,0.96,1月31日
08392P1S群益,1412970,768000,62,1.84,1.77,1.89,2.08,1月25日,1.47,1月15日
08393P永豐7D,6200,20000,1,0.31,0.31,0.31,0.31,1月7日,0.31,1月7日
08394P永豐7S,1574350,2997000,41,0.53,0.53,0.54,0.57,1月21日,0.5,1月3日
08395P永豐7T,492800,2000000,51,0.25,0.26,0.18,0.37,1月7日,0.17,1月24日
