,民國101年10月,,,,,,,Oct-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
057216永豐4S,20190,30000,2,0.67,0.65,0.65,0.68,10月30日,0.65,10月30日
057218中信BK,513800,495000,6,1.04,1.04,1.01,1.08,10月30日,1.01,10月31日
057219中信BM,62700,60000,2,1.04,1.04,1.09,1.09,10月26日,1,10月25日
057220M7富邦,3970700,1800000,27,2.21,1.96,2.24,2.53,10月31日,1.69,10月29日
057223D4元富,34400,40000,4,0.86,0.85,0.86,0.91,10月30日,0.79,10月29日
057225D6元富,24439630,12613000,185,1.94,1.84,2.15,2.23,10月30日,1.29,10月26日
057226D7元富,14400,10000,2,1.44,1.42,1.42,1.46,10月30日,1.42,10月30日
057227D8元富,2599540,1367000,39,1.9,1.85,2.02,2.03,10月29日,1.5,10月25日
057229E1元富,147200,140000,8,1.05,1.03,1.03,1.09,10月30日,1.01,10月29日
057230E2元富,15180990,14761000,190,1.03,0.98,0.98,1.18,10月26日,0.93,10月29日
057231E3元富,930330,934000,9,1,1.02,1.02,1.02,10月31日,0.92,10月31日
057232E4元富,1328170,1278000,63,1.04,1,0.66,1.5,10月25日,0.65,10月31日
057234臺銀19,23200,20000,2,1.16,1.16,1.07,1.25,10月25日,1.07,10月29日
057236臺銀21,189230,149000,3,1.27,1.27,1.27,1.27,10月31日,1.27,10月31日
057238永昌LH,3800,5000,1,0.76,0.76,0.76,0.76,10月31日,0.76,10月31日
057239永昌LJ,770,1000,1,0.77,0.77,0.77,0.77,10月31日,0.77,10月31日
057242永昌LM,12300,20000,2,0.62,0.62,0.63,0.63,10月29日,0.6,10月26日
057251元大DP,72740,92000,7,0.79,0.75,0.75,0.83,10月31日,0.75,10月31日
057252元大DQ,2229480,1980000,20,1.13,1.14,1.12,1.15,10月26日,1.09,10月29日
057253元大DR,306580,600000,11,0.51,0.53,0.55,0.55,10月31日,0.5,10月29日
057254N2富邦,23660,52000,4,0.46,0.45,0.48,0.48,10月30日,0.43,10月29日
057255N3富邦,1229660,1321000,27,0.93,0.93,0.9,1.22,10月26日,0.74,10月29日
057257E7元富,128000,80000,2,1.6,1.6,1.6,1.6,10月31日,1.6,10月31日
057259E9元富,139470,103000,13,1.35,1.35,1.28,2.36,10月26日,0.76,10月30日
057260F1元富,7600,10000,1,0.76,0.76,0.76,0.76,10月31日,0.76,10月31日
0572613U凱基,449820,355000,23,1.27,1.28,1.01,1.51,10月30日,1.01,10月31日
0572623V凱基,55200,80000,20,0.69,0.69,0.69,0.69,10月30日,0.69,10月30日
057263統一LS,1335360,2310000,59,0.58,0.56,0.54,0.64,10月31日,0.5,10月30日
057264統一LT,536370,948000,36,0.57,0.62,0.54,0.8,10月26日,0.51,10月30日
057265統一LU,448080,733000,16,0.61,0.55,0.54,0.71,10月26日,0.54,10月31日
057266統一LV,163420,233000,10,0.7,0.67,0.72,0.72,10月31日,0.59,10月29日
057267統一LW,1233970,2143000,68,0.58,0.58,0.55,0.86,10月26日,0.46,10月29日
057269國票NX,2100,4000,2,0.52,0.5,0.5,0.55,10月26日,0.5,10月26日
057270日盛AN,4173460,2229000,31,1.87,1.83,2.06,2.24,10月31日,1.57,10月29日
05727159群益,346030,351000,13,0.99,0.82,0.61,1.19,10月26日,0.53,10月31日
05727363群益,431320,510000,36,0.85,0.81,0.91,1.02,10月26日,0.62,10月29日
057277兆豐MB,880,1000,1,0.88,0.88,0.88,0.88,10月29日,0.88,10月29日
057278工銀CH,38280,72000,8,0.53,0.55,0.63,0.63,10月31日,0.45,10月30日
057279中信BN,6840,7000,3,0.98,0.96,0.97,1.08,10月29日,0.95,10月29日
057280元大DV,2180,2000,1,1.09,1.09,1.09,1.09,10月30日,1.09,10月30日
057281元大DW,3100,4000,2,0.78,0.78,0.74,0.81,10月30日,0.74,10月31日
057282元大DX,58240,90000,7,0.65,0.64,0.68,0.68,10月30日,0.61,10月29日
057283元大DY,1034560,1371000,22,0.75,0.72,0.65,0.91,10月29日,0.64,10月31日
057284元大DZ,793600,361000,40,2.2,2.34,2.39,2.94,10月29日,1.52,10月30日
057285元大EA,39000,60000,2,0.65,0.66,0.66,0.66,10月31日,0.64,10月31日
0572863X凱基,10480,8000,1,1.31,1.31,1.31,1.31,10月30日,1.31,10月30日
0572894A凱基,359380,209000,8,1.72,1.9,1.76,2.05,10月29日,1.62,10月31日
0572914C凱基,7200,10000,2,0.72,0.72,0.78,0.78,10月30日,0.66,10月29日
057292N6富邦,213650,25000,15,8.55,8.47,8.15,8.95,10月30日,7.8,10月31日
057293N7富邦,389400,308000,7,1.26,1.32,1.4,1.4,10月30日,1.24,10月30日
057294F2元富,25322990,5904000,128,4.29,4.09,4.52,4.86,10月31日,3.45,10月29日
057295F3元富,133700,95000,10,1.41,1.44,1.36,1.52,10月30日,1.35,10月31日
057296F4元富,525630,604000,8,0.87,0.88,0.87,0.9,10月30日,0.87,10月31日
057298F6元富,603960,467000,9,1.29,1.26,1.2,1.32,10月30日,1.2,10月31日
057299F7元富,107580,317000,4,0.34,0.3,0.3,0.36,10月31日,0.3,10月31日
057300F8元富,434000,200000,3,2.17,2.17,2.17,2.17,10月31日,2.17,10月31日
057302日盛AQ,58410,99000,1,0.59,0.59,0.59,0.59,10月30日,0.59,10月30日
057303日盛AR,4560,9000,3,0.51,0.52,0.5,0.54,10月30日,0.48,10月31日
057304日盛AS,228850,199000,3,1.15,1.15,1.15,1.15,10月31日,1.15,10月31日
057305日盛AT,980750,1162000,16,0.84,0.84,0.83,0.9,10月31日,0.75,10月30日
057306大華9W,1215690,1666000,22,0.73,0.74,0.71,0.76,10月30日,0.7,10月30日
057307大華9X,22059430,11482000,137,1.92,1.87,1.77,2.12,10月30日,1.73,10月31日
057309永豐4Y,461300,913000,23,0.51,0.52,0.49,0.56,10月29日,0.48,10月30日
057310永豐4Z,35400,40000,2,0.88,0.87,0.87,0.9,10月31日,0.87,10月31日
057311臺銀23,165000,100000,2,1.65,1.65,1.81,1.81,10月31日,1.49,10月30日
057312臺銀24,4750,5000,1,0.95,0.95,0.95,0.95,10月31日,0.95,10月31日
057317兆豐MF,76160,112000,2,0.68,0.68,0.68,0.68,10月30日,0.68,10月30日
057324元大EE,36130,41000,2,0.88,0.88,0.88,0.93,10月31日,0.88,10月31日
057325元大EF,273800,455000,12,0.6,0.61,0.61,0.61,10月31日,0.6,10月31日
057326元大EG,528140,454000,12,1.16,1.16,1.16,1.19,10月31日,1.14,10月31日
057327元大EH,1800,2000,1,0.9,0.9,0.9,0.9,10月31日,0.9,10月31日
057328元大EI,113850,150000,24,0.76,0.74,0.72,0.81,10月31日,0.65,10月30日
057330國泰4W,51960,79000,10,0.66,0.64,0.58,0.89,10月30日,0.5,10月31日
05733266群益,3071250,726000,29,4.23,4.36,4.59,4.85,10月31日,3.69,10月30日
05733367群益,36600,40000,2,0.92,0.92,0.85,0.98,10月30日,0.85,10月31日
05733469群益,122230,151000,9,0.81,0.76,0.63,1.01,10月30日,0.63,10月31日
057335康和MD,9890,11000,3,0.9,0.9,0.92,0.94,10月31日,0.87,10月30日
057337日盛AV,24450,35000,2,0.7,0.7,0.69,0.7,10月30日,0.69,10月31日
057338日盛AW,426600,354000,15,1.21,1.25,1.18,1.31,10月30日,1.14,10月31日
057339日盛AX,987650,411000,17,2.4,2.26,2.44,2.56,10月31日,2.09,10月30日
057340大華9Z,580,1000,1,0.58,0.58,0.58,0.58,10月30日,0.58,10月30日
057343統一MA,184090,264000,31,0.7,0.7,0.75,0.75,10月31日,0.65,10月30日
057346G5元富,79920,62000,62,1.29,1.25,1.22,1.31,10月31日,1.22,10月31日
057347G6元富,617820,457000,191,1.35,1.25,1.17,1.38,10月31日,1.17,10月31日
057348G7元富,231770,181000,93,1.28,1.2,1.08,1.35,10月31日,1.08,10月31日
057350H2元富,12000,10000,1,1.2,1.2,1.2,1.2,10月31日,1.2,10月31日
057351H3元富,74730,72000,6,1.04,1,0.97,1.05,10月30日,0.97,10月31日
0573524D凱基,900,1000,1,0.9,0.9,0.9,0.9,10月30日,0.9,10月30日
0573544F凱基,48390,119000,3,0.41,0.4,0.41,0.41,10月31日,0.39,10月31日
057355N9富邦,1497450,2039000,48,0.73,0.73,0.65,0.96,10月30日,0.62,10月31日
057356亞東F2,44800,70000,3,0.64,0.64,0.63,0.65,10月30日,0.63,10月31日
057358亞東F4,360400,313000,10,1.15,1.17,1.19,1.19,10月31日,1.13,10月31日
057360亞東F6,293000,350000,2,0.84,0.82,0.82,0.86,10月30日,0.82,10月30日
057364元大EK,441370,653000,13,0.68,0.56,0.56,0.73,10月31日,0.53,10月31日
057365元大EL,10900,10000,1,1.09,1.09,1.09,1.09,10月31日,1.09,10月31日
057369AB富邦,9600,4000,1,2.4,2.4,2.4,2.4,10月31日,2.4,10月31日
057376兆豐MJ,15900,45000,3,0.35,0.34,0.34,0.37,10月31日,0.34,10月31日
057380兆豐MQ,21720,23000,4,0.94,0.94,0.94,1.02,10月31日,0.94,10月31日
057383兆豐NB,13500,30000,1,0.45,0.45,0.45,0.45,10月31日,0.45,10月31日
05739P8S元大,4076370,9728000,232,0.42,0.43,0.61,0.73,10月30日,0.32,10月18日
05782P9P元大,325950,420000,12,0.78,0.77,0.74,0.84,10月2日,0.72,10月11日
05786P4U富邦,720,3000,1,0.24,0.24,0.24,0.24,10月2日,0.24,10月2日
05812PC2元大,1289850,5735000,103,0.22,0.24,0.22,0.31,10月11日,0.17,10月18日
05878P寶來F8,608230,433000,26,1.4,1.42,1.63,1.63,10月31日,1.24,10月4日
05881P兆豐KS,1042040,2332000,42,0.45,0.4,0.39,0.48,10月4日,0.36,10月2日
05889P5Y富邦,322680,535000,14,0.6,0.6,0.61,0.65,10月4日,0.4,10月1日
05890P6A富邦,1230,1000,1,1.23,1.23,1.23,1.23,10月4日,1.23,10月4日
05892PG4元大,776350,548000,33,1.42,1.38,1.37,2.17,10月1日,1.03,10月23日
05919P群益2E,4452200,1190000,112,3.74,3.72,4.28,4.28,10月11日,3.4,10月1日
05921P群益2J,15100,27000,3,0.56,0.57,0.48,0.7,10月1日,0.48,10月4日
05936P凱基G7,5600,50000,3,0.11,0.11,0.08,0.14,10月1日,0.08,10月2日
05937P凱基G8,11000,105000,3,0.1,0.16,0.11,0.2,10月4日,0.09,10月9日
05946PJ2元大,501400,260000,13,1.93,1.83,1.86,2.05,10月15日,1.7,10月3日
05954P7H富邦,169930,673000,14,0.25,0.26,0.2,0.33,10月4日,0.2,10月16日
05963PJ5元大,5217450,3440000,111,1.52,1.58,1.57,1.86,10月29日,1.32,10月23日
05970P大華BT,108620,113000,8,0.96,0.85,1.05,1.05,10月29日,0.72,10月17日
05973P群益3P,32191570,38020000,921,0.85,0.7,0.46,1.27,10月1日,0.38,10月30日
05978P7X富邦,200,20000,2,0.01,0.01,0.01,0.01,10月12日,0.01,10月12日
05985P寶來G9,6407350,22241000,323,0.29,0.25,0.17,0.4,10月1日,0.16,10月30日
05986P寶來H1,5526500,23301000,352,0.24,0.21,0.11,0.38,10月1日,0.1,10月29日
05987P寶來H4,1111290,614000,21,1.81,1.81,1.84,1.87,10月12日,1.71,10月8日
05988P寶來H8,2594500,11795000,286,0.22,0.2,0.12,0.3,10月1日,0.12,10月31日
05989P寶來J3,1989600,3188000,83,0.62,0.64,0.47,0.78,10月22日,0.47,10月31日
05990P寶來K2,171520,83000,13,2.07,2.03,2.3,2.3,10月26日,1.8,10月1日
05991P寶來K3,4047740,2432000,40,1.66,1.85,2.24,2.47,10月11日,1.42,10月2日
05998P寶來L1,502190,301000,22,1.67,1.66,1.53,1.92,10月9日,1.31,10月19日
05999P寶來L5,477690,1048000,29,0.46,0.48,0.7,0.7,10月26日,0.41,10月5日
06000P寶來L7,486030,2927000,41,0.17,0.18,0.22,0.25,10月29日,0.12,10月9日
06001P寶來L9,2047340,7050000,171,0.29,0.29,0.32,0.38,10月26日,0.22,10月8日
06002P寶來M1,8980,132000,9,0.07,0.07,0.05,0.09,10月11日,0.05,10月31日
06004P寶來M4,3450500,5621000,342,0.61,0.59,0.77,0.84,10月29日,0.42,10月5日
06005P寶來M6,96200,260000,8,0.37,0.31,0.18,0.48,10月12日,0.18,10月18日
06006P寶來M8,281400,210000,4,1.34,1.33,1.28,1.4,10月16日,1.28,10月25日
06023P寶來N1,15400,40000,4,0.38,0.38,0.41,0.41,10月29日,0.36,10月15日
06024P寶來N3,77230,136000,10,0.57,0.56,0.57,0.6,10月24日,0.49,10月1日
06025P寶來N7,6820100,7568000,267,0.9,0.86,0.75,1.1,10月1日,0.7,10月29日
06027P寶來AB,35550,21000,4,1.69,1.79,2.17,2.17,10月30日,1.51,10月9日
06033P8P富邦,20097790,10074000,282,2,2.01,2.8,2.99,10月29日,1.34,10月5日
06040P中信27,15820,1582000,25,0.01,0.01,0.01,0.01,10月25日,0.01,10月25日
06047P群益4L,114950,30000,4,3.83,3.71,4.05,4.16,10月30日,3.41,10月25日
06054P凱基AD,811310,241000,34,3.37,3.47,3.64,3.8,10月15日,3.22,10月2日
06067PX1元大,1470,107000,4,0.01,0.02,0.01,0.03,10月1日,0.01,10月31日
06069P元富76,4080770,1048000,18,3.89,4.06,5,5,10月31日,3.26,10月4日
06070P元富79,990,99000,2,0.01,0.01,0.01,0.01,10月2日,0.01,10月2日
06071P元富85,122660,1342000,27,0.09,0.07,0.01,0.19,10月1日,0.01,10月31日
06074PX8元大,1951990,3390000,79,0.58,0.64,0.64,0.78,10月23日,0.5,10月3日
06076PY1元大,150,15000,1,0.01,0.01,0.01,0.01,10月2日,0.01,10月2日
06077P元富A3,770,77000,3,0.01,0.01,0.01,0.01,10月3日,0.01,10月3日
06079P統一E6,1980,198000,2,0.01,0.01,0.01,0.01,10月2日,0.01,10月2日
06083P中信35,2190,159000,3,0.01,0.02,0.01,0.04,10月1日,0.01,10月3日
06084P中信36,6080,258000,5,0.02,0.04,0.01,0.08,10月1日,0.01,10月3日
06086P寶來AV,1378190,9322000,190,0.15,0.14,0.06,0.25,10月11日,0.06,10月31日
06087P元富C2,6440,644000,7,0.01,0.01,0.01,0.01,10月3日,0.01,10月3日
06088P元富C3,1230,123000,5,0.01,0.01,0.01,0.01,10月4日,0.01,10月4日
06090P元富C7,550,55000,1,0.01,0.01,0.01,0.01,10月3日,0.01,10月3日
06091P元富C8,379100,170000,1,2.23,2.23,2.23,2.23,10月4日,2.23,10月4日
06092P元富D3,3110,11000,2,0.28,0.31,0.31,0.31,10月1日,0.28,10月1日
06094P元富E2,1423140,1138000,67,1.25,1.25,1.1,1.4,10月2日,1.1,10月4日
06095P元富E3,150,5000,1,0.03,0.03,0.03,0.03,10月3日,0.03,10月3日
06096P凱基AW,9400,20000,2,0.47,0.5,0.5,0.5,10月2日,0.44,10月2日
06097P凱基BC,4680,18000,1,0.26,0.26,0.26,0.26,10月3日,0.26,10月3日
06098P寶來BA,2000,25000,1,0.08,0.08,0.08,0.08,10月2日,0.08,10月2日
06099P寶來BL,57710,303000,6,0.19,0.22,0.19,0.27,10月1日,0.18,10月11日
06102P寶來BU,7809060,4347000,53,1.8,1.69,1.4,2.26,10月26日,1.31,10月30日
06103P寶來BW,1090400,6028000,107,0.18,0.16,0.18,0.24,10月15日,0.08,10月3日
06104P寶來BY,772040,6314000,107,0.12,0.14,0.13,0.23,10月1日,0.07,10月17日
06105P寶來BZ,13139270,25269000,793,0.52,0.51,0.37,0.72,10月1日,0.36,10月31日
06106P寶來CA,688110,401000,15,1.72,1.7,1.91,2,10月12日,1.4,10月2日
06109P元富E8,33190,27000,6,1.23,1.2,1.14,1.63,10月3日,0.81,10月24日
06114P群益5G,7100,10000,2,0.71,0.71,0.55,0.87,10月1日,0.55,10月4日
06115P群益5H,1230,1000,1,1.23,1.23,1.23,1.23,10月5日,1.23,10月5日
06116P群益5K,306020,4009000,103,0.08,0.08,0.07,0.15,10月11日,0.05,10月18日
06117P群益5N,172610,131000,10,1.32,1.34,1.42,1.47,10月11日,1.21,10月5日
06119P群益5S,1957900,2363000,104,0.83,0.86,0.81,1.3,10月30日,0.63,10月5日
06120P群益5T,94180,552000,35,0.17,0.16,0.07,0.26,10月11日,0.07,10月31日
06121P9L富邦,37320,206000,10,0.18,0.19,0.16,0.23,10月1日,0.14,10月3日
06122P中信38,3070,307000,4,0.01,0.01,0.01,0.01,10月30日,0.01,10月30日
06123PZ5元大,3800,46000,2,0.08,0.08,0.05,0.1,10月1日,0.05,10月2日
06125P02元大,5321450,8113000,190,0.66,0.78,1.09,1.53,10月29日,0.5,10月2日
06126P03元大,6027350,7670000,96,0.79,0.94,1.71,1.71,10月29日,0.55,10月3日
06127P04元大,1177400,1435000,153,0.82,0.9,1.5,1.56,10月29日,0.59,10月5日
06128P05元大,496610,1232000,80,0.4,0.39,0.36,0.58,10月26日,0.32,10月11日
06129P06元大,3811260,8824000,179,0.43,0.43,0.81,0.81,10月30日,0.26,10月5日
06130P兆豐1S,1100,40000,4,0.03,0.03,0.02,0.04,10月1日,0.02,10月4日
06132P大華CT,28843830,24133000,999,1.2,1.23,1.15,1.51,10月12日,0.89,10月23日
06133P中信41,859350,337000,4,2.55,2.55,2.55,2.55,10月17日,2.55,10月17日
06136P36元大,3290,329000,33,0.01,0.01,0.01,0.01,10月8日,0.01,10月8日
06137P37元大,40,2000,1,0.02,0.02,0.02,0.02,10月8日,0.02,10月8日
06138P38元大,10,1000,1,0.01,0.01,0.01,0.01,10月8日,0.01,10月8日
06139P凱基CK,944550,2143000,15,0.44,0.42,0.5,0.5,10月8日,0.35,10月3日
06140P凱基CL,2732860,4007000,145,0.68,0.7,1.01,1.11,10月30日,0.51,10月5日
06142P5Q永豐,30,3000,1,0.01,0.01,0.01,0.01,10月8日,0.01,10月8日
06143P5R永豐,4800,20000,1,0.24,0.24,0.24,0.24,10月4日,0.24,10月4日
06146P5Y永豐,40,2000,1,0.02,0.02,0.02,0.02,10月8日,0.02,10月8日
06147P5Z永豐,440,4000,1,0.11,0.11,0.11,0.11,10月8日,0.11,10月8日
06149P國泰ND,340800,710000,7,0.48,0.48,0.48,0.48,10月3日,0.48,10月3日
06150P國泰NE,250,5000,1,0.05,0.05,0.05,0.05,10月3日,0.05,10月3日
06152P國泰A2,23650,200000,7,0.12,0.11,0.1,0.14,10月2日,0.1,10月8日
06153P亞東10,807270,1975000,120,0.41,0.44,0.32,0.53,10月26日,0.32,10月31日
06156P富邦22,100,10000,1,0.01,0.01,0.01,0.01,10月4日,0.01,10月4日
06157P凱基DF,200,20000,1,0.01,0.01,0.01,0.01,10月4日,0.01,10月4日
06167P群益6N,9200,10000,1,0.92,0.92,0.92,0.92,10月29日,0.92,10月29日
06169P日盛ZG,10000,20000,2,0.5,0.5,0.45,0.55,10月4日,0.45,10月5日
06172P日盛ZL,6250,247000,5,0.03,0.02,0.01,0.04,10月2日,0.01,10月8日
06173P元富M6,3350,333000,8,0.01,0.02,0.01,0.03,10月8日,0.01,10月11日
06174P兆豐2Z,104520,81000,2,1.29,1.24,1.35,1.35,10月11日,1.12,10月1日
06175P兆豐3A,4680,468000,11,0.01,0.01,0.01,0.01,10月8日,0.01,10月8日
06177P富邦32,40,2000,1,0.02,0.02,0.02,0.02,10月1日,0.02,10月1日
06178P87元大,13500,180000,2,0.08,0.08,0.07,0.08,10月11日,0.07,10月15日
06179P91元大,10,1000,1,0.01,0.01,0.01,0.01,10月12日,0.01,10月12日
06180P92元大,180,14000,3,0.01,0.02,0.01,0.03,10月2日,0.01,10月9日
06182P群益6X,6850,103000,2,0.07,0.08,0.04,0.11,10月2日,0.04,10月12日
06184P群益7C,59570,776000,16,0.08,0.04,0.03,0.09,10月1日,0.02,10月19日
06185P群益7D,270,25000,2,0.01,0.02,0.01,0.03,10月4日,0.01,10月8日
06186P群益7E,187580,775000,22,0.24,0.25,0.31,0.37,10月11日,0.18,10月5日
06188P元富N9,36760,3676000,46,0.01,0.01,0.01,0.01,10月11日,0.01,10月11日
06189P元富AA,492490,894000,15,0.55,0.61,0.88,0.88,10月11日,0.51,10月2日
06190P元富AF,2844280,3894000,112,0.73,0.7,0.74,0.95,10月29日,0.55,10月22日
06191P元富AJ,492850,140000,14,3.52,3.51,4.05,4.13,10月30日,2.99,10月25日
06192P凱基DQ,135360,412000,11,0.33,0.33,0.32,0.34,10月1日,0.32,10月2日
06193P7I永豐,389530,938000,11,0.42,0.41,0.41,0.42,10月9日,0.41,10月9日
06194P7Q永豐,20,2000,1,0.01,0.01,0.01,0.01,10月3日,0.01,10月3日
06198P元大1D,13860,594000,7,0.02,0.02,0.01,0.03,10月4日,0.01,10月11日
06199P元大1E,37070,427000,8,0.09,0.08,0.06,0.11,10月3日,0.06,10月18日
06201P元大1G,2630,256000,25,0.01,0.02,0.01,0.08,10月8日,0.01,10月15日
06202P元大1H,350,35000,2,0.01,0.01,0.01,0.01,10月15日,0.01,10月15日
06204P日盛ZP,47300,90000,3,0.53,0.63,0.76,0.76,10月15日,0.49,10月9日
06205P日盛ZQ,3087690,3328000,134,0.93,1.07,1.17,1.18,10月15日,0.9,10月8日
06207P元富BC,126380,208000,3,0.61,0.58,0.56,0.61,10月1日,0.56,10月3日
06208P元富BD,4960,496000,6,0.01,0.01,0.01,0.01,10月15日,0.01,10月15日
06210P元富BK,15660,282000,5,0.06,0.04,0.02,0.06,10月1日,0.02,10月11日
06211P元富BL,1942740,2184000,40,0.89,0.81,0.75,1.22,10月26日,0.63,10月30日
06213P群益7F,6350,5000,1,1.27,1.27,1.27,1.27,10月5日,1.27,10月5日
06214P群益7Q,262900,303000,10,0.87,0.97,1.21,1.21,10月12日,0.76,10月5日
06218P7Z永豐,150,15000,2,0.01,0.01,0.01,0.01,10月1日,0.01,10月1日
06221P中信50,2450,80000,5,0.03,0.02,0.01,0.04,10月1日,0.01,10月15日
06222P中信52,277060,149000,4,1.86,1.86,1.89,1.89,10月15日,1.8,10月12日
06223P富邦47,34300,10000,2,3.43,3.43,3.43,3.43,10月15日,3.43,10月15日
06224P富邦49,750,75000,2,0.01,0.01,0.01,0.01,10月12日,0.01,10月12日
06225P元富AP,16310,732000,10,0.02,0.04,0.02,0.07,10月4日,0.02,10月19日
06226P元富AT,8721860,9227000,206,0.95,0.94,1.04,1.4,10月29日,0.7,10月23日
06227P元富AW,19650,1890000,18,0.01,0.01,0.01,0.03,10月1日,0.01,10月31日
06232P大華FC,3460,174000,4,0.02,0.02,0.01,0.04,10月12日,0.01,10月16日
06233P群益7T,1965280,2603000,74,0.76,0.7,0.8,1.1,10月12日,0.45,10月5日
06235P群益8B,24450,10000,2,2.44,2.45,2.45,2.45,10月15日,2.44,10月12日
06239P國泰A6,7000,22000,3,0.32,0.3,0.29,0.32,10月2日,0.29,10月3日
06243P元大1L,238810,362000,16,0.66,0.74,1.31,1.31,10月29日,0.55,10月2日
06245P凱基DV,57460,107000,14,0.54,0.52,0.47,0.58,10月15日,0.47,10月16日
06249P統一H3,2970,99000,1,0.03,0.03,0.03,0.03,10月2日,0.03,10月2日
06250P統一H4,1980,2000,1,0.99,0.99,0.99,0.99,10月12日,0.99,10月12日
06253P元富BV,1072460,807000,63,1.33,1.25,1.48,1.64,10月16日,0.82,10月5日
06255P元富CG,120350,65000,7,1.85,1.75,1.92,1.92,10月25日,1.43,10月4日
06256P元富CJ,4910,10000,4,0.49,0.45,0.52,0.52,10月16日,0.39,10月1日
06260P元大1R,17660,4000,2,4.42,4.42,4.42,4.42,10月15日,4.41,10月12日
06263P國泰03,39050,65000,3,0.6,0.64,0.58,0.67,10月2日,0.58,10月3日
06264P凱基EA,1170960,2134000,30,0.55,0.54,0.58,0.72,10月12日,0.47,10月18日
06265P凱基ED,86790,139000,2,0.62,0.64,0.66,0.66,10月4日,0.61,10月1日
06266P日盛ZV,691550,299000,36,2.31,1.93,2.3,2.62,10月12日,1.45,10月3日
06269P國票GI,2400,10000,1,0.24,0.24,0.24,0.24,10月1日,0.24,10月1日
06270P大華FF,533090,450000,21,1.18,1.19,1.08,1.29,10月15日,0.98,10月17日
06271P大華FG,2450,8000,8,0.31,0.31,0.33,0.33,10月11日,0.29,10月5日
06272P8J永豐,300,30000,3,0.01,0.01,0.01,0.01,10月8日,0.01,10月8日
06273P8K永豐,113940,387000,7,0.29,0.3,0.2,0.37,10月4日,0.2,10月18日
06274P群益8I,571320,960000,2,0.6,0.59,0.59,0.6,10月9日,0.59,10月9日
06275P群益8J,179200,997000,13,0.18,0.14,0.06,0.2,10月5日,0.06,10月15日
06276P群益8K,20290,31000,11,0.65,0.64,0.74,0.74,10月15日,0.54,10月2日
06277P群益8L,1980,198000,2,0.01,0.01,0.01,0.01,10月12日,0.01,10月12日
06278P元大1S,300,30000,1,0.01,0.01,0.01,0.01,10月4日,0.01,10月4日
06279P大華FN,680,68000,3,0.01,0.01,0.01,0.01,10月16日,0.01,10月16日
06280P大華FP,95640,102000,3,0.94,1.06,1.19,1.19,10月18日,0.93,10月11日
06281P大華FQ,166450,362000,11,0.46,0.46,0.4,0.52,10月11日,0.4,10月15日
06282P元富CP,990,99000,1,0.01,0.01,0.01,0.01,10月19日,0.01,10月19日
06283P元富CQ,100,10000,1,0.01,0.01,0.01,0.01,10月9日,0.01,10月9日
06284P元富CR,213120,989000,32,0.22,0.23,0.18,0.32,10月1日,0.18,10月16日
06285P元富CS,28300,170000,3,0.17,0.16,0.14,0.2,10月11日,0.14,10月18日
06286P元富CV,530950,1929000,123,0.28,0.34,0.31,0.55,10月12日,0.2,10月8日
06288P群益8X,1000,100000,2,0.01,0.01,0.01,0.01,10月2日,0.01,10月2日
06290P8S永豐,144580,1985000,29,0.07,0.06,0.04,0.11,10月2日,0.02,10月18日
06291P8T永豐,15060,12000,2,1.26,1.25,1.26,1.26,10月15日,1.25,10月12日
06293P日盛03,129120,92000,8,1.4,1.4,1.33,1.45,10月15日,1.33,10月19日
06294P日盛04,353430,450000,13,0.79,0.81,1.12,1.12,10月12日,0.6,10月3日
06297P統一H8,363230,547000,27,0.66,0.67,0.76,0.89,10月11日,0.47,10月5日
06298P工銀57,52400,20000,1,2.62,2.62,2.62,2.62,10月17日,2.62,10月17日
06299P工銀58,4430,131000,4,0.03,0.06,0.03,0.08,10月15日,0.03,10月18日
06301P元大2F,67300,19000,3,3.54,3.57,3.45,3.63,10月15日,3.45,10月18日
06302P元大2G,15930,60000,12,0.27,0.26,0.23,0.31,10月16日,0.23,10月19日
06303P元大2H,400,40000,1,0.01,0.01,0.01,0.01,10月22日,0.01,10月22日
