,民國101年08月,,,,,,,Aug-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
06446PD6永豐,14430,32000,4,0.45,0.49,0.44,0.58,8月1日,0.44,8月16日
06447P統一K3,861700,1887000,72,0.46,0.39,0.22,0.94,8月3日,0.22,8月30日
06448P統一K6,506200,635000,15,0.8,0.78,0.76,0.82,8月14日,0.74,8月22日
06449P元大5K,281820,137000,17,2.06,1.81,1.42,2.25,8月3日,1.39,8月16日
06450P元大5L,811090,3517000,107,0.23,0.22,0.14,0.65,8月3日,0.12,8月30日
06451P元大5M,591280,2197000,56,0.27,0.27,0.27,0.32,8月3日,0.21,8月22日
06452P元大5N,20266750,46420000,886,0.44,0.42,0.31,0.66,8月1日,0.3,8月30日
06453P兆豐6F,151650,205000,5,0.74,0.72,0.63,0.81,8月1日,0.63,8月10日
06454P兆豐6G,2103420,1316000,55,1.6,1.55,1.44,1.76,8月21日,1.36,8月6日
06455P兆豐6H,87290,811000,55,0.11,0.1,0.06,0.18,8月1日,0.04,8月31日
06456P兆豐6J,5337870,7558000,208,0.71,0.68,0.52,1.02,8月3日,0.49,8月21日
06457P兆豐6K,11900,20000,2,0.6,0.6,0.57,0.62,8月17日,0.57,8月23日
06458P兆豐6L,7200,20000,6,0.36,0.36,0.34,0.38,8月8日,0.34,8月9日
06459P富邦A6,777930,2262000,34,0.34,0.33,0.33,0.4,8月29日,0.26,8月27日
06460P大華GN,1149300,1784000,39,0.64,0.64,0.64,0.95,8月3日,0.46,8月23日
06461P大華GP,76590,225000,6,0.34,0.34,0.26,0.41,8月6日,0.26,8月13日
06462P永昌DC,2232300,6451000,197,0.35,0.36,0.28,0.5,8月7日,0.25,8月29日
06463P統一K7,748590,2474000,49,0.3,0.25,0.23,0.39,8月1日,0.19,8月27日
06464P統一K8,79300,40000,4,1.98,1.99,2.03,2.03,8月6日,1.92,8月1日
06465P統一K9,821210,951000,27,0.86,0.86,0.84,0.92,8月15日,0.8,8月27日
06466P統一L7,59300,52000,6,1.14,1.16,1,1.3,8月9日,1,8月24日
06467PE4永豐,822600,1910000,68,0.43,0.41,0.36,0.54,8月1日,0.34,8月24日
06468PE6永豐,37970,91000,7,0.42,0.44,0.32,0.58,8月7日,0.32,8月23日
06469PE7永豐,1518590,2836000,93,0.54,0.55,0.49,0.86,8月1日,0.45,8月23日
06470PE8永豐,454160,544000,30,0.83,0.99,0.68,1.33,8月1日,0.68,8月31日
06472PF3永豐,486150,1291000,136,0.38,0.38,0.35,0.44,8月14日,0.35,8月30日
06473PF5永豐,420220,813000,28,0.52,0.41,0.28,0.59,8月7日,0.26,8月28日
06475P元富FU,1828740,4526000,53,0.4,0.43,0.26,0.61,8月3日,0.26,8月29日
06476P元富FY,562820,346000,46,1.63,1.77,1.45,2.19,8月7日,1.39,8月3日
06477P凱基FV,865460,1488000,48,0.58,0.62,0.56,1,8月24日,0.41,8月23日
06479P國泰18,3918430,8307000,287,0.47,0.47,0.32,0.82,8月1日,0.31,8月31日
06480P國泰19,398190,693000,19,0.57,0.54,0.44,0.71,8月1日,0.37,8月28日
06481P國泰20,1966660,3535000,91,0.56,0.51,0.4,0.69,8月3日,0.39,8月31日
06482P國泰21,3106930,4928000,75,0.63,0.59,0.78,0.78,8月31日,0.44,8月9日
06483P日盛21,50360,238000,4,0.21,0.39,0.12,0.69,8月3日,0.12,8月31日
06484P日盛22,548290,945000,50,0.58,0.54,0.35,0.81,8月1日,0.35,8月29日
06485P元大5W,105990,2586000,29,0.04,0.43,1.6,1.6,8月31日,0.04,8月29日
06486P群益AH,8618160,6121000,125,1.41,1.47,1.26,1.89,8月6日,1.17,8月24日
06487P群益AK,10333240,17083000,442,0.6,0.67,0.51,1.24,8月3日,0.43,8月27日
06488P群益AM,1079130,639000,81,1.69,1.66,1.48,2.09,8月7日,1.16,8月1日
06489P富邦A8,35400,330000,5,0.11,0.11,0.1,0.12,8月24日,0.1,8月29日
06490P富邦B1,18870,17000,3,1.11,1.02,0.79,1.25,8月3日,0.79,8月15日
06491P富邦B3,1443180,3997000,82,0.36,0.37,0.34,0.48,8月7日,0.29,8月22日
06492P富邦B4,8200,20000,2,0.41,0.41,0.39,0.43,8月3日,0.39,8月6日
06493P富邦B5,17400,40000,2,0.44,0.44,0.42,0.45,8月7日,0.42,8月8日
06494P富邦C1,1637720,11032000,226,0.15,0.08,0.07,0.35,8月31日,0.01,8月29日
06495P大華GR,513680,2410000,72,0.21,0.21,0.22,0.3,8月1日,0.17,8月21日
06497P大華GT,2695740,3924000,76,0.69,0.8,0.62,1.13,8月3日,0.58,8月27日
06498P日盛27,263100,340000,27,0.77,0.78,0.83,0.97,8月10日,0.64,8月16日
06499P元富GD,1174850,1545000,46,0.76,0.67,0.5,0.96,8月7日,0.5,8月31日
06500P凱基FX,12447330,7264000,209,1.71,1.67,1.52,2,8月7日,1.25,8月1日
06501P凱基FZ,337850,1658000,41,0.2,0.21,0.11,0.29,8月6日,0.1,8月27日
06502P凱基GB,358590,433000,19,0.83,0.74,0.54,0.92,8月3日,0.54,8月31日
06503P元大6B,4605790,6668000,196,0.69,0.67,0.54,0.91,8月3日,0.5,8月31日
06504P元大6C,3671960,7423000,233,0.49,0.53,0.45,0.82,8月1日,0.4,8月27日
06505P元大6D,15988010,53779000,1330,0.3,0.3,0.24,0.51,8月3日,0.2,8月27日
06506P元大6E,2228230,2846000,90,0.78,0.77,0.86,0.94,8月3日,0.63,8月14日
06507P元大6F,9777810,11182000,160,0.87,0.85,0.71,1.14,8月1日,0.71,8月31日
06508P元大6G,647970,424000,45,1.53,1.56,1.53,1.76,8月7日,1.34,8月16日
06509P元大6H,62150,154000,7,0.4,0.43,0.51,0.51,8月28日,0.38,8月27日
06510P元大6I,251400,528000,17,0.48,0.45,0.29,0.64,8月6日,0.29,8月23日
06511P元大6J,1249290,8677000,211,0.14,0.14,0.19,0.2,8月30日,0.1,8月24日
06512PF7永豐,653840,1490000,50,0.44,0.44,0.4,0.74,8月6日,0.35,8月3日
06513PG1永豐,366100,827000,20,0.44,0.45,0.47,0.52,8月1日,0.38,8月9日
06514PG2永豐,46170,271000,15,0.17,0.18,0.13,0.27,8月3日,0.13,8月29日
06515PG4永豐,112700,215000,14,0.52,0.5,0.33,0.94,8月1日,0.33,8月31日
06516PG7永豐,96380,61000,8,1.58,1.69,1.94,2.14,8月7日,1.25,8月1日
06518PH1永豐,240020,1338000,43,0.18,0.2,0.17,0.32,8月3日,0.14,8月20日
06519PH3永豐,100430,1669000,40,0.06,0.07,0.05,0.1,8月6日,0.04,8月27日
06520PH4永豐,517530,1067000,39,0.49,0.5,0.46,0.61,8月1日,0.42,8月14日
06521PH7永豐,21800,180000,3,0.12,0.12,0.11,0.13,8月14日,0.11,8月24日
06522PI1永豐,475550,3643000,65,0.13,0.2,0.11,0.57,8月3日,0.08,8月27日
06523PI2永豐,121230,341000,28,0.36,0.33,0.22,0.42,8月3日,0.22,8月28日
06524PI7永豐,9640,24000,2,0.4,0.4,0.4,0.41,8月7日,0.4,8月10日
06525P日盛30,120000,196000,13,0.61,0.5,0.39,0.74,8月1日,0.39,8月31日
06526P日盛31,85290,138000,14,0.62,0.61,0.62,0.75,8月27日,0.44,8月21日
06528P日盛33,176110,462000,12,0.38,0.37,0.32,0.43,8月7日,0.28,8月24日
06529P兆豐6M,31680,198000,2,0.16,0.16,0.14,0.18,8月3日,0.14,8月9日
06530P元富GJ,5265990,4091000,149,1.29,1.4,1.23,2.08,8月3日,1.1,8月21日
06531P元富GK,9241850,14585000,415,0.63,0.69,0.57,1.15,8月3日,0.49,8月27日
06532P凱基GM,734140,848000,13,0.87,0.83,0.73,0.91,8月7日,0.73,8月31日
06533P元大6T,488280,771000,32,0.63,0.63,0.57,0.76,8月1日,0.53,8月14日
06534P元大6U,1585570,5068000,168,0.31,0.31,0.25,0.45,8月1日,0.23,8月31日
06535PJ3永豐,439020,2162000,68,0.2,0.19,0.17,0.27,8月7日,0.14,8月27日
06536P中信85,67000,398000,8,0.17,0.32,0.1,0.95,8月3日,0.1,8月31日
06537P工銀73,3634730,3774000,121,0.96,0.92,1.1,1.17,8月29日,0.71,8月14日
06538P工銀74,746050,697000,18,1.07,1.06,1.09,1.11,8月29日,1.01,8月24日
06539P工銀75,42470,23000,5,1.85,1.64,1.35,1.89,8月6日,1.35,8月28日
06540P工銀76,221000,200000,4,1.1,1.1,1.1,1.11,8月24日,1.1,8月28日
06541P工銀77,12009070,8414000,235,1.43,1.41,1.33,1.86,8月1日,1.19,8月22日
06542PJ8永豐,146950,298000,15,0.49,0.44,0.25,0.61,8月6日,0.25,8月30日
06543P日盛37,5990,18000,7,0.33,0.33,0.37,0.37,8月30日,0.32,8月21日
06544P日盛38,738520,1924000,86,0.38,0.35,0.41,0.48,8月27日,0.27,8月17日
06545P康和FY,60430,74000,9,0.82,0.93,0.66,1.14,8月3日,0.66,8月14日
06546P康和FZ,8590,9000,6,0.95,0.93,0.94,1.06,8月8日,0.79,8月23日
06547P富邦C9,1407610,3599000,102,0.39,0.39,0.34,0.6,8月3日,0.28,8月20日
06548P統一L9,3444010,4958000,83,0.69,0.61,0.43,0.95,8月3日,0.43,8月31日
06549P國泰28,334680,652000,48,0.51,0.48,0.23,0.76,8月3日,0.23,8月31日
06550P國泰29,6373240,15783000,510,0.4,0.38,0.36,0.57,8月1日,0.3,8月21日
06551P元富GN,8087620,8747000,354,0.92,0.98,0.57,1.5,8月3日,0.55,8月31日
06552P富邦D1,14580720,20030000,420,0.73,0.64,0.4,1.08,8月3日,0.4,8月31日
06553P富邦D4,9135130,15704000,294,0.58,0.54,0.38,1.34,8月3日,0.3,8月27日
06554P群益AQ,587600,1113000,69,0.53,0.54,0.39,1.24,8月3日,0.3,8月27日
06555P群益AS,2742740,3807000,74,0.72,0.67,0.33,1.02,8月6日,0.33,8月31日
06556P群益AT,115510,276000,25,0.42,0.49,0.37,0.76,8月3日,0.32,8月28日
06557P群益AU,47300,190000,7,0.25,0.28,0.21,0.38,8月7日,0.21,8月31日
06558P群益AX,22400,20000,2,1.12,1.12,0.94,1.3,8月3日,0.94,8月24日
06559PJ9永豐,2079140,3070000,86,0.68,0.64,0.5,0.84,8月9日,0.47,8月27日
06561P統一M8,8800,40000,2,0.22,0.22,0.19,0.25,8月17日,0.19,8月20日
06562P統一N1,7009970,8102000,123,0.87,0.88,0.81,1.04,8月6日,0.78,8月23日
06563P凱基GU,4708070,16441000,843,0.29,0.27,0.24,0.37,8月8日,0.21,8月30日
06564P元大7B,15901680,21305000,409,0.75,0.78,0.47,1.13,8月3日,0.46,8月31日
06565P元大7C,9576970,16433000,427,0.58,0.5,0.38,0.8,8月3日,0.36,8月31日
06566P元大7D,3405890,2460000,41,1.38,1.49,1.28,1.69,8月3日,1.23,8月28日
06567P元大7E,550540,532000,16,1.03,1.06,1.12,1.16,8月3日,0.94,8月9日
06568P國票GU,347840,255000,8,1.36,1.35,1.33,1.37,8月1日,1.31,8月1日
06569P國票GW,6400,40000,3,0.16,0.15,0.12,0.2,8月1日,0.12,8月14日
06570P日盛42,1850780,1638000,34,1.13,1.11,1.1,1.26,8月3日,0.99,8月9日
06571P日盛43,760,2000,2,0.38,0.38,0.36,0.4,8月13日,0.36,8月14日
06572P大華GV,1770810,3263000,45,0.54,0.56,0.47,0.81,8月3日,0.42,8月14日
06573P群益BA,740420,4546000,84,0.16,0.15,0.17,0.19,8月10日,0.1,8月24日
06574P群益BB,1745440,3805000,85,0.46,0.46,0.32,0.72,8月1日,0.32,8月31日
06575P富邦E4,1811690,2757000,152,0.66,0.65,0.51,0.92,8月6日,0.45,8月29日
06576P富邦E6,2047060,2851000,114,0.72,0.76,0.94,0.94,8月31日,0.63,8月21日
06577P富邦F2,47240,102000,5,0.46,0.57,0.4,0.74,8月8日,0.4,8月20日
06578PK5永豐,654950,2310000,46,0.28,0.26,0.2,0.45,8月3日,0.18,8月21日
06579PL5永豐,4200,60000,1,0.07,0.07,0.07,0.07,8月6日,0.07,8月6日
06582P國泰30,2581180,4543000,130,0.57,0.52,0.42,0.78,8月3日,0.37,8月31日
06583P日盛48,4218750,4944000,102,0.85,0.85,0.89,1.02,8月22日,0.67,8月9日
06585P日盛52,2159140,9616000,239,0.22,0.2,0.2,0.36,8月1日,0.14,8月27日
06586P大華HA,1138500,2060000,47,0.55,0.56,0.43,0.79,8月3日,0.43,8月31日
06587P大華HE,4904060,5234000,171,0.94,0.91,0.5,1.4,8月3日,0.4,8月30日
06588P大華HF,590490,1270000,17,0.46,0.48,0.48,0.52,8月3日,0.43,8月1日
06590P中信87,99440,640000,16,0.16,0.16,0.12,0.26,8月13日,0.1,8月30日
06591P中信88,597790,673000,9,0.89,1.06,0.59,1.65,8月1日,0.59,8月31日
06593P富邦G9,1397050,1266000,40,1.1,1.12,1.11,1.25,8月7日,0.96,8月15日
06594P富邦H2,1211790,1212000,20,1,1,0.83,1.08,8月6日,0.83,8月28日
06595P國泰32,6401760,13141000,286,0.49,0.47,0.34,0.72,8月3日,0.34,8月31日
06596P元富GS,2832470,7487000,122,0.38,0.35,0.31,0.46,8月3日,0.3,8月16日
06598P凱基HF,3160,7000,3,0.45,0.45,0.43,0.47,8月20日,0.43,8月21日
06599P國泰34,28260,189000,3,0.15,0.16,0.16,0.16,8月3日,0.14,8月1日
06600P統一N7,1884130,2643000,45,0.71,0.78,0.81,1,8月24日,0.53,8月21日
06602P統一AC,30690,99000,1,0.31,0.31,0.31,0.31,8月1日,0.31,8月1日
06603P群益BI,97590,274000,11,0.36,0.33,0.24,0.42,8月3日,0.23,8月17日
06604P群益BK,61750,62000,7,1,0.98,0.91,1.07,8月3日,0.91,8月31日
06606P群益BN,786330,532000,10,1.48,1.47,1.3,1.76,8月1日,1.27,8月27日
06607P群益BP,22328000,32155000,721,0.69,0.63,0.47,1.12,8月3日,0.41,8月31日
06608P日盛56,9140,50000,5,0.18,0.2,0.18,0.27,8月3日,0.16,8月21日
06609P工銀82,11809250,15768000,304,0.75,0.8,0.79,1.16,8月3日,0.62,8月27日
06610P工銀83,1379010,2308000,156,0.6,0.62,0.58,0.88,8月8日,0.52,8月27日
06611P工銀84,2250310,1807000,116,1.25,1.35,1.2,1.94,8月3日,1.09,8月27日
06612P工銀85,2006290,1892000,46,1.06,1.03,0.87,1.55,8月1日,0.85,8月28日
06613P工銀86,1352450,1866000,81,0.72,0.66,0.54,1.06,8月3日,0.5,8月27日
06614P工銀87,2252070,2869000,55,0.78,0.59,0.43,0.96,8月3日,0.42,8月31日
06615P中信92,2123020,3813000,115,0.56,0.43,0.27,1.32,8月3日,0.2,8月27日
06616P富邦H6,300070,2752000,62,0.11,0.12,0.12,0.21,8月1日,0.08,8月22日
06617P富邦J1,374400,500000,8,0.75,0.82,0.76,0.95,8月6日,0.74,8月9日
06618PM4永豐,9900,60000,2,0.16,0.16,0.14,0.19,8月3日,0.14,8月7日
06619P中信93,2861540,2202000,61,1.3,1.25,1.33,1.57,8月27日,0.97,8月17日
06620P凱基HK,1737330,3279000,77,0.53,0.51,0.51,0.61,8月3日,0.4,8月23日
06621P元富GZ,404150,2321000,66,0.17,0.16,0.21,0.21,8月30日,0.13,8月27日
06622P凱基HL,521750,1456000,51,0.36,0.4,0.24,1.06,8月3日,0.22,8月24日
06623P凱基HM,1859790,7254000,102,0.26,0.3,0.15,1.01,8月3日,0.12,8月27日
06624P凱基HR,616940,1450000,29,0.43,0.46,0.35,0.59,8月3日,0.33,8月22日
06625PM8永豐,200440,928000,31,0.22,0.2,0.15,0.34,8月3日,0.15,8月28日
06626PM9永豐,342440,1552000,26,0.22,0.24,0.25,0.33,8月3日,0.19,8月14日
06627PN1永豐,792990,1378000,32,0.58,0.57,0.59,0.74,8月3日,0.46,8月17日
06628PN2永豐,7500,50000,1,0.15,0.15,0.15,0.15,8月28日,0.15,8月28日
06631P國泰37,1835120,4890000,85,0.38,0.34,0.18,0.68,8月3日,0.18,8月31日
06632P統一AF,11020,20000,6,0.55,0.56,0.5,0.62,8月1日,0.5,8月9日
06633P統一AJ,3400,10000,1,0.34,0.34,0.34,0.34,8月8日,0.34,8月8日
06634P富邦J2,1235100,2785000,47,0.44,0.48,0.14,0.84,8月3日,0.14,8月31日
06635P富邦J4,4424670,1110000,84,3.99,4.04,3.71,4.9,8月7日,3.01,8月1日
06636P大華HR,3000,10000,1,0.3,0.3,0.3,0.3,8月9日,0.3,8月9日
06637P大華HS,677290,3602000,71,0.19,0.17,0.16,0.35,8月1日,0.11,8月22日
06638PN6永豐,720930,3951000,55,0.18,0.18,0.2,0.22,8月31日,0.14,8月21日
06639PN7永豐,3330,25000,3,0.13,0.13,0.1,0.15,8月6日,0.1,8月23日
06640P元富HA,3628620,8704000,137,0.42,0.32,0.21,0.92,8月3日,0.16,8月27日
06641P凱基HV,3351940,3728000,183,0.9,0.92,0.78,1.46,8月3日,0.67,8月27日
06642P凱基HZ,4420,22000,2,0.2,0.2,0.2,0.21,8月20日,0.2,8月30日
06643P元大8B,4994050,27779000,487,0.18,0.23,0.11,0.75,8月1日,0.09,8月31日
06644P元大8C,6651340,7813000,287,0.85,0.9,1.07,1.13,8月29日,0.71,8月14日
06645P元大8D,2623450,3502000,199,0.75,0.51,0.34,1.27,8月3日,0.28,8月27日
06646P富邦J7,24500,100000,2,0.24,0.24,0.21,0.28,8月10日,0.21,8月13日
06647P康和GD,2220930,4530000,168,0.49,0.46,0.36,0.61,8月6日,0.31,8月27日
06648P國票GX,235860,610000,19,0.39,0.4,0.26,0.58,8月1日,0.26,8月27日
06649P國票GZ,77630,312000,5,0.25,0.27,0.32,0.32,8月30日,0.22,8月24日
06650P兆豐8M,2282830,7811000,256,0.29,0.25,0.18,0.64,8月3日,0.14,8月27日
06651P兆豐8N,46840,132000,6,0.35,0.35,0.3,0.42,8月6日,0.3,8月24日
06653P兆豐8Q,1217360,3573000,82,0.34,0.35,0.45,0.45,8月31日,0.28,8月21日
06655P元富HC,365060,790000,29,0.46,0.45,0.53,0.55,8月31日,0.38,8月23日
06656P元富HD,523770,1247000,31,0.42,0.42,0.32,0.53,8月1日,0.31,8月21日
06657P元大8E,663860,1071000,54,0.62,0.56,0.4,0.76,8月1日,0.39,8月30日
06658P元大8F,128320,214000,17,0.6,0.61,0.46,0.85,8月1日,0.46,8月22日
06659P元大8G,51180,162000,7,0.32,0.37,0.29,0.52,8月6日,0.29,8月24日
06660P元大8H,763180,926000,21,0.82,0.8,0.71,0.89,8月3日,0.71,8月23日
06662P大華HX,33400,133000,9,0.25,0.24,0.2,0.33,8月8日,0.2,8月31日
06663P大華HY,10800,20000,2,0.54,0.54,0.44,0.64,8月3日,0.44,8月10日
06664P群益BW,334770,162000,11,2.07,2.09,2.08,2.23,8月17日,1.98,8月9日
06665P群益BX,204600,424000,28,0.48,0.47,0.4,0.65,8月3日,0.37,8月14日
06666PAC永豐,95540,252000,6,0.38,0.33,0.19,0.46,8月3日,0.19,8月31日
06669P統一AN,701820,1580000,41,0.44,0.36,0.15,0.67,8月1日,0.15,8月30日
06670P統一AP,653240,298000,57,2.19,2.12,2.28,2.46,8月8日,1.73,8月3日
06671P元富HJ,3726050,3967000,138,0.94,0.92,0.73,1.59,8月3日,0.64,8月27日
06673P元富HL,53100,153000,3,0.35,0.33,0.3,0.36,8月7日,0.3,8月29日
06675P元富HS,253220,531000,8,0.48,0.47,0.44,0.51,8月1日,0.44,8月7日
06676P元富HU,156470,1680000,29,0.09,0.09,0.02,0.14,8月6日,0.02,8月31日
06677P元富HW,4457090,6848000,97,0.65,0.55,0.37,0.9,8月3日,0.37,8月31日
06678P元富HX,253220,298000,4,0.85,0.83,0.86,0.92,8月30日,0.75,8月22日
06679P元富HY,814060,2714000,93,0.3,0.28,0.22,0.39,8月6日,0.19,8月29日
06680P元富HZ,229660,517000,12,0.44,0.46,0.32,0.56,8月3日,0.32,8月30日
06682P元富JB,1310840,9873000,291,0.13,0.11,0.05,0.3,8月1日,0.04,8月31日
06683P元富JD,14400,30000,1,0.48,0.48,0.48,0.48,8月10日,0.48,8月10日
06684PAJ永豐,92090,656000,17,0.14,0.14,0.08,0.25,8月3日,0.08,8月31日
06685PAK永豐,116860,746000,19,0.16,0.15,0.06,0.23,8月1日,0.06,8月23日
06686PAL永豐,2380,14000,1,0.17,0.17,0.17,0.17,8月22日,0.17,8月22日
06687P國票HB,683350,1476000,19,0.46,0.41,0.4,0.69,8月3日,0.31,8月21日
06688P大華JC,61380,225000,4,0.27,0.28,0.3,0.3,8月22日,0.27,8月21日
06689P大華JD,956630,1040000,73,0.92,0.94,0.99,1.21,8月3日,0.66,8月22日
06690P大華JE,46400,130000,3,0.36,0.37,0.33,0.43,8月1日,0.33,8月15日
06692P富邦K8,43680,130000,8,0.34,0.34,0.33,0.41,8月3日,0.29,8月15日
06693P工銀96,2177140,2238000,123,0.97,0.97,1.18,1.19,8月30日,0.76,8月10日
06694P工銀97,382260,960000,49,0.4,0.36,0.22,0.75,8月3日,0.21,8月22日
06695P工銀98,8516440,7939000,199,1.07,1.08,0.99,1.24,8月7日,0.9,8月16日
06696P元大8Q,1464600,2047000,95,0.72,0.67,0.49,0.88,8月3日,0.49,8月31日
06697P元大8R,3471470,23735000,360,0.15,0.15,0.06,0.35,8月1日,0.05,8月31日
06698P元大8S,1008680,724000,47,1.39,1.22,0.94,1.68,8月1日,0.94,8月30日
06699P元大8T,8833680,3311000,159,2.67,2.58,2.33,3.2,8月7日,1.9,8月1日
06700P元富JF,89640,88000,10,1.02,0.91,0.76,1.42,8月3日,0.76,8月31日
06701P元富JJ,2320340,3462000,63,0.67,0.59,0.35,1.05,8月3日,0.35,8月23日
06702P凱基JE,2429170,5471000,298,0.44,0.45,0.21,0.9,8月1日,0.21,8月31日
06703P凱基JF,864600,3207000,43,0.27,0.29,0.15,0.53,8月7日,0.15,8月31日
06704P凱基JG,108420,750000,20,0.14,0.28,0.08,0.5,8月1日,0.08,8月30日
06706P群益CD,3097650,9091000,184,0.34,0.4,0.19,1.47,8月3日,0.14,8月27日
06707P元大9G,120100,250000,5,0.48,0.45,0.33,0.51,8月1日,0.33,8月24日
06708P日盛65,659570,1307000,34,0.5,0.52,0.43,0.75,8月1日,0.39,8月23日
06710P日盛67,303750,813000,28,0.37,0.38,0.37,0.49,8月1日,0.35,8月21日
06711P日盛71,132010,68000,14,1.94,1.85,1.64,2.09,8月8日,1.6,8月24日
06712P康和GG,2070330,2648000,59,0.78,0.77,0.63,0.95,8月3日,0.63,8月31日
06714P中信98,978530,1409000,48,0.69,0.8,0.67,1.5,8月3日,0.56,8月21日
06715P國泰41,4285610,3243000,88,1.32,1.29,1.07,1.74,8月6日,1,8月24日
06716P國泰43,101660,314000,10,0.32,0.32,0.25,0.37,8月7日,0.25,8月16日
06717P兆豐9X,4330210,7714000,169,0.56,0.51,0.42,0.68,8月3日,0.42,8月31日
06718P凱基JN,30074240,12662000,430,2.38,2.43,2.25,3.37,8月3日,1.98,8月27日
06719P元富JN,63510,233000,4,0.27,0.28,0.27,0.29,8月17日,0.27,8月22日
06720P元富JP,418570,891000,23,0.47,0.47,0.44,0.55,8月3日,0.43,8月10日
06721P大華JM,502860,1346000,27,0.37,0.39,0.32,0.47,8月7日,0.32,8月24日
06722P大華JN,862000,4562000,90,0.19,0.21,0.13,0.32,8月3日,0.13,8月31日
06723P大華JP,760,2000,1,0.38,0.38,0.38,0.38,8月22日,0.38,8月22日
06724P大華JQ,2172840,6099000,71,0.36,0.36,0.3,0.6,8月3日,0.27,8月27日
06725P統一AS,1757880,2603000,36,0.68,0.71,0.55,1.16,8月1日,0.55,8月31日
06726P統一AT,1548120,1049000,51,1.48,1.42,1.29,1.78,8月3日,1.25,8月21日
06727P工銀A8,184950,630000,12,0.29,0.3,0.23,0.33,8月10日,0.23,8月28日
06728P元大9V,4720,16000,2,0.3,0.3,0.28,0.31,8月20日,0.28,8月21日
06729P元大9W,168620,2020000,37,0.08,0.08,0.05,0.12,8月1日,0.05,8月30日
06731P元大9Y,1790,12000,3,0.15,0.2,0.04,0.3,8月1日,0.04,8月30日
06732P元大9Z,2271250,3945000,145,0.58,0.55,0.48,0.76,8月1日,0.45,8月22日
06733PBF永豐,6506650,11339000,359,0.57,0.57,0.59,0.69,8月3日,0.46,8月21日
06734PBG永豐,21200,41000,5,0.52,0.51,0.47,0.72,8月8日,0.44,8月22日
06736P大華JX,206920,670000,27,0.31,0.32,0.24,0.44,8月6日,0.22,8月27日
06737P富邦N3,1554660,1664000,51,0.93,0.95,0.96,1.18,8月3日,0.79,8月17日
06738P日盛72,4320,16000,2,0.27,0.27,0.26,0.28,8月20日,0.26,8月27日
06739P日盛73,318100,439000,37,0.72,0.72,0.77,0.81,8月28日,0.6,8月15日
06740P日盛74,1391290,2719000,59,0.51,0.51,0.59,0.62,8月29日,0.4,8月14日
06741P日盛76,167280,140000,10,1.19,1.08,0.92,1.36,8月6日,0.84,8月24日
06742P日盛77,33240,76000,9,0.44,0.48,0.35,0.56,8月3日,0.35,8月21日
06743P元富JU,663460,1415000,44,0.47,0.47,0.58,0.59,8月31日,0.38,8月14日
06744P元富JY,386860,470000,21,0.82,0.74,0.56,0.98,8月1日,0.52,8月16日
06745P元富KB,10067830,8479000,194,1.19,0.94,0.75,1.48,8月3日,0.71,8月27日
06746P元富KE,23016720,19692000,1208,1.17,1.08,0.79,1.62,8月1日,0.77,8月27日
06747P凱基JV,488090,852000,39,0.57,0.54,0.62,0.68,8月29日,0.44,8月16日
06748P凱基JY,5084050,6915000,178,0.74,0.66,0.57,0.93,8月1日,0.49,8月24日
06749P元大A9,8907680,11177000,313,0.8,0.84,0.71,1.07,8月1日,0.7,8月27日
06750P大華KC,53510,27000,4,1.98,1.96,1.87,2.04,8月1日,1.87,8月6日
06751PBL永豐,230550,474000,7,0.49,0.47,0.43,0.53,8月3日,0.42,8月13日
06752PBM永豐,2978620,5924000,93,0.5,0.48,0.4,0.61,8月7日,0.38,8月22日
06753PBN永豐,14370,30000,4,0.48,0.48,0.49,0.49,8月16日,0.47,8月14日
06754P富邦N7,4794900,4203000,164,1.14,0.97,0.86,1.54,8月3日,0.7,8月27日
06755P富邦N9,6924340,10261000,197,0.67,0.58,0.55,1,8月3日,0.41,8月9日
06756P富邦AB,555170,1094000,52,0.51,0.47,0.38,0.69,8月3日,0.32,8月27日
06757P工銀A9,852990,2000000,80,0.43,0.41,0.31,0.56,8月3日,0.31,8月31日
06758P工銀B1,77220,99000,1,0.78,0.78,0.78,0.78,8月30日,0.78,8月30日
06760P工銀B3,2193830,7890000,158,0.28,0.36,0.17,0.63,8月1日,0.17,8月31日
06761P工銀B4,2042300,2338000,75,0.87,0.93,0.98,1.12,8月27日,0.52,8月21日
06762P群益CE,718230,1284000,60,0.56,0.53,0.43,0.73,8月1日,0.43,8月31日
06763P群益CH,9330,23000,2,0.41,0.4,0.4,0.41,8月29日,0.4,8月29日
06765P群益CM,432520,598000,17,0.72,0.71,0.6,0.81,8月3日,0.6,8月21日
06766P元大B7,74590,181000,8,0.41,0.41,0.44,0.44,8月28日,0.39,8月15日
06767P元大B8,2840,8000,2,0.36,0.36,0.34,0.37,8月6日,0.34,8月7日
06768P元大B9,1319070,1148000,66,1.15,1.1,0.87,1.58,8月1日,0.86,8月24日
