,民國101年11月,,,,,,,Nov-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
055605國票MC,161300,202000,8,0.8,0.77,0.68,0.89,11月9日,0.63,11月29日
055606日盛9U,1225060,1354000,19,0.9,0.94,0.99,1.06,11月7日,0.79,11月15日
055607日盛9V,93020,115000,17,0.81,0.85,0.66,1.12,11月9日,0.61,11月22日
055608日盛9W,3256920,5331000,114,0.61,0.48,0.66,0.71,11月29日,0.28,11月5日
055609統一FN,2327450,2605000,79,0.89,0.84,0.8,1.07,11月7日,0.66,11月28日
055610統一FP,456140,643000,28,0.71,0.76,0.85,0.92,11月30日,0.41,11月1日
055611統一FQ,371770,898000,45,0.41,0.44,0.73,0.73,11月30日,0.29,11月21日
055612統一FR,23375530,24990000,829,0.94,0.93,0.8,1.18,11月5日,0.7,11月28日
055613統一FS,991650,1558000,101,0.64,0.6,0.66,0.74,11月7日,0.48,11月1日
055614統一FT,488860,729000,36,0.67,0.64,0.72,0.8,11月2日,0.41,11月22日
055615統一FU,991760,1323000,103,0.75,0.74,0.89,0.96,11月2日,0.56,11月21日
055616統一FW,180610,462000,33,0.39,0.4,0.29,0.5,11月9日,0.29,11月21日
05561827富邦,1959350,7426000,211,0.26,0.31,0.36,0.52,11月5日,0.14,11月22日
05561928富邦,2068730,1927000,153,1.07,1.14,1.32,1.56,11月5日,0.8,11月16日
05562029富邦,550330,693000,48,0.79,0.79,1.11,1.21,11月27日,0.44,11月5日
05562130富邦,117800,139000,3,0.85,0.91,0.8,0.97,11月7日,0.8,11月30日
055622國泰2H,1641620,3038000,70,0.54,0.5,0.51,0.68,11月1日,0.34,11月23日
055623國泰2J,17950,52000,6,0.35,0.31,0.36,0.37,11月26日,0.27,11月23日
055624KW元大,146120,281000,4,0.52,0.52,0.52,0.52,11月15日,0.52,11月15日
055625D4凱基,189120,1285000,41,0.15,0.14,0.13,0.2,11月9日,0.1,11月27日
055626D5凱基,117360,152000,11,0.77,0.76,0.8,0.85,11月12日,0.71,11月14日
055627D6凱基,8430,18000,3,0.47,0.46,0.49,0.49,11月26日,0.43,11月23日
055628D7凱基,2465660,1404000,60,1.76,1.72,2.01,2.19,11月2日,1.2,11月16日
055629D9凱基,307830,238000,33,1.29,1.28,1.42,1.57,11月2日,0.94,11月20日
055630E1凱基,37100,90000,9,0.41,0.45,0.44,0.56,11月7日,0.33,11月23日
055631E5凱基,2334080,5728000,122,0.41,0.5,0.7,0.72,11月29日,0.28,11月5日
05563331富邦,833010,1202000,14,0.69,0.66,0.56,0.76,11月2日,0.56,11月30日
05563432富邦,3317360,3063000,125,1.08,1.07,1.24,1.27,11月26日,0.9,11月13日
05563537富邦,594060,1286000,43,0.46,0.47,0.44,0.72,11月2日,0.34,11月21日
055636永豐30,614750,427000,36,1.44,1.51,1.53,1.66,11月7日,1.08,11月1日
055637永豐31,1151140,1708000,82,0.67,0.7,0.81,0.86,11月29日,0.62,11月22日
055638永豐32,609330,1163000,23,0.52,0.55,0.53,0.64,11月9日,0.47,11月6日
055639永豐33,5251530,11155000,227,0.47,0.46,0.5,0.55,11月29日,0.37,11月13日
055640永豐34,2934990,8008000,193,0.37,0.37,0.42,0.53,11月2日,0.24,11月21日
055641永豐35,14100,30000,1,0.47,0.47,0.47,0.47,11月30日,0.47,11月30日
055642群益D6,7632860,8871000,273,0.86,0.86,0.76,1.07,11月5日,0.65,11月28日
055644群益D8,4860,6000,2,0.81,0.81,0.89,0.89,11月2日,0.73,11月1日
055645群益D9,3438530,1632000,97,2.11,2.04,2.37,2.59,11月2日,1.48,11月21日
055646日盛9Y,8849160,10638000,329,0.83,0.83,1,1.17,11月2日,0.59,11月22日
055647日盛9Z,22080,102000,20,0.22,0.25,0.29,0.31,11月26日,0.13,11月22日
055648日盛A1,1615910,5266000,115,0.31,0.32,0.35,0.39,11月29日,0.22,11月22日
055649日盛A2,5300,10000,1,0.53,0.53,0.53,0.53,11月15日,0.53,11月15日
055650日盛A3,12465640,15314000,430,0.81,0.78,1.33,1.95,11月12日,0.25,11月7日
055651大華5I,19800,60000,2,0.33,0.33,0.33,0.33,11月29日,0.33,11月29日
055652大華5J,11700,15000,1,0.78,0.78,0.78,0.78,11月19日,0.78,11月19日
055653大華5K,22777220,27978000,832,0.81,0.8,0.67,1.04,11月5日,0.58,11月28日
055654元富9L,52960,36000,7,1.47,1.5,1.9,1.9,11月30日,1.29,11月1日
055655元富9M,35890,49000,5,0.73,0.74,0.66,0.88,11月2日,0.66,11月19日
055656元富9N,228790,690000,23,0.33,0.33,0.55,0.55,11月29日,0.21,11月15日
055657元富9P,7400,30000,6,0.25,0.25,0.27,0.32,11月8日,0.15,11月14日
055658元富9Q,266750,941000,40,0.28,0.35,0.43,0.44,11月30日,0.18,11月22日
055659元富9R,482130,2378000,43,0.2,0.22,0.2,0.36,11月9日,0.13,11月22日
055660元富9T,114120,281000,23,0.41,0.41,0.48,0.49,11月30日,0.34,11月22日
055661元富9V,26890,457000,8,0.06,0.06,0.07,0.08,11月9日,0.04,11月13日
055662工銀M9,777240,2151000,33,0.36,0.37,0.41,0.42,11月27日,0.31,11月5日
055663工銀N3,823230,2180000,158,0.38,0.35,0.58,0.59,11月30日,0.22,11月21日
055664工銀N4,1051560,2421000,156,0.43,0.41,0.69,0.7,11月30日,0.26,11月21日
055665工銀N5,8189100,9577000,199,0.86,0.88,0.75,1.07,11月2日,0.66,11月28日
055666工銀N6,11143270,4082000,122,2.73,2.07,3.34,3.34,11月30日,1.44,11月1日
055668中信K2,1604680,5471000,120,0.29,0.32,0.26,0.5,11月9日,0.18,11月21日
055669KX元大,8091920,23026000,452,0.35,0.36,0.47,0.55,11月30日,0.22,11月22日
055670KY元大,583430,858000,60,0.68,0.57,0.62,0.75,11月5日,0.44,11月15日
055671第一5K,314980,2425000,66,0.13,0.13,0.14,0.18,11月9日,0.1,11月7日
055672國泰2K,5394840,8093000,217,0.67,0.66,0.56,0.9,11月2日,0.5,11月22日
055673日盛A5,105970,115000,42,0.92,0.94,1.35,1.35,11月30日,0.75,11月1日
055674日盛A6,1468510,4340000,81,0.34,0.35,0.45,0.56,11月27日,0.25,11月20日
055675日盛A7,413500,4835000,113,0.09,0.09,0.07,0.13,11月9日,0.05,11月22日
055676日盛A8,20500,100000,2,0.2,0.2,0.21,0.21,11月28日,0.2,11月20日
055677大華5M,105270,146000,11,0.72,0.76,0.8,0.88,11月13日,0.65,11月22日
055678統一FY,5055240,15487000,237,0.33,0.34,0.32,0.46,11月2日,0.22,11月19日
055679統一FZ,581290,964000,25,0.6,0.61,0.68,0.68,11月30日,0.47,11月1日
055680統一GB,2169380,2979000,75,0.73,0.62,0.94,0.95,11月30日,0.47,11月21日
055681統一GC,143200,210000,16,0.68,0.77,0.97,0.97,11月30日,0.58,11月21日
055682統一GD,624510,1004000,51,0.62,0.61,0.66,0.72,11月29日,0.48,11月13日
055683統一GE,89050,506000,22,0.18,0.2,0.2,0.29,11月1日,0.13,11月22日
055684統一GF,3350680,4896000,317,0.68,0.69,0.71,0.87,11月9日,0.58,11月21日
055685統一GG,1145010,1455000,64,0.79,0.65,0.86,0.86,11月30日,0.46,11月6日
055686永豐36,4800,40000,1,0.12,0.12,0.12,0.12,11月7日,0.12,11月7日
055687永豐37,421320,5024000,78,0.08,0.09,0.12,0.12,11月28日,0.05,11月21日
055688永豐38,10600,30000,5,0.35,0.36,0.38,0.38,11月23日,0.32,11月13日
055689永豐39,98150,373000,15,0.26,0.27,0.33,0.33,11月30日,0.22,11月22日
055690永豐41,190290,347000,9,0.55,0.53,0.49,0.57,11月2日,0.49,11月5日
055691E7凱基,500970,1038000,27,0.48,0.48,0.57,0.59,11月29日,0.4,11月21日
055692E8凱基,294730,517000,16,0.57,0.53,0.58,0.58,11月30日,0.45,11月9日
055693E9凱基,185950,1547000,35,0.12,0.14,0.25,0.26,11月30日,0.1,11月23日
055694F1凱基,888900,1649000,42,0.54,0.55,0.61,0.63,11月28日,0.45,11月1日
055695F4凱基,575860,2192000,38,0.26,0.29,0.38,0.38,11月30日,0.25,11月14日
055696F5凱基,1127490,2052000,169,0.55,0.56,0.72,0.74,11月29日,0.43,11月1日
055697中信K5,4600,5000,1,0.92,0.92,0.92,0.92,11月7日,0.92,11月7日
05569838富邦,14500,66000,18,0.22,0.19,0.11,0.27,11月9日,0.11,11月20日
05569939富邦,774620,4047000,101,0.19,0.18,0.15,0.29,11月9日,0.1,11月22日
055700亞東84,308490,3943000,108,0.08,0.13,0.07,0.28,11月9日,0.05,11月19日
055701亞東85,1091630,4283000,98,0.25,0.23,0.3,0.3,11月30日,0.11,11月21日
055702亞東86,316920,1567000,31,0.2,0.22,0.27,0.27,11月28日,0.18,11月23日
055703亞東87,2456660,3467000,36,0.71,0.7,0.72,0.74,11月29日,0.68,11月27日
055704亞東88,341370,940000,30,0.36,0.35,0.48,0.54,11月27日,0.23,11月22日
055705亞東89,3524500,8216000,145,0.43,0.45,0.51,0.54,11月28日,0.37,11月22日
055706亞東90,323630,729000,15,0.44,0.34,0.45,0.46,11月29日,0.25,11月21日
055707亞東91,11300,23000,4,0.49,0.47,0.43,0.58,11月5日,0.37,11月15日
055708亞東92,7697820,23400000,466,0.33,0.33,0.4,0.45,11月2日,0.23,11月21日
055709亞東93,17250,223000,8,0.08,0.08,0.08,0.1,11月9日,0.07,11月26日
055711國泰2M,5455410,17085000,416,0.32,0.33,0.23,0.54,11月9日,0.17,11月22日
055712國泰2N,3512060,4382000,58,0.8,0.77,0.86,0.91,11月12日,0.6,11月6日
055713永豐42,1028180,1966000,45,0.52,0.55,0.61,0.67,11月8日,0.47,11月1日
055714永豐43,93800,231000,18,0.41,0.43,0.61,0.61,11月30日,0.28,11月19日
055715永豐44,1518310,2934000,81,0.52,0.53,0.67,0.73,11月30日,0.24,11月1日
055716永豐45,377880,1623000,21,0.23,0.23,0.27,0.27,11月30日,0.17,11月21日
055717永豐46,2601470,3773000,122,0.69,0.7,0.53,0.98,11月9日,0.48,11月1日
055718永豐47,50360,92000,2,0.55,0.49,0.55,0.55,11月7日,0.43,11月1日
055719永豐48,8580,54000,4,0.16,0.15,0.1,0.24,11月1日,0.1,11月22日
055720群益E3,555030,382000,31,1.45,1.33,2.08,2.08,11月30日,0.83,11月21日
055721群益E4,1649340,1674000,36,0.99,0.99,1.06,1.17,11月2日,0.75,11月20日
055722群益E5,678300,730000,18,0.93,0.94,0.98,1.11,11月12日,0.72,11月22日
055723群益E6,19550,62000,5,0.32,0.25,0.33,0.33,11月30日,0.16,11月22日
055724群益E7,2254630,1798000,76,1.25,1.2,1.21,1.43,11月9日,1.07,11月28日
055725群益E8,93000,440000,8,0.21,0.26,0.32,0.32,11月30日,0.17,11月9日
055726群益E9,100350,230000,11,0.44,0.42,0.44,0.47,11月9日,0.35,11月22日
055727群益F2,2396860,7419000,260,0.32,0.34,0.46,0.48,11月30日,0.19,11月1日
055728群益F3,133490,481000,6,0.28,0.31,0.26,0.35,11月13日,0.26,11月30日
055729群益F4,248740,533000,37,0.47,0.51,0.31,0.61,11月1日,0.28,11月19日
055730群益F5,8730,21000,3,0.42,0.42,0.4,0.43,11月26日,0.4,11月27日
055731群益F6,918040,7515000,94,0.12,0.14,0.15,0.23,11月1日,0.07,11月20日
055732群益F7,304390,548000,21,0.56,0.52,0.64,0.68,11月30日,0.32,11月6日
055733群益F8,5536360,8939000,217,0.62,0.64,0.81,0.81,11月29日,0.48,11月15日
055734國票MD,7589430,25296000,526,0.3,0.31,0.37,0.38,11月30日,0.2,11月1日
055735國票ME,73770,202000,5,0.37,0.37,0.39,0.39,11月15日,0.34,11月8日
055736國票MF,500460,1272000,39,0.39,0.46,0.53,0.59,11月2日,0.31,11月20日
055737國票MG,125690,815000,18,0.15,0.15,0.17,0.2,11月9日,0.11,11月23日
055738日盛A9,9600,20000,1,0.48,0.48,0.48,0.48,11月27日,0.48,11月27日
055739日盛B1,21380,73000,4,0.29,0.28,0.33,0.33,11月30日,0.26,11月29日
055740日盛B2,1913800,5337000,130,0.36,0.36,0.36,0.48,11月6日,0.29,11月5日
055741日盛B3,42270,125000,9,0.34,0.32,0.34,0.35,11月30日,0.29,11月5日
055742大華5P,351250,638000,43,0.55,0.53,0.69,0.74,11月30日,0.35,11月6日
055743大華5Q,548640,832000,25,0.66,0.63,0.38,0.8,11月2日,0.38,11月22日
055744大華5R,1972460,4972000,113,0.4,0.39,0.32,0.52,11月7日,0.3,11月22日
055745F6凱基,868370,1022000,98,0.85,0.9,1.49,1.49,11月30日,0.57,11月21日
055746F9凱基,626810,606000,31,1.03,0.99,0.91,1.22,11月9日,0.85,11月28日
055747G2凱基,1751570,1916000,59,0.91,0.87,0.9,1.02,11月8日,0.73,11月29日
055748G3凱基,2064230,4380000,223,0.47,0.52,0.6,0.87,11月2日,0.22,11月22日
055749G4凱基,4400,40000,4,0.11,0.11,0.11,0.11,11月9日,0.11,11月9日
055750G5凱基,786330,2748000,86,0.29,0.29,0.3,0.33,11月30日,0.23,11月13日
055751LA元大,5385780,5943000,143,0.91,0.81,1.07,1.09,11月30日,0.49,11月1日
055752LB元大,46265020,24939000,647,1.86,1.82,2.96,2.96,11月30日,1.37,11月1日
055753LC元大,566600,1997000,45,0.28,0.28,0.28,0.38,11月12日,0.17,11月2日
055754LD元大,205850,290000,12,0.71,0.69,0.63,0.78,11月12日,0.6,11月26日
05575540富邦,863470,1830000,30,0.47,0.47,0.52,0.53,11月28日,0.37,11月22日
05575642富邦,654350,470000,13,1.39,1.43,1.25,1.56,11月7日,1.25,11月13日
05575743富邦,1907070,2533000,74,0.75,0.84,1.3,1.3,11月30日,0.57,11月5日
05575844富邦,2101820,3222000,94,0.65,0.72,0.69,1.07,11月1日,0.45,11月20日
05575946富邦,2743050,3103000,148,0.88,0.91,1.25,1.29,11月30日,0.65,11月5日
055760兆豐DL,435610,1010000,46,0.43,0.43,0.64,0.64,11月30日,0.3,11月16日
055761兆豐DM,347810,4238000,122,0.08,0.09,0.06,0.16,11月7日,0.03,11月22日
055762兆豐DN,56270,481000,17,0.12,0.13,0.1,0.16,11月12日,0.1,11月30日
055763兆豐DP,151340,550000,28,0.28,0.26,0.21,0.32,11月9日,0.18,11月21日
055764兆豐DQ,12460640,15084000,308,0.83,0.8,0.92,1.12,11月2日,0.52,11月16日
055765兆豐DR,229200,1391000,15,0.16,0.18,0.18,0.3,11月9日,0.13,11月23日
055767兆豐DT,409750,3722000,105,0.11,0.11,0.18,0.21,11月1日,0.05,11月16日
055768兆豐DU,4600,180000,10,0.03,0.03,0.02,0.04,11月9日,0.02,11月26日
055769G6凱基,323400,845000,15,0.38,0.43,0.48,0.48,11月30日,0.34,11月22日
055770G8凱基,111900,462000,12,0.24,0.25,0.34,0.36,11月30日,0.18,11月23日
055771G9凱基,319790,942000,46,0.34,0.36,0.5,0.52,11月30日,0.21,11月6日
055772H3凱基,283000,220000,11,1.29,1.21,0.96,1.49,11月9日,0.96,11月29日
055773LG元大,83470,136000,16,0.61,0.63,0.6,0.75,11月9日,0.58,11月22日
055774LH元大,7600320,8389000,237,0.91,0.89,1,1.08,11月29日,0.74,11月22日
055775LI元大,5828670,8724000,277,0.67,0.72,1.01,1.06,11月29日,0.41,11月5日
055776LJ元大,393450,1599000,47,0.25,0.27,0.42,0.42,11月30日,0.17,11月15日
055777統一GL,2237480,2677000,98,0.84,0.82,0.75,1.41,11月30日,0.64,11月29日
055778統一GM,652230,2670000,35,0.24,0.27,0.45,0.45,11月29日,0.19,11月22日
055779統一GN,159260,696000,17,0.23,0.22,0.21,0.29,11月14日,0.14,11月21日
055780統一GP,76610,145000,25,0.53,0.47,0.6,0.65,11月26日,0.27,11月7日
055781統一GQ,2207840,1033000,23,2.14,1.75,2.38,2.38,11月30日,1.06,11月1日
055782國泰2Q,12301630,10553000,356,1.17,1.22,1.47,1.58,11月30日,0.98,11月1日
055783國泰2R,1297710,4485000,45,0.29,0.26,0.45,0.45,11月30日,0.09,11月6日
055784永豐50,239660,1372000,32,0.17,0.18,0.2,0.22,11月2日,0.14,11月16日
055785永豐51,603900,888000,51,0.68,0.68,0.5,0.85,11月12日,0.5,11月20日
055786永豐52,138760,1236000,29,0.11,0.1,0.14,0.14,11月30日,0.05,11月22日
055787永豐53,424600,785000,74,0.54,0.54,0.56,0.67,11月9日,0.47,11月21日
055788永豐54,311040,1190000,44,0.26,0.28,0.33,0.34,11月29日,0.2,11月21日
055789永豐56,2300,10000,1,0.23,0.23,0.23,0.23,11月27日,0.23,11月27日
055790群益G3,537430,434000,35,1.24,1.3,1.9,1.9,11月30日,0.95,11月22日
055791群益G4,166710,892000,11,0.19,0.2,0.18,0.21,11月1日,0.18,11月2日
055792群益G5,145100,490000,38,0.3,0.29,0.31,0.34,11月7日,0.24,11月23日
055793群益G6,2474260,5166000,172,0.48,0.55,0.85,0.89,11月29日,0.24,11月1日
055794群益G7,286720,3180000,49,0.09,0.08,0.08,0.14,11月5日,0.05,11月22日
055795日盛B5,969140,1605000,70,0.6,0.58,0.66,0.75,11月7日,0.4,11月21日
055796日盛B6,1177000,6522000,90,0.18,0.19,0.31,0.32,11月30日,0.12,11月22日
055797日盛B7,195240,2550000,54,0.08,0.08,0.1,0.1,11月28日,0.05,11月23日
055798日盛B8,560780,2004000,62,0.28,0.28,0.3,0.34,11月9日,0.23,11月16日
055799日盛B9,148010,337000,5,0.44,0.41,0.33,0.45,11月12日,0.33,11月27日
055800日盛C1,4805670,7445000,148,0.65,0.75,0.58,0.86,11月23日,0.55,11月29日
055801日盛C2,53520,156000,4,0.34,0.36,0.24,0.49,11月1日,0.24,11月26日
055802日盛C3,2573010,2969000,91,0.87,0.94,0.74,1.3,11月2日,0.7,11月22日
055804大華5S,571660,752000,15,0.76,0.72,0.78,0.79,11月26日,0.54,11月1日
055805大華5T,544990,985000,46,0.55,0.53,0.57,0.63,11月7日,0.42,11月19日
055808大華5W,63730,132000,13,0.48,0.51,0.7,0.7,11月27日,0.42,11月16日
055809大華5X,93350,122000,6,0.77,0.75,0.8,0.8,11月30日,0.69,11月26日
055812中信K9,480210,1030000,12,0.47,0.48,0.42,0.55,11月5日,0.39,11月15日
055813中信L1,443370,2740000,66,0.16,0.23,0.3,0.35,11月9日,0.11,11月1日
055814大眾5T,19500,20000,2,0.98,0.98,0.94,1.01,11月8日,0.94,11月23日
055816大眾7T,581650,1267000,16,0.46,0.49,0.45,0.59,11月12日,0.42,11月6日
055817大眾8T,988440,2074000,29,0.48,0.48,0.51,0.56,11月9日,0.4,11月13日
05581947富邦,123430,220000,13,0.56,0.58,0.66,0.69,11月9日,0.46,11月21日
05582049富邦,3815040,5463000,551,0.7,0.71,0.68,0.87,11月16日,0.43,11月22日
055821H4凱基,350,2000,2,0.18,0.17,0.17,0.18,11月30日,0.17,11月30日
055822H5凱基,776110,1388000,13,0.56,0.53,0.46,0.57,11月2日,0.46,11月30日
055823LN元大,364040,689000,26,0.53,0.54,0.6,0.67,11月7日,0.41,11月16日
055824LP元大,6701730,5682000,231,1.18,1.2,1.12,1.52,11月7日,0.86,11月22日
055825LQ元大,8812940,6713000,317,1.31,1.29,1.4,1.6,11月9日,1.01,11月13日
055826LR元大,377560,1040000,87,0.36,0.4,0.46,0.67,11月9日,0.29,11月22日
055827LS元大,358290,915000,46,0.39,0.36,0.38,0.45,11月9日,0.29,11月20日
055828LT元大,326280,1295000,52,0.25,0.23,0.22,0.31,11月9日,0.17,11月22日
055829LU元大,7372860,7984000,140,0.92,0.94,1.01,1.14,11月13日,0.73,11月1日
055830LV元大,539020,1772000,68,0.3,0.32,0.4,0.46,11月9日,0.19,11月1日
055831LW元大,4988590,2576000,119,1.94,2.01,2.07,2.4,11月9日,1.47,11月1日
055832國泰2S,2051290,3638000,88,0.56,0.5,0.51,0.68,11月28日,0.33,11月13日
055833國泰2T,3818560,7079000,254,0.54,0.53,0.51,0.65,11月12日,0.4,11月21日
055834永豐58,527400,3855000,81,0.14,0.14,0.23,0.23,11月28日,0.07,11月5日
055835永豐59,420290,942000,49,0.45,0.46,0.45,0.56,11月6日,0.35,11月1日
055836永豐60,2036490,11178000,184,0.18,0.19,0.19,0.27,11月9日,0.1,11月22日
055837永豐61,721190,2131000,52,0.34,0.3,0.42,0.42,11月30日,0.21,11月7日
055838永豐62,120900,1552000,37,0.08,0.06,0.08,0.1,11月30日,0.03,11月23日
055839永豐63,196180,2236000,51,0.09,0.1,0.14,0.15,11月2日,0.05,11月22日
055840永豐64,1000810,3886000,62,0.26,0.28,0.3,0.41,11月2日,0.2,11月15日
055841永豐65,1189320,4172000,60,0.29,0.28,0.25,0.32,11月27日,0.25,11月30日
055842群益G9,799700,1287000,60,0.62,0.68,0.79,0.79,11月29日,0.48,11月1日
055843群益H1,31840,120000,3,0.27,0.29,0.32,0.33,11月29日,0.26,11月1日
055844群益H2,4405580,3339000,110,1.32,1.21,0.96,1.6,11月7日,0.91,11月1日
055845群益H3,91470,138000,13,0.66,0.57,0.75,0.78,11月30日,0.46,11月13日
055846國票MH,45100,180000,8,0.25,0.24,0.28,0.28,11月30日,0.2,11月16日
055847日盛C5,234390,696000,10,0.34,0.34,0.3,0.4,11月9日,0.3,11月29日
055848大華6A,2685120,3149000,180,0.85,0.88,1.15,1.17,11月29日,0.67,11月21日
055849大華6B,969100,2422000,54,0.4,0.4,0.43,0.48,11月1日,0.35,11月21日
055850大華6C,334100,631000,14,0.53,0.53,0.42,0.59,11月6日,0.42,11月27日
055851中信L2,98940,181000,15,0.55,0.56,0.65,0.65,11月30日,0.43,11月1日
055852中信L3,816130,919000,40,0.89,0.86,1.07,1.07,11月30日,0.67,11月21日
055853中信L4,1191300,2209000,26,0.54,0.51,0.72,0.73,11月27日,0.4,11月21日
055854中信L5,202730,149000,19,1.36,1.31,1.63,1.63,11月30日,1.06,11月21日
055855中信L7,55160,79000,6,0.7,0.71,0.78,0.78,11月30日,0.53,11月1日
055856兆豐DX,1368020,2411000,98,0.57,0.59,0.93,0.94,11月30日,0.41,11月21日
055857兆豐DY,881250,8426000,268,0.1,0.11,0.22,0.22,11月30日,0.05,11月21日
05585850富邦,545430,1765000,27,0.31,0.32,0.42,0.43,11月29日,0.2,11月22日
05585951富邦,206360,365000,10,0.57,0.57,0.52,0.74,11月1日,0.41,11月23日
05586154富邦,508390,2468000,35,0.21,0.22,0.31,0.31,11月30日,0.15,11月15日
05586255富邦,625500,951000,40,0.66,0.58,0.82,0.84,11月30日,0.41,11月1日
05586356富邦,206510,412000,7,0.5,0.43,0.29,0.52,11月9日,0.29,11月23日
05586457富邦,645710,2176000,30,0.3,0.3,0.33,0.34,11月2日,0.25,11月21日
05586559富邦,1380450,1492000,58,0.93,0.93,1.45,1.45,11月30日,0.64,11月21日
05586660富邦,605550,913000,72,0.66,0.64,1.01,1.02,11月30日,0.41,11月21日
05586761富邦,813260,688000,35,1.18,1.22,1.09,1.55,11月7日,0.89,11月21日
05586863富邦,128000,220000,4,0.58,0.61,0.66,0.66,11月30日,0.56,11月28日
05586965富邦,1049650,3346000,75,0.31,0.25,0.46,0.51,11月30日,0.1,11月6日
05587066富邦,5350,5000,1,1.07,1.07,1.07,1.07,11月5日,1.07,11月5日
05587167富邦,10746880,14428000,335,0.74,0.71,0.97,1.07,11月29日,0.47,11月1日
055872兆豐FB,5130,27000,1,0.19,0.19,0.19,0.19,11月28日,0.19,11月28日
055873兆豐FC,700,10000,1,0.07,0.07,0.07,0.07,11月1日,0.07,11月1日
055874兆豐FD,1588820,9999000,215,0.16,0.16,0.15,0.24,11月2日,0.1,11月21日
055876兆豐FH,278570,706000,29,0.39,0.43,0.39,0.6,11月1日,0.29,11月21日
055877永昌JK,197590,709000,37,0.28,0.26,0.37,0.37,11月29日,0.2,11月20日
055878永昌JL,149210,170000,18,0.88,0.84,0.66,1,11月7日,0.66,11月29日
055879永昌JM,40800,280000,5,0.15,0.14,0.09,0.18,11月7日,0.09,11月13日
055880永昌JN,1250,4000,4,0.31,0.32,0.33,0.33,11月23日,0.3,11月16日
055881永昌JP,83090,159000,22,0.52,0.51,0.53,0.58,11月12日,0.45,11月19日
055882永昌JQ,397200,580000,17,0.68,0.69,0.59,0.74,11月12日,0.59,11月20日
055883永昌JR,102090,274000,16,0.37,0.41,0.32,0.45,11月7日,0.32,11月19日
055884永昌JS,79500,190000,14,0.42,0.43,0.51,0.51,11月26日,0.35,11月16日
055885永昌JT,19860,86000,11,0.23,0.23,0.2,0.3,11月7日,0.18,11月21日
055886永昌JU,60860,88000,13,0.69,0.69,0.8,0.8,11月29日,0.65,11月8日
055887永昌JV,691910,2163000,33,0.32,0.35,0.52,0.54,11月30日,0.25,11月22日
055889永昌JX,294250,327000,33,0.9,0.98,1.22,1.32,11月27日,0.79,11月7日
055890永昌JY,302010,652000,15,0.46,0.47,0.5,0.53,11月13日,0.42,11月22日
055891永昌JZ,5544190,13836000,225,0.4,0.43,0.46,0.55,11月5日,0.31,11月15日
055892H6凱基,403090,992000,12,0.41,0.43,0.56,0.59,11月30日,0.33,11月13日
