,民國101年09月,,,,,,,Sep-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
06127P04元大,304310,308000,27,0.99,0.97,0.97,1.11,9月24日,0.9,9月19日
06128P05元大,152140,294000,19,0.52,0.45,0.39,0.63,9月3日,0.3,9月24日
06129P06元大,264150,833000,24,0.32,0.32,0.34,0.41,9月4日,0.26,9月25日
06130P兆豐1S,10090,82000,12,0.12,0.12,0.05,0.31,9月7日,0.05,9月28日
06131P元富G2,45090,1040000,11,0.04,0.06,0.02,0.09,9月5日,0.02,9月14日
06132P大華CT,18186890,15215000,833,1.2,1.35,1.34,1.95,9月3日,1.05,9月24日
06136P36元大,20420,538000,14,0.04,0.02,0.01,0.05,9月3日,0.01,9月28日
06137P37元大,186210,624000,9,0.3,0.32,0.18,0.4,9月5日,0.18,9月27日
06139P凱基CK,671870,1411000,25,0.48,0.49,0.36,0.62,9月10日,0.31,9月20日
06140P凱基CL,3199310,4077000,113,0.78,0.8,0.73,1.1,9月6日,0.65,9月27日
06141P5P永豐,400,20000,2,0.02,0.02,0.02,0.02,9月5日,0.02,9月5日
06142P5Q永豐,100,5000,1,0.02,0.02,0.02,0.02,9月27日,0.02,9月27日
06143P5R永豐,86220,149000,3,0.58,0.57,0.58,0.58,9月6日,0.57,9月3日
06144P5U永豐,9050,93000,5,0.1,0.09,0.05,0.14,9月3日,0.05,9月21日
06145P5W永豐,560940,2430000,30,0.23,0.26,0.2,0.46,9月4日,0.17,9月19日
06146P5Y永豐,1740,7000,3,0.25,0.24,0.24,0.26,9月6日,0.24,9月6日
06147P5Z永豐,740,4000,2,0.18,0.19,0.19,0.19,9月28日,0.18,9月28日
06148P國泰NC,2580,63000,6,0.04,0.03,0.02,0.06,9月5日,0.02,9月18日
06149P國泰ND,512060,926000,41,0.55,0.53,0.5,0.64,9月10日,0.42,9月20日
06150P國泰NE,403750,1357000,21,0.3,0.25,0.16,0.39,9月3日,0.15,9月20日
06151P國泰NF,2696810,4005000,95,0.67,0.65,0.7,0.76,9月3日,0.49,9月20日
06152P國泰A2,34600,80000,3,0.43,0.43,0.43,0.44,9月5日,0.43,9月5日
06153P亞東10,1163280,2957000,119,0.39,0.39,0.43,0.51,9月7日,0.25,9月21日
06154P富邦12,14600,60000,18,0.24,0.25,0.27,0.27,9月21日,0.23,9月19日
06155P富邦13,2890,23000,4,0.13,0.15,0.11,0.23,9月6日,0.11,9月21日
06156P富邦22,47500,170000,13,0.28,0.31,0.17,0.39,9月6日,0.17,9月12日
06158P6B永豐,12150,213000,3,0.06,0.1,0.05,0.15,9月10日,0.05,9月24日
06160P6I永豐,9880,29000,3,0.34,0.34,0.33,0.36,9月20日,0.33,9月21日
06163P6N永豐,22000,150000,3,0.15,0.15,0.15,0.15,9月11日,0.14,9月11日
06167P群益6N,221150,604000,16,0.37,0.36,0.43,0.43,9月28日,0.31,9月25日
06168P群益6P,256870,474000,16,0.54,0.59,0.6,0.9,9月5日,0.43,9月20日
06169P日盛ZG,3152480,3342000,87,0.94,0.86,0.37,1.33,9月5日,0.37,9月24日
06170P日盛ZH,10400,220000,7,0.05,0.05,0.04,0.07,9月11日,0.03,9月19日
06172P日盛ZL,66790,1044000,35,0.06,0.07,0.06,0.11,9月10日,0.03,9月19日
06173P元富M6,838780,3634000,148,0.23,0.17,0.05,0.39,9月6日,0.04,9月25日
06174P兆豐2Z,318150,290000,22,1.1,1.17,1.03,1.49,9月5日,1.03,9月20日
06175P兆豐3A,5010,441000,8,0.01,0.02,0.01,0.05,9月7日,0.01,9月28日
06177P富邦32,64840,406000,7,0.16,0.16,0.06,0.22,9月3日,0.06,9月27日
06178P87元大,2250,15000,1,0.15,0.15,0.15,0.15,9月26日,0.15,9月26日
06180P92元大,191110,520000,12,0.37,0.25,0.06,0.44,9月6日,0.06,9月28日
06181P群益6V,29450,198000,3,0.15,0.15,0.15,0.15,9月20日,0.14,9月19日
06182P群益6X,13600,55000,2,0.25,0.24,0.22,0.27,9月4日,0.22,9月27日
06183P群益6Z,12050,143000,6,0.08,0.09,0.07,0.11,9月13日,0.06,9月17日
06184P群益7C,108370,1050000,23,0.1,0.1,0.09,0.13,9月4日,0.07,9月14日
06185P群益7D,103070,997000,23,0.1,0.1,0.07,0.14,9月5日,0.05,9月25日
06186P群益7E,2062140,4924000,172,0.42,0.37,0.27,0.58,9月6日,0.15,9月24日
06187P元富N5,101430,218000,4,0.47,0.34,0.06,0.49,9月5日,0.06,9月25日
06188P元富N9,42360,2685000,57,0.02,0.02,0.01,0.04,9月7日,0.01,9月28日
06189P元富AA,3615850,5552000,115,0.65,0.62,0.57,0.94,9月6日,0.33,9月17日
06190P元富AF,7386560,9294000,202,0.79,0.78,0.81,0.97,9月6日,0.61,9月14日
06191P元富AJ,3020,1000,1,3.02,3.02,3.02,3.02,9月5日,3.02,9月5日
06192P凱基DQ,1362320,3055000,67,0.45,0.44,0.35,0.59,9月6日,0.24,9月19日
06193P7I永豐,2530220,7042000,89,0.36,0.42,0.3,0.54,9月3日,0.3,9月19日
06196P大華EP,311300,220000,8,1.42,1.34,1.32,1.55,9月10日,1.15,9月3日
06197P大華EQ,328960,638000,20,0.52,0.6,0.23,0.84,9月5日,0.23,9月21日
06198P元大1D,22770,198000,2,0.12,0.12,0.11,0.12,9月27日,0.11,9月28日
06199P元大1E,169190,1032000,24,0.16,0.19,0.12,0.24,9月6日,0.12,9月14日
06200P元大1F,17650,70000,8,0.25,0.21,0.11,0.3,9月5日,0.11,9月17日
06201P元大1G,90800,1205000,24,0.08,0.07,0.02,0.11,9月3日,0.02,9月24日
06202P元大1H,207380,1102000,31,0.19,0.13,0.03,0.27,9月3日,0.03,9月27日
06203P日盛ZN,4200,40000,4,0.1,0.11,0.01,0.2,9月5日,0.01,9月28日
06204P日盛ZP,2260,3000,2,0.75,0.74,0.68,0.79,9月7日,0.68,9月10日
06205P日盛ZQ,180650,180000,18,1,1.08,1.07,1.19,9月12日,0.94,9月19日
06206P日盛ZT,74800,160000,9,0.47,0.46,0.52,0.52,9月26日,0.41,9月25日
06207P元富BC,509590,843000,42,0.6,0.62,0.64,0.74,9月5日,0.5,9月25日
06208P元富BD,160060,1502000,18,0.11,0.09,0.03,0.15,9月4日,0.03,9月18日
06209P元富BJ,33600,100000,5,0.34,0.34,0.32,0.38,9月4日,0.31,9月11日
06210P元富BK,417740,4022000,57,0.1,0.11,0.08,0.17,9月5日,0.07,9月20日
06211P元富BL,469580,656000,11,0.72,0.72,0.73,0.75,9月3日,0.71,9月27日
06213P群益7F,29800,20000,3,1.49,1.46,1.25,1.67,9月3日,1.25,9月27日
06214P群益7Q,3708290,4405000,70,0.84,0.87,0.89,0.96,9月5日,0.71,9月19日
06215P7V永豐,1490,149000,3,0.01,0.01,0.01,0.01,9月20日,0.01,9月20日
06217P7Y永豐,10,1000,1,0.01,0.01,0.01,0.01,9月27日,0.01,9月27日
06219P大華ES,186990,1469000,48,0.13,0.12,0.04,0.21,9月3日,0.03,9月25日
06220P大華ET,81880,199000,4,0.41,0.31,0.14,0.7,9月4日,0.12,9月4日
06221P中信50,47520,792000,9,0.06,0.06,0.06,0.06,9月6日,0.06,9月6日
06222P中信52,991030,632000,37,1.57,1.52,1.4,1.81,9月4日,1.15,9月24日
06224P富邦49,101090,640000,13,0.16,0.14,0.07,0.23,9月3日,0.07,9月26日
06225P元富AP,120,1000,1,0.12,0.12,0.12,0.12,9月26日,0.12,9月26日
06226P元富AT,4343710,5404000,241,0.8,0.79,0.91,1,9月10日,0.59,9月20日
06227P元富AW,488560,3678000,221,0.13,0.1,0.03,0.25,9月6日,0.03,9月28日
06228P元富AX,57000,60000,1,0.95,0.95,0.95,0.95,9月14日,0.95,9月14日
06229P大華EY,15250,466000,7,0.03,0.03,0.02,0.04,9月7日,0.02,9月27日
06232P大華FC,29150,355000,7,0.08,0.08,0.04,0.11,9月6日,0.04,9月27日
06233P群益7T,6427590,5307000,199,1.21,1.11,0.63,2.03,9月6日,0.53,9月25日
06234P群益7U,13950,86000,6,0.16,0.17,0.08,0.24,9月5日,0.08,9月12日
06236P8A永豐,6100,70000,3,0.09,0.08,0.07,0.09,9月14日,0.07,9月26日
06237P8D永豐,310,31000,4,0.01,0.01,0.01,0.01,9月27日,0.01,9月27日
06238P8E永豐,1800,80000,5,0.02,0.01,0.01,0.05,9月24日,0.01,9月24日
06239P國泰A6,392300,1006000,41,0.39,0.37,0.3,0.53,9月3日,0.25,9月25日
06241P國泰A8,41020,767000,13,0.05,0.06,0.02,0.08,9月6日,0.02,9月18日
06243P元大1L,81100,180000,12,0.45,0.46,0.54,0.54,9月26日,0.43,9月24日
06244P元大1M,5130,9000,3,0.57,0.57,0.57,0.57,9月5日,0.57,9月5日
06245P凱基DV,326980,660000,25,0.5,0.52,0.52,0.65,9月11日,0.45,9月20日
06246P凱基DY,315210,242000,13,1.3,0.82,0.38,1.57,9月6日,0.37,9月24日
06248P統一H2,3870,288000,4,0.01,0.01,0.01,0.02,9月5日,0.01,9月21日
06249P統一H3,34050,444000,6,0.08,0.08,0.07,0.09,9月26日,0.07,9月27日
06250P統一H4,9920,13000,2,0.76,0.86,0.72,1,9月14日,0.72,9月18日
06251P統一H5,120,1000,1,0.12,0.12,0.12,0.12,9月4日,0.12,9月4日
06253P元富BV,3496080,2623000,75,1.33,1.32,1.1,1.6,9月6日,0.89,9月18日
06254P元富CE,130440,108000,9,1.21,1.14,1.03,1.26,9月5日,1.03,9月18日
06255P元富CG,17800,10000,1,1.78,1.78,1.78,1.78,9月11日,1.78,9月11日
06256P元富CJ,19350,45000,5,0.43,0.51,0.48,0.71,9月4日,0.42,9月25日
06257P元富CK,9100,150000,7,0.06,0.06,0.02,0.14,9月3日,0.02,9月21日
06258P8G永豐,2080,109000,2,0.02,0.02,0.01,0.02,9月12日,0.01,9月21日
06259P8I永豐,7000,70000,1,0.1,0.1,0.1,0.1,9月21日,0.1,9月21日
06260P元大1R,23160,6000,2,3.86,3.46,2.86,4.06,9月4日,2.86,9月18日
06261P富邦52,11280,68000,17,0.17,0.17,0.15,0.2,9月6日,0.15,9月13日
06263P國泰03,2379080,3435000,82,0.69,0.66,0.66,0.87,9月5日,0.41,9月21日
06264P凱基EA,232710,287000,18,0.81,0.92,0.66,1.38,9月7日,0.66,9月26日
06265P凱基ED,219780,349000,8,0.63,0.68,0.64,0.91,9月3日,0.54,9月26日
06266P日盛ZV,581110,350000,72,1.66,1.75,1.74,2.4,9月4日,1.1,9月18日
06267P日盛ZX,1500,25000,1,0.06,0.06,0.06,0.06,9月3日,0.06,9月3日
06268P日盛ZZ,2800,40000,1,0.07,0.07,0.07,0.07,9月14日,0.07,9月14日
06269P國票GI,23330,55000,8,0.42,0.4,0.27,0.62,9月7日,0.25,9月24日
06270P大華FF,891830,920000,32,0.97,0.82,0.62,1.19,9月6日,0.56,9月20日
06271P大華FG,97500,249000,4,0.39,0.41,0.32,0.5,9月4日,0.32,9月28日
06273P8K永豐,103200,357000,12,0.29,0.3,0.34,0.37,9月27日,0.23,9月12日
06274P群益8I,44750,110000,4,0.41,0.41,0.36,0.49,9月10日,0.34,9月20日
06275P群益8J,569270,1264000,30,0.45,0.44,0.39,0.6,9月3日,0.27,9月17日
06276P群益8K,943240,2209000,96,0.43,0.53,0.6,1.07,9月3日,0.23,9月14日
06277P群益8L,398800,3345000,54,0.12,0.11,0.01,0.23,9月3日,0.01,9月25日
06280P大華FP,74250,99000,1,0.75,0.75,0.75,0.75,9月5日,0.75,9月5日
06282P元富CP,279700,901000,31,0.31,0.28,0.19,0.35,9月3日,0.17,9月18日
06284P元富CR,2124990,3029000,84,0.7,0.53,0.19,1.28,9月6日,0.19,9月28日
06285P元富CS,30700,90000,3,0.34,0.34,0.33,0.35,9月7日,0.33,9月12日
06286P元富CV,4202320,4680000,225,0.9,0.72,0.35,1.47,9月6日,0.29,9月25日
06287P群益8Q,27800,70000,5,0.4,0.38,0.31,0.45,9月3日,0.31,9月12日
06290P8S永豐,1780990,11848000,153,0.15,0.17,0.12,0.28,9月5日,0.08,9月25日
06293P日盛03,537690,554000,62,0.97,1.01,1.04,1.37,9月6日,0.7,9月18日
06294P日盛04,1946600,2991000,116,0.65,0.66,0.63,1.05,9月6日,0.41,9月21日
06295P日盛05,56600,195000,8,0.29,0.31,0.21,0.44,9月3日,0.21,9月26日
06297P統一H8,351890,440000,19,0.8,1.1,0.65,1.67,9月6日,0.62,9月28日
06299P工銀58,616870,2985000,62,0.21,0.27,0.11,0.47,9月6日,0.11,9月26日
06302P元大2G,55840,187000,8,0.3,0.35,0.24,0.42,9月3日,0.24,9月17日
06303P元大2H,4250,115000,2,0.04,0.04,0.03,0.04,9月3日,0.03,9月7日
06304P元大2I,2659020,580000,72,4.58,4.19,4.03,4.93,9月4日,3.08,9月25日
06305P元大2J,407000,221000,31,1.84,1.81,1.78,2.37,9月4日,1.26,9月20日
06306P元大2K,60000,210000,9,0.29,0.28,0.25,0.35,9月3日,0.24,9月17日
06307P元大2L,414370,1188000,25,0.35,0.36,0.33,0.46,9月6日,0.32,9月26日
06308P元富DE,3079240,5511000,117,0.56,0.47,0.39,0.77,9月3日,0.23,9月24日
06309P元富DF,41250,99000,3,0.42,0.4,0.37,0.45,9月3日,0.37,9月4日
06310P元富DG,1710630,2986000,117,0.57,0.54,0.36,0.69,9月10日,0.36,9月24日
06311P元富DH,65700,491000,28,0.13,0.13,0.03,0.3,9月3日,0.03,9月19日
06313P元富DK,26250,210000,6,0.12,0.12,0.1,0.15,9月6日,0.1,9月12日
06314P元富DL,1116030,1579000,83,0.71,0.65,0.43,1.01,9月6日,0.43,9月28日
06315P元富DU,57060,706000,16,0.08,0.1,0.02,0.21,9月3日,0.02,9月27日
06317P凱基EL,10400,80000,2,0.13,0.13,0.13,0.13,9月10日,0.13,9月10日
06318P富邦63,84940,48000,7,1.77,2.08,1.56,2.37,9月5日,1.56,9月14日
06319P富邦65,5250,125000,3,0.04,0.04,0.04,0.05,9月26日,0.04,9月27日
06320P富邦69,3960,99000,1,0.04,0.04,0.04,0.04,9月17日,0.04,9月17日
06321P富邦70,9300,220000,6,0.04,0.04,0.02,0.07,9月3日,0.02,9月7日
06322P統一J4,250650,430000,17,0.58,0.51,0.19,0.75,9月3日,0.19,9月21日
06323P統一J5,168190,559000,20,0.3,0.28,0.11,0.33,9月3日,0.11,9月18日
06324P8X永豐,156900,869000,30,0.18,0.16,0.1,0.27,9月3日,0.06,9月21日
06325P8Y永豐,17500,170000,8,0.1,0.1,0.06,0.15,9月6日,0.06,9月12日
06330P群益9E,76420,197000,7,0.39,0.37,0.24,0.52,9月3日,0.24,9月18日
06332P群益9I,769840,444000,68,1.73,1.65,1.7,1.96,9月6日,1.35,9月21日
06333P群益9J,1343220,1945000,59,0.69,0.69,0.69,0.93,9月6日,0.5,9月24日
06334P國票GL,120,2000,1,0.06,0.06,0.06,0.06,9月6日,0.06,9月6日
06336P國票GN,420800,2058000,31,0.2,0.18,0.09,0.27,9月7日,0.06,9月19日
06337P國票GP,49740,58000,16,0.86,0.7,0.37,0.9,9月5日,0.31,9月25日
06339P元富EB,646680,1797000,24,0.36,0.46,0.16,0.91,9月6日,0.16,9月24日
06340P元富EC,170980,469000,19,0.36,0.4,0.26,0.51,9月3日,0.26,9月20日
06341P凱基EN,120070,151000,17,0.8,0.77,0.56,1.1,9月5日,0.53,9月21日
06342P凱基EP,4977720,4458000,74,1.12,1.14,1.13,1.47,9月5日,0.77,9月21日
06343P凱基EQ,369570,2381000,58,0.16,0.14,0.14,0.24,9月6日,0.08,9月21日
06345P中信65,319120,1329000,37,0.24,0.24,0.21,0.34,9月3日,0.02,9月26日
06346P中信68,1029860,1161000,49,0.89,0.89,0.93,0.95,9月27日,0.83,9月25日
06347P日盛09,2766440,5394000,89,0.51,0.51,0.17,1.4,9月6日,0.16,9月26日
06348P日盛10,2105480,1595000,97,1.32,1.33,1.46,1.6,9月10日,1.02,9月24日
06349P日盛11,44300,270000,7,0.16,0.2,0.11,0.29,9月7日,0.11,9月25日
06350P富邦80,60100,380000,18,0.16,0.13,0.05,0.27,9月3日,0.05,9月19日
06351P大華FX,938400,681000,35,1.38,1.68,1.81,2.36,9月11日,1.23,9月18日
06352P元富EG,1016850,1105000,31,0.92,0.9,0.7,1,9月6日,0.7,9月19日
06354P元富EK,1302400,626000,47,2.08,2.23,1.78,2.46,9月6日,1.77,9月14日
06355P元富EM,325640,1916000,53,0.17,0.15,0.14,0.24,9月3日,0.08,9月24日
06357P9Q永豐,45600,90000,7,0.51,0.5,0.36,0.7,9月7日,0.36,9月27日
06360P元大3R,568910,1159000,62,0.49,0.46,0.27,0.76,9月6日,0.27,9月25日
06361P元大3S,48650,375000,15,0.13,0.13,0.08,0.15,9月4日,0.08,9月26日
06362PB1永豐,400,40000,1,0.01,0.01,0.01,0.01,9月21日,0.01,9月21日
06363P國泰10,2604350,6283000,144,0.41,0.39,0.42,0.49,9月3日,0.28,9月25日
06364P元大3T,69750,853000,15,0.08,0.13,0.08,0.29,9月3日,0.08,9月14日
06366P元大3V,76360,804000,16,0.09,0.11,0.08,0.15,9月6日,0.07,9月26日
06367P元大3W,2325930,1451000,36,1.6,1.65,1.51,1.9,9月11日,1.4,9月17日
06368P元大3X,332910,678000,10,0.49,0.48,0.41,0.62,9月3日,0.4,9月27日
06369P康和FL,3643800,1968000,40,1.85,2.07,2.41,2.41,9月28日,1.71,9月19日
06370P中信69,2400,41000,5,0.06,0.07,0.01,0.11,9月12日,0.01,9月17日
06371P中信71,29888930,14787000,708,2.02,2.37,1.97,3.89,9月4日,1.21,9月18日
06372P凱基EY,600,10000,1,0.06,0.06,0.06,0.06,9月3日,0.06,9月3日
06375P凱基FB,38340,131000,4,0.29,0.29,0.25,0.34,9月4日,0.25,9月24日
06376P富邦85,65280,116000,8,0.56,0.56,0.57,0.6,9月27日,0.5,9月25日
06377P富邦86,1190,3000,2,0.4,0.38,0.44,0.44,9月26日,0.31,9月19日
06378P統一J7,184900,300000,18,0.62,0.58,0.63,0.74,9月3日,0.4,9月19日
06379P統一J9,366960,514000,10,0.71,0.72,0.61,0.85,9月6日,0.61,9月11日
06381P凱基FG,875170,4962000,88,0.18,0.17,0.2,0.26,9月6日,0.11,9月14日
06382P凱基FM,10274230,12595000,271,0.82,0.67,0.53,1.08,9月3日,0.35,9月17日
06383P凱基FN,359410,2007000,30,0.18,0.17,0.02,0.27,9月6日,0.02,9月21日
06384P大華GB,43510,76000,3,0.57,0.55,0.51,0.67,9月14日,0.51,9月17日
06385P大華GC,6500,100000,2,0.06,0.06,0.06,0.07,9月7日,0.06,9月12日
06386P國票GR,353900,728000,50,0.49,0.47,0.4,0.62,9月6日,0.3,9月21日
06387PB5永豐,25320,42000,3,0.6,0.49,0.26,0.64,9月10日,0.26,9月24日
06389PB9永豐,12870,198000,2,0.06,0.06,0.01,0.12,9月6日,0.01,9月25日
06390P元大2W,111170,1218000,27,0.09,0.09,0.07,0.11,9月6日,0.06,9月12日
06391P元大2X,29990,7000,5,4.28,4.52,4.84,4.84,9月27日,3.7,9月24日
06392P元大2Y,2271040,10163000,187,0.22,0.22,0.22,0.32,9月3日,0.15,9月24日
06393P元大2Z,196990,768000,37,0.26,0.25,0.22,0.36,9月3日,0.16,9月17日
06394P工銀66,65800,70000,3,0.94,0.95,0.92,0.98,9月3日,0.92,9月6日
06395P富邦91,3868170,4451000,228,0.87,0.9,1,1.12,9月27日,0.7,9月20日
06396P富邦97,300,15000,1,0.02,0.02,0.02,0.02,9月24日,0.02,9月24日
06397P群益9T,549390,818000,47,0.67,0.65,0.61,0.79,9月6日,0.49,9月24日
06398P群益9U,10020,42000,3,0.24,0.26,0.16,0.31,9月7日,0.16,9月24日
06399P群益9V,600160,4709000,57,0.13,0.09,0.03,0.19,9月3日,0.03,9月24日
06400P群益9W,525930,418000,7,1.26,1.25,1.1,1.59,9月4日,0.98,9月18日
06401P群益9Y,122360,326000,13,0.38,0.41,0.25,0.51,9月6日,0.24,9月26日
06404PC3永豐,2800,40000,1,0.07,0.07,0.07,0.07,9月3日,0.07,9月3日
06405P日盛14,4813140,2714000,83,1.77,1.49,0.81,2.48,9月6日,0.81,9月28日
06407P大華GF,10650,165000,4,0.06,0.06,0.04,0.07,9月10日,0.04,9月13日
06408P元富ER,15100,80000,2,0.19,0.18,0.17,0.2,9月4日,0.17,9月7日
06409P元富ES,9900,198000,2,0.05,0.05,0.04,0.06,9月12日,0.04,9月13日
06411P元富FB,3150,7000,1,0.45,0.45,0.45,0.45,9月6日,0.45,9月6日
06412P元富FC,20690,121000,6,0.17,0.18,0.17,0.19,9月18日,0.16,9月26日
06413P元富FD,50400,125000,6,0.4,0.4,0.4,0.42,9月3日,0.38,9月4日
06414P元富FG,487550,1621000,49,0.3,0.31,0.09,0.57,9月3日,0.08,9月18日
06415P元富FM,64120,151000,6,0.42,0.38,0.32,0.45,9月12日,0.32,9月24日
06417P元大4K,688610,1500000,69,0.46,0.36,0.15,0.51,9月3日,0.15,9月28日
06418P元大4L,86220,978000,27,0.09,0.1,0.07,0.17,9月3日,0.05,9月19日
06419P元大4M,64780,519000,10,0.12,0.13,0.1,0.17,9月3日,0.1,9月14日
06420P元大4N,170380,412000,34,0.41,0.4,0.36,0.5,9月4日,0.33,9月25日
06421P元大4Z,155700,1065000,30,0.15,0.13,0.04,0.22,9月6日,0.04,9月28日
06422P元大5A,918900,1998000,43,0.46,0.44,0.34,0.55,9月4日,0.33,9月24日
06423P元大5B,564380,1376000,41,0.41,0.38,0.32,0.46,9月6日,0.32,9月28日
06424P元大5C,1549560,4307000,151,0.36,0.36,0.34,0.52,9月14日,0.26,9月25日
06425P國泰11,259390,469000,9,0.55,0.58,0.67,0.67,9月6日,0.47,9月4日
06426P國泰12,207800,1288000,27,0.16,0.14,0.1,0.6,9月25日,0.1,9月26日
06427P國泰13,342210,1489000,28,0.23,0.21,0.09,0.37,9月6日,0.09,9月27日
06428P國泰14,592450,883000,26,0.67,0.67,0.67,0.8,9月3日,0.59,9月7日
06429P國泰15,183010,317000,7,0.58,0.57,0.39,0.8,9月6日,0.39,9月20日
06430P中信75,276790,2298000,44,0.12,0.14,0.03,0.21,9月6日,0.03,9月17日
06431P工銀67,807160,892000,11,0.9,0.9,0.87,0.95,9月6日,0.86,9月7日
06432P工銀68,14870,644000,8,0.02,0.02,0.01,0.04,9月7日,0.01,9月21日
06433P富邦98,613640,2428000,74,0.25,0.25,0.14,0.41,9月3日,0.13,9月25日
06434P富邦A1,10260,65000,7,0.16,0.17,0.07,0.28,9月5日,0.07,9月18日
06435P康和FQ,5910,51000,2,0.12,0.12,0.11,0.12,9月3日,0.11,9月4日
06437P康和FS,364010,793000,10,0.46,0.53,0.47,0.61,9月4日,0.45,9月7日
06438P日盛19,29080,1090000,20,0.03,0.02,0.03,0.04,9月3日,0.01,9月19日
06439P日盛20,96600,330000,4,0.29,0.3,0.25,0.32,9月3日,0.25,9月10日
06440P凱基FR,134210,129000,15,1.04,1.02,1.22,1.22,9月27日,0.88,9月18日
06442PC8永豐,13370,119000,8,0.11,0.11,0.09,0.14,9月4日,0.09,9月25日
06443PC9永豐,2700,85000,9,0.03,0.04,0.01,0.09,9月3日,0.01,9月17日
06446PD6永豐,900,4000,2,0.22,0.22,0.21,0.24,9月13日,0.21,9月14日
06447P統一K3,46100,350000,11,0.13,0.11,0.03,0.15,9月3日,0.03,9月14日
06448P統一K6,763170,1099000,12,0.69,0.68,0.65,0.73,9月6日,0.65,9月14日
06449P元大5K,583830,1205000,28,0.48,0.6,0.39,1.08,9月10日,0.36,9月24日
06450P元大5L,127910,1476000,29,0.09,0.09,0.11,0.11,9月27日,0.06,9月18日
06451P元大5M,490210,2388000,43,0.21,0.18,0.13,0.27,9月5日,0.12,9月27日
06452P元大5N,1070690,4755000,131,0.23,0.2,0.21,0.3,9月6日,0.15,9月14日
06453P兆豐6F,3732480,6229000,82,0.6,0.68,0.44,0.91,9月6日,0.43,9月28日
06454P兆豐6G,1938940,1734000,46,1.12,1.17,1.14,1.63,9月7日,0.87,9月19日
06455P兆豐6H,11670,362000,36,0.03,0.04,0.09,0.09,9月28日,0.02,9月28日
06456P兆豐6J,743130,1753000,25,0.42,0.42,0.39,0.47,9月5日,0.38,9月19日
06457P兆豐6K,93340,269000,17,0.35,0.35,0.38,0.45,9月13日,0.29,9月21日
06458P兆豐6L,19020,106000,3,0.18,0.19,0.13,0.33,9月4日,0.11,9月17日
06459P富邦A6,449790,1628000,36,0.28,0.26,0.14,0.35,9月5日,0.14,9月27日
06460P大華GN,160020,604000,17,0.26,0.24,0.18,0.35,9月6日,0.16,9月20日
06461P大華GP,1890,27000,1,0.07,0.07,0.07,0.07,9月3日,0.07,9月3日
06462P永昌DC,461160,2500000,63,0.18,0.13,0.01,0.28,9月3日,0.01,9月27日
06463P統一K7,18350,109000,8,0.17,0.15,0.05,0.3,9月6日,0.05,9月25日
06465P統一K9,531470,775000,33,0.69,0.65,0.49,0.79,9月6日,0.49,9月24日
06466P統一L7,986540,1310000,18,0.75,0.75,0.64,0.82,9月13日,0.64,9月19日
06467PE4永豐,82100,350000,21,0.23,0.3,0.17,0.35,9月3日,0.17,9月20日
06468PE6永豐,21500,100000,2,0.22,0.22,0.19,0.24,9月4日,0.19,9月19日
06469PE7永豐,469810,1335000,24,0.35,0.34,0.22,0.51,9月6日,0.21,9月26日
06470PE8永豐,3707350,5152000,164,0.72,0.68,0.76,0.88,9月10日,0.49,9月20日
06471PF1永豐,8820,98000,1,0.09,0.09,0.09,0.09,9月7日,0.09,9月7日
06472PF3永豐,187140,561000,14,0.33,0.35,0.31,0.39,9月12日,0.31,9月17日
06475P元富FU,104570,515000,6,0.2,0.18,0.13,0.24,9月3日,0.13,9月12日
06476P元富FY,172660,161000,28,1.07,1.09,1.08,1.57,9月5日,0.73,9月18日
06477P凱基FV,653390,1593000,93,0.41,0.43,0.29,0.51,9月10日,0.29,9月18日
06479P國泰18,2400610,7719000,157,0.31,0.3,0.25,0.4,9月6日,0.21,9月21日
06480P國泰19,146910,725000,16,0.2,0.21,0.16,0.3,9月3日,0.15,9月20日
06481P國泰20,279830,793000,45,0.35,0.35,0.38,0.43,9月5日,0.29,9月19日
06482P國泰21,3257420,4199000,64,0.78,0.65,0.84,0.86,9月28日,0.42,9月20日
06483P日盛21,26190,604000,8,0.04,0.04,0.05,0.05,9月12日,0.04,9月11日
06484P日盛22,21000,96000,6,0.22,0.22,0.21,0.26,9月10日,0.18,9月13日
06485P元大5W,6940,73000,9,0.1,0.03,0.01,3.42,9月3日,0.01,9月10日
06486P群益AH,3026680,2426000,57,1.25,1.24,1.4,1.5,9月10日,1.02,9月20日
06487P群益AK,987300,3205000,94,0.31,0.22,0.07,0.53,9月6日,0.07,9月28日
06488P群益AM,573060,695000,43,0.82,0.99,0.95,1.54,9月4日,0.59,9月19日
06489P富邦A8,10,1000,1,0.01,0.01,0.01,0.01,9月27日,0.01,9月27日
06490P富邦B1,61380,297000,3,0.21,0.21,0.2,0.23,9月21日,0.19,9月19日
06491P富邦B3,162060,573000,22,0.28,0.27,0.27,0.31,9月5日,0.22,9月19日
