,民國101年04月,,,,,,,Apr-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
049363永昌M7,28460,104000,6,0.27,0.3,0.25,0.35,4月5日,0.25,4月20日
049364永昌M8,8440,22000,3,0.38,0.35,0.27,0.44,4月3日,0.27,4月11日
049365永昌M9,261400,1123000,41,0.23,0.22,0.18,0.29,4月16日,0.18,4月27日
049366永昌N1,584070,2064000,44,0.28,0.28,0.28,0.36,4月2日,0.22,4月24日
049367國泰KL,18330320,17722000,224,1.03,0.88,0.36,1.9,4月2日,0.28,4月30日
049368國泰KM,4138270,3695000,100,1.12,1.11,0.7,1.53,4月13日,0.68,4月30日
049369國泰KQ,856840,3903000,80,0.22,0.22,0.1,0.35,4月2日,0.1,4月27日
049370凱基96,1173160,1358000,23,0.86,0.73,0.49,1.04,4月2日,0.49,4月30日
049371凱基97,3405800,3084000,199,1.1,1.08,0.62,1.47,4月13日,0.59,4月30日
049372凱基A1,22900,78000,10,0.29,0.31,0.25,0.4,4月6日,0.25,4月24日
049373凱基A3,37816070,33849000,816,1.12,1.05,0.61,1.67,4月2日,0.59,4月30日
049374凱基A5,10933460,20418000,630,0.54,0.66,0.17,1.35,4月2日,0.15,4月30日
049375日盛JD,295500,143000,41,2.07,2.01,2.41,2.51,4月27日,1.57,4月5日
049376日盛JE,147990,176000,25,0.84,0.85,0.76,0.93,4月19日,0.74,4月5日
049377日盛JF,92550,276000,56,0.34,0.37,0.27,0.5,4月3日,0.25,4月24日
049378日盛JG,407790,533000,31,0.77,0.6,0.38,0.95,4月2日,0.38,4月30日
049379國泰KR,991340,2492000,99,0.4,0.38,0.42,0.48,4月3日,0.22,4月20日
049380國泰KS,46070,72000,6,0.64,0.56,0.35,0.94,4月13日,0.35,4月27日
049381國泰KT,1960220,4288000,87,0.46,0.58,0.2,1.04,4月2日,0.18,4月30日
049382國泰KU,360270,1823000,58,0.2,0.17,0.09,0.28,4月2日,0.08,4月24日
049383國泰KV,2466180,3756000,119,0.66,0.59,0.38,1.14,4月2日,0.3,4月27日
049384第一MR,4300,8000,3,0.54,0.56,0.52,0.6,4月6日,0.52,4月12日
049385兆豐JM,200650,368000,17,0.55,0.58,0.4,0.91,4月2日,0.4,4月27日
049386兆豐JN,13480,21000,2,0.64,0.64,0.49,0.78,4月3日,0.49,4月30日
049387兆豐JP,80170,139000,15,0.58,0.53,0.35,0.8,4月3日,0.35,4月27日
049388兆豐JQ,330240,531000,14,0.62,0.72,0.37,0.88,4月13日,0.36,4月25日
049389兆豐JR,2341970,1545000,69,1.52,1.5,1.55,1.96,4月17日,1.02,4月3日
04938PB6富邦,576800,2306000,144,0.25,0.25,0.24,0.34,4月5日,0.17,4月2日
049390國票ED,3300,10000,1,0.33,0.33,0.33,0.33,4月10日,0.33,4月10日
049391國票EE,3588210,3199000,185,1.12,1.16,0.27,1.66,4月13日,0.26,4月30日
049392國票EF,352040,707000,57,0.5,0.5,0.16,0.89,4月2日,0.16,4月30日
0493939I元大,10453990,16539000,394,0.63,0.68,0.4,1.09,4月13日,0.35,4月30日
0493949J元大,1045360,1555000,58,0.67,0.71,0.68,0.95,4月17日,0.52,4月24日
0493959K元大,7758810,4937000,990,1.57,1.6,1.62,2.02,4月13日,1.02,4月5日
0493969L元大,9713450,19325000,334,0.5,0.62,0.33,0.94,4月3日,0.28,4月30日
049397群益10,21189300,27590000,978,0.77,0.73,0.42,1.21,4月13日,0.35,4月30日
049398群益11,1998860,3320000,79,0.6,0.63,0.27,0.87,4月13日,0.27,4月30日
049399群益13,362680,400000,55,0.91,0.73,0.38,1.31,4月2日,0.38,4月27日
049400群益15,6703980,5603000,189,1.2,1.18,0.93,1.53,4月18日,0.9,4月24日
049401群益17,2237310,2100000,75,1.07,0.98,0.45,1.24,4月16日,0.45,4月30日
049402群益19,8518660,7962000,431,1.07,0.97,0.4,2,4月2日,0.31,4月30日
049403群益20,3775060,5844000,195,0.65,0.72,0.26,1.61,4月2日,0.2,4月30日
049404群益21,1043090,2619000,31,0.4,0.6,0.18,1.06,4月6日,0.18,4月27日
049405群益22,477370,1833000,40,0.26,0.34,0.12,0.94,4月3日,0.1,4月30日
049406群益26,3803140,3330000,338,1.14,1.12,0.78,1.83,4月2日,0.7,4月30日
049407群益27,3012760,3697000,399,0.81,0.92,0.62,1.57,4月2日,0.55,4月30日
049408凱基A6,1415120,1262000,132,1.12,0.98,0.7,1.77,4月2日,0.5,4月26日
049409凱基A7,291650,517000,498,0.56,0.47,0.42,0.57,4月2日,0.41,4月3日
049410凱基A8,779590,5331000,67,0.15,0.14,0.1,0.21,4月2日,0.1,4月24日
049411永豐02,1754990,4409000,73,0.4,0.39,0.31,0.54,4月13日,0.26,4月5日
049412永豐03,129450,400000,11,0.32,0.28,0.16,0.38,4月13日,0.16,4月27日
049413永豐04,34050,130000,9,0.26,0.26,0.2,0.3,4月11日,0.2,4月26日
049415永豐06,988950,2985000,87,0.33,0.33,0.23,0.6,4月13日,0.2,4月23日
049416永豐07,2370540,6083000,139,0.39,0.39,0.28,0.57,4月16日,0.28,4月30日
049417永豐08,922590,1734000,39,0.53,0.55,0.55,0.79,4月17日,0.39,4月30日
049418永豐09,902710,3816000,57,0.24,0.32,0.25,0.59,4月11日,0.18,4月23日
049419永豐10,1720,10000,2,0.17,0.2,0.13,0.27,4月3日,0.13,4月30日
049420康和CS,491100,1829000,427,0.27,0.28,0.24,0.38,4月6日,0.24,4月30日
049421康和CT,10373380,10452000,175,0.99,1,0.29,1.45,4月2日,0.29,4月30日
049422康和CU,1768520,1673000,80,1.06,0.95,1,1.82,4月2日,0.74,4月9日
049423康和CV,33094330,15112000,825,2.19,2.31,0.95,4.88,4月2日,0.71,4月30日
049424康和CW,1278400,1050000,65,1.22,1.16,0.8,1.45,4月13日,0.8,4月20日
049425康和CX,33100,90000,6,0.37,0.34,0.24,0.46,4月13日,0.24,4月25日
049426康和CY,792000,571000,105,1.39,1.44,1.31,1.88,4月2日,1.01,4月24日
049427康和CZ,8440,21000,4,0.4,0.38,0.36,0.42,4月6日,0.36,4月9日
049428康和DA,41855170,21142000,599,1.98,1.99,1.68,2.5,4月2日,1.32,4月24日
049429康和DB,5067960,6052000,178,0.84,0.77,0.3,1.15,4月13日,0.3,4月30日
049430康和DC,414640,560000,19,0.74,0.64,0.43,0.83,4月6日,0.4,4月24日
0494319M元大,2264330,4738000,87,0.48,0.46,0.4,0.68,4月2日,0.3,4月23日
0494329N元大,657500,1131000,27,0.58,0.63,0.42,0.81,4月3日,0.42,4月27日
049433第一MS,16200,110000,4,0.15,0.16,0.06,0.25,4月12日,0.06,4月27日
049434日盛JM,102940,92000,8,1.12,0.97,0.87,1.18,4月3日,0.87,4月18日
049435日盛JN,373220,1032000,17,0.36,0.37,0.37,0.41,4月10日,0.34,4月27日
049436日盛JP,816600,2981000,74,0.27,0.26,0.21,0.42,4月2日,0.19,4月27日
049437日盛JQ,101760,154000,9,0.66,0.62,0.57,0.73,4月2日,0.55,4月9日
049438日盛JR,89610,102000,2,0.88,0.86,0.88,0.88,4月16日,0.83,4月13日
049439日盛JS,1532570,2121000,60,0.72,0.74,0.71,0.96,4月17日,0.51,4月5日
049440日盛JT,762310,417000,27,1.83,1.85,1.84,2.25,4月2日,1.65,4月9日
049441日盛JU,431670,382000,65,1.13,1.15,1.12,1.46,4月2日,0.85,4月23日
049443日盛JW,778270,3408000,85,0.23,0.24,0.12,0.41,4月2日,0.12,4月30日
049444永豐11,75590,157000,12,0.48,0.44,0.38,0.6,4月2日,0.38,4月26日
049445永豐12,652040,1342000,75,0.49,0.49,0.41,0.6,4月2日,0.35,4月24日
049446永豐13,579670,5344000,146,0.11,0.13,0.12,0.2,4月3日,0.05,4月20日
049447永豐14,37700,151000,26,0.25,0.23,0.15,0.38,4月16日,0.15,4月30日
049448群益33,143710,253000,31,0.57,0.65,0.46,0.87,4月2日,0.46,4月16日
049449群益34,167900,388000,23,0.43,0.47,0.44,0.56,4月3日,0.4,4月27日
049450國泰KW,343170,1754000,55,0.2,0.21,0.18,0.34,4月2日,0.1,4月23日
049451國泰KX,1167400,3261000,85,0.36,0.32,0.2,0.45,4月2日,0.2,4月27日
049452國泰KY,103100,263000,17,0.39,0.38,0.3,0.45,4月10日,0.29,4月5日
049453日盛JY,132990,543000,14,0.24,0.26,0.19,0.4,4月3日,0.19,4月27日
049454日盛JZ,523250,1443000,112,0.36,0.37,0.11,0.49,4月6日,0.11,4月30日
0494554T富邦,1088070,1456000,586,0.75,0.77,0.6,1.04,4月2日,0.6,4月30日
0494564V富邦,9843140,5938000,231,1.66,1.62,1.99,2.07,4月27日,1.21,4月5日
0494574Y富邦,2907770,2435000,118,1.19,1.01,0.9,1.36,4月3日,0.79,4月27日
0494585B富邦,3320,14000,5,0.24,0.24,0.13,0.34,4月6日,0.13,4月27日
0494599Q元大,51030,105000,5,0.49,0.48,0.35,0.56,4月13日,0.35,4月27日
0494609R元大,330830,570000,117,0.58,0.56,0.36,1.22,4月12日,0.36,4月27日
0494619S元大,4687090,6980000,281,0.67,0.62,0.45,0.85,4月12日,0.45,4月30日
0494629T元大,10652190,6427000,138,1.66,1.68,0.6,2.33,4月13日,0.6,4月30日
0494639U元大,2221980,3067000,85,0.72,0.77,0.78,0.91,4月3日,0.58,4月17日
0494649V元大,2887150,1454000,83,1.99,1.96,1.67,2.4,4月2日,1.67,4月30日
049465寶來B4,228250,582000,34,0.39,0.43,0.36,0.53,4月16日,0.3,4月23日
049466寶來B5,11803820,21014000,759,0.56,0.46,0.13,0.87,4月2日,0.13,4月30日
049467寶來B6,2013650,7159000,172,0.28,0.25,0.2,0.5,4月2日,0.14,4月20日
049468寶來B7,7164090,15848000,453,0.45,0.45,0.38,0.97,4月2日,0.36,4月19日
049469寶來B8,14330,69000,7,0.21,0.2,0.14,0.28,4月13日,0.14,4月27日
049470寶來B9,1711520,3263000,61,0.52,0.5,0.39,0.69,4月16日,0.39,4月25日
049471寶來C1,2455540,6217000,171,0.39,0.35,0.19,0.55,4月3日,0.16,4月27日
049472凱基B1,157150,225000,57,0.7,0.79,0.4,1.16,4月3日,0.31,4月27日
049473凱基B2,171590,405000,13,0.42,0.46,0.27,0.63,4月2日,0.27,4月23日
049474凱基B5,44030,70000,10,0.63,0.68,0.52,0.77,4月13日,0.52,4月27日
049475凱基B6,37867500,56219000,1223,0.67,0.63,0.66,0.99,4月20日,0.34,4月5日
049476兆豐JS,97370,287000,14,0.34,0.33,0.25,0.43,4月2日,0.25,4月27日
049477兆豐JT,166800,490000,13,0.34,0.32,0.14,0.5,4月2日,0.13,4月24日
049478兆豐JU,6973250,9615000,238,0.73,0.73,0.77,0.92,4月2日,0.63,4月25日
049479兆豐JV,12710,21000,4,0.61,0.64,0.55,0.79,4月2日,0.54,4月6日
049480兆豐JW,6720,14000,2,0.48,0.48,0.48,0.48,4月12日,0.48,4月12日
049481兆豐JX,44820,99000,7,0.45,0.45,0.42,0.52,4月13日,0.42,4月16日
049482兆豐JY,40400,60000,6,0.67,0.66,0.6,0.71,4月13日,0.6,4月18日
049483兆豐JZ,93230,511000,24,0.18,0.31,0.14,0.4,4月13日,0.13,4月30日
049484兆豐KA,946690,2236000,124,0.42,0.47,0.39,0.63,4月13日,0.26,4月27日
049487永豐15,40060,145000,12,0.28,0.31,0.18,0.48,4月16日,0.18,4月27日
049488永豐16,154880,429000,14,0.36,0.38,0.32,0.46,4月3日,0.32,4月27日
049489永豐17,156760,642000,20,0.24,0.27,0.5,0.5,4月26日,0.15,4月24日
049490永豐18,2185790,3080000,149,0.71,0.69,0.74,0.87,4月3日,0.6,4月26日
049491永豐19,2112510,5187000,168,0.41,0.36,0.3,0.7,4月2日,0.29,4月30日
049492永豐20,646890,3009000,137,0.21,0.2,0.1,0.28,4月16日,0.04,4月27日
049493永豐21,5654540,24582000,627,0.23,0.23,0.07,0.57,4月2日,0.06,4月30日
049494永豐22,56830,235000,4,0.24,0.31,0.23,0.39,4月2日,0.23,4月5日
049495永豐23,302930,1649000,162,0.18,0.18,0.14,0.28,4月17日,0.12,4月26日
049496大華L2,2046330,2574000,26,0.8,0.81,0.87,0.87,4月12日,0.73,4月10日
049497大華L3,198990,990000,204,0.2,0.19,0.15,0.24,4月10日,0.15,4月25日
049498大華L4,175120,410000,17,0.43,0.38,0.27,0.53,4月3日,0.27,4月27日
049499大華L5,824920,2368000,400,0.35,0.36,0.25,0.59,4月2日,0.25,4月27日
049500大華L6,157140,345000,19,0.46,0.55,0.36,0.96,4月2日,0.3,4月27日
049501大華L7,123750,435000,14,0.28,0.26,0.12,0.35,4月13日,0.12,4月30日
049502大華L8,3703750,5831000,136,0.64,0.55,0.38,0.83,4月13日,0.27,4月24日
049503大華L9,7501620,11224000,541,0.67,0.76,0.2,1.17,4月2日,0.2,4月30日
049504大華M1,680800,3539000,220,0.19,0.18,0.17,0.3,4月2日,0.12,4月20日
049505大華M2,18641190,15840000,348,1.18,1.21,1.54,1.54,4月30日,0.95,4月11日
049506工銀NB,1301030,2582000,56,0.5,0.51,0.4,0.59,4月3日,0.4,4月27日
049507工銀NC,616940,2393000,66,0.26,0.24,0.15,0.47,4月2日,0.13,4月27日
049508工銀ND,1208240,1868000,79,0.65,0.66,0.52,1.01,4月16日,0.48,4月24日
049509工銀NE,782850,5571000,99,0.14,0.15,0.1,0.25,4月3日,0.08,4月27日
049510工銀NF,46660,170000,32,0.27,0.29,0.23,0.41,4月2日,0.23,4月27日
049511工銀NG,5714890,15684000,302,0.36,0.36,0.35,0.49,4月3日,0.26,4月30日
049512工銀NH,312580,226000,14,1.38,1.37,1.42,1.61,4月25日,1.19,4月9日
049513工銀NJ,34650,297000,3,0.12,0.12,0.1,0.15,4月20日,0.1,4月27日
049514元富33,361150,786000,14,0.46,0.47,0.39,0.6,4月2日,0.39,4月19日
049515元富34,26730,54000,10,0.5,0.51,0.27,0.6,4月10日,0.27,4月30日
049516元富35,1322760,2097000,23,0.63,0.55,0.49,0.71,4月2日,0.45,4月24日
049517統一92,46580,192000,24,0.24,0.24,0.16,0.32,4月3日,0.16,4月23日
049518統一93,60390,277000,13,0.22,0.25,0.12,0.39,4月2日,0.12,4月30日
049519統一94,10400,40000,1,0.26,0.26,0.26,0.26,4月11日,0.26,4月11日
049520統一95,47150,155000,4,0.3,0.29,0.19,0.37,4月6日,0.19,4月26日
049521統一98,2790,9000,8,0.31,0.31,0.24,0.48,4月2日,0.23,4月19日
049522日盛KB,45150,40000,5,1.13,1.18,0.91,1.37,4月13日,0.91,4月25日
049523日盛KC,4714780,11090000,223,0.43,0.51,0.2,0.78,4月2日,0.12,4月30日
049524日盛KD,355400,493000,22,0.72,0.7,0.53,0.86,4月2日,0.53,4月30日
049525日盛KE,777410,3293000,131,0.24,0.25,0.15,0.4,4月2日,0.1,4月27日
049526日盛KF,4860,18000,2,0.27,0.27,0.26,0.28,4月25日,0.26,4月26日
049527日盛KG,7893150,12527000,174,0.63,0.63,0.63,0.81,4月3日,0.52,4月25日
049528日盛KJ,276390,421000,16,0.66,0.66,0.41,0.85,4月3日,0.41,4月27日
049529A1元大,987440,2750000,56,0.36,0.38,0.33,0.46,4月13日,0.29,4月27日
049530A2元大,1085240,3134000,125,0.35,0.34,0.23,0.53,4月2日,0.23,4月30日
049531A3元大,2630690,4619000,187,0.57,0.56,0.52,0.8,4月2日,0.47,4月23日
049532A4元大,1871580,4658000,173,0.4,0.41,0.2,0.89,4月2日,0.2,4月27日
049533A5元大,6987290,8621000,157,0.81,0.69,0.43,0.96,4月13日,0.36,4月30日
049534A6元大,6653480,18812000,339,0.35,0.43,0.15,1.06,4月2日,0.11,4月30日
049535A7元大,1031090,3761000,60,0.27,0.22,0.14,0.37,4月2日,0.14,4月25日
049536A8元大,253800,575000,23,0.44,0.4,0.09,0.57,4月13日,0.09,4月27日
049537A9元大,11342220,18893000,442,0.6,0.57,0.32,0.89,4月2日,0.23,4月27日
049538永豐24,280330,860000,33,0.33,0.31,0.21,0.57,4月2日,0.17,4月27日
049539永豐25,19630,66000,8,0.3,0.31,0.31,0.33,4月9日,0.27,4月5日
049540永豐26,133500,541000,25,0.25,0.23,0.17,0.3,4月16日,0.17,4月23日
049541永豐27,701260,5156000,145,0.14,0.14,0.09,0.31,4月2日,0.07,4月30日
049542永豐28,1576020,6592000,158,0.24,0.23,0.35,0.35,4月30日,0.14,4月3日
049543永豐29,6059190,16127000,354,0.38,0.37,0.22,0.53,4月13日,0.2,4月30日
049544永豐30,2267260,3646000,189,0.62,0.6,0.42,0.85,4月2日,0.4,4月23日
049545永豐31,854550,5907000,132,0.14,0.12,0.05,0.2,4月2日,0.05,4月30日
049546永豐32,103390,509000,12,0.2,0.21,0.23,0.28,4月20日,0.08,4月5日
049547國泰KZ,1048530,1549000,62,0.68,0.67,0.42,0.85,4月2日,0.41,4月30日
049548國泰LA,4189940,16352000,389,0.26,0.22,0.1,0.36,4月2日,0.08,4月27日
049549凱基B7,9888950,14833000,391,0.67,0.77,0.46,1.09,4月13日,0.39,4月30日
049550凱基B8,3184190,6104000,136,0.52,0.5,0.36,0.65,4月6日,0.31,4月23日
049551凱基B9,492520,482000,20,1.02,1.02,0.99,1.15,4月16日,0.92,4月3日
049552凱基C1,51740,102000,6,0.51,0.51,0.6,0.6,4月19日,0.4,4月3日
049553凱基C2,310060,715000,35,0.43,0.49,0.3,0.84,4月3日,0.22,4月24日
049554凱基C4,15695530,33364000,904,0.47,0.47,0.1,0.88,4月2日,0.09,4月30日
0495555C富邦,335480,1122000,82,0.3,0.3,0.2,0.44,4月2日,0.2,4月30日
0495565D富邦,713680,903000,51,0.79,0.78,0.63,0.91,4月6日,0.63,4月17日
049557寶來C2,117480,712000,30,0.16,0.18,0.09,0.32,4月2日,0.09,4月27日
049558寶來C3,1000910,1742000,71,0.57,0.52,0.4,0.82,4月3日,0.37,4月19日
049559寶來C4,2709250,8882000,199,0.31,0.35,0.19,0.49,4月3日,0.13,4月30日
049560寶來C7,7578340,9647000,436,0.79,0.73,0.28,1.33,4月2日,0.26,4月30日
049561工銀NK,391920,1832000,39,0.21,0.23,0.14,0.32,4月16日,0.14,4月30日
049562工銀NL,449200,588000,65,0.76,0.72,0.79,1.07,4月27日,0.57,4月12日
049563B6元大,415060,1204000,108,0.34,0.32,0.22,0.48,4月3日,0.21,4月27日
049564B7元大,1063900,1117000,51,0.95,0.88,0.5,1.24,4月3日,0.46,4月23日
049566B9元大,1144310,3388000,76,0.34,0.37,0.23,0.53,4月13日,0.17,4月30日
049567亞東LV,80530,371000,19,0.22,0.22,0.24,0.25,4月16日,0.19,4月26日
049568亞東LW,104420,748000,24,0.14,0.13,0.1,0.25,4月2日,0.08,4月25日
049569亞東LX,2488000,3183000,275,0.78,0.77,0.2,1.04,4月13日,0.2,4月30日
049570亞東LY,133550,663000,15,0.2,0.21,0.21,0.25,4月9日,0.14,4月19日
049571亞東LZ,90000,300000,77,0.3,0.3,0.31,0.31,4月12日,0.29,4月11日
049572亞東MA,258100,910000,40,0.28,0.27,0.19,0.43,4月2日,0.18,4月30日
049573亞東MB,275800,440000,6,0.63,0.64,0.57,0.77,4月3日,0.57,4月20日
049574亞東MC,643700,4257000,134,0.15,0.15,0.09,0.2,4月16日,0.08,4月24日
049575亞東MD,73910,47000,6,1.57,1.6,1.33,1.87,4月10日,1.33,4月26日
049576凱基C5,1960,4000,2,0.49,0.49,0.4,0.58,4月2日,0.4,4月18日
049577凱基C6,276300,1318000,26,0.21,0.27,0.1,0.42,4月13日,0.1,4月30日
049578永豐33,419150,908000,25,0.46,0.45,0.41,0.49,4月17日,0.41,4月27日
049580大華M3,286600,752000,25,0.38,0.42,0.21,0.63,4月2日,0.2,4月19日
049581大華M4,1446000,2144000,28,0.67,0.63,0.58,0.73,4月13日,0.5,4月24日
049582大華M5,807660,2380000,45,0.34,0.32,0.21,0.48,4月3日,0.21,4月27日
049583大華M6,272340,611000,9,0.45,0.45,0.33,0.54,4月13日,0.33,4月30日
049584大華M7,1534810,3037000,91,0.51,0.54,0.23,0.79,4月13日,0.21,4月30日
049585大華M8,543430,2572000,46,0.21,0.2,0.14,0.29,4月2日,0.05,4月24日
049586大華M9,4400,35000,3,0.13,0.14,0.12,0.16,4月5日,0.12,4月23日
049587大華N1,781260,3315000,149,0.24,0.24,0.05,0.33,4月13日,0.05,4月30日
049588大華N2,3300,10000,1,0.33,0.33,0.33,0.33,4月24日,0.33,4月24日
049589日盛KK,11859570,15431000,424,0.77,0.72,0.73,1.09,4月17日,0.35,4月5日
049590日盛KL,4068700,10567000,264,0.39,0.33,0.19,0.53,4月13日,0.15,4月24日
049591國泰LD,1804710,3618000,78,0.5,0.52,0.35,0.75,4月3日,0.35,4月30日
049592國泰LE,411440,958000,27,0.43,0.41,0.36,0.58,4月2日,0.34,4月24日
049593國票EG,1999250,3203000,129,0.62,0.62,0.57,0.8,4月13日,0.39,4月5日
049594國票EH,409720,2154000,68,0.19,0.19,0.08,0.32,4月2日,0.07,4月27日
049596兆豐KD,270260,736000,28,0.37,0.38,0.31,0.56,4月2日,0.31,4月27日
049597兆豐KE,1699490,2178000,127,0.78,0.87,0.68,1.2,4月13日,0.6,4月30日
049598兆豐KF,2262160,1957000,45,1.16,1.13,0.93,1.37,4月2日,0.93,4月26日
049599永豐35,4582150,19897000,573,0.23,0.23,0.07,0.44,4月2日,0.05,4月30日
049600永豐36,5219540,9653000,299,0.54,0.49,0.46,0.75,4月17日,0.28,4月5日
049601C3元大,562950,1719000,66,0.33,0.32,0.21,0.64,4月3日,0.21,4月27日
0496025H富邦,6562920,16254000,263,0.4,0.37,0.18,0.52,4月2日,0.14,4月30日
0496035J富邦,6180,12000,2,0.52,0.52,0.5,0.53,4月16日,0.5,4月17日
049604凱基C7,8512700,6797000,431,1.25,1.22,0.9,1.83,4月3日,0.82,4月30日
049605凱基C8,3745900,3371000,231,1.11,1.08,0.78,1.63,4月2日,0.73,4月30日
049606凱基C9,1431110,2847000,121,0.5,0.51,0.39,0.88,4月3日,0.39,4月30日
049607凱基D1,152430,270000,2,0.56,0.58,0.58,0.58,4月6日,0.55,4月6日
049608寶來C9,27450,110000,6,0.25,0.29,0.18,0.38,4月13日,0.17,4月24日
049609寶來D1,2144740,2553000,119,0.84,0.78,0.64,1.08,4月5日,0.56,4月24日
04960PD7富邦,10260,1026000,21,0.01,0.01,0.01,0.01,4月3日,0.01,4月3日
049610寶來D2,92900,439000,37,0.21,0.19,0.15,0.32,4月2日,0.13,4月24日
049611寶來D3,1149140,2539000,60,0.45,0.44,0.45,0.54,4月3日,0.3,4月20日
049612寶來D4,16220,49000,10,0.33,0.35,0.27,0.47,4月3日,0.27,4月27日
049613寶來D5,424860,582000,16,0.73,0.65,0.4,0.77,4月6日,0.4,4月20日
049614寶來D6,26664390,41097000,781,0.65,0.56,0.21,1.28,4月2日,0.17,4月30日
049615群益35,2468260,6801000,138,0.36,0.33,0.17,0.51,4月13日,0.12,4月27日
049616群益36,505870,836000,33,0.61,0.6,0.49,0.85,4月13日,0.46,4月5日
049617群益37,4624290,5779000,164,0.8,0.82,0.56,1.15,4月2日,0.56,4月30日
049618群益38,346500,517000,35,0.67,0.65,0.6,0.81,4月2日,0.51,4月5日
049619群益39,86700,402000,20,0.22,0.21,0.15,0.39,4月2日,0.12,4月27日
049620群益40,5983780,9192000,134,0.65,0.69,0.47,0.9,4月3日,0.42,4月24日
049621群益41,2627100,2765000,503,0.95,1.02,0.94,1.4,4月3日,0.76,4月26日
049622群益42,1398430,2695000,65,0.52,0.48,0.24,0.67,4月2日,0.2,4月30日
049623群益43,798020,1908000,82,0.42,0.4,0.25,0.6,4月11日,0.24,4月30日
049624群益44,3096050,2238000,375,1.38,1.74,0.61,3.91,4月3日,0.42,4月30日
049625群益45,2542260,3314000,85,0.77,0.71,0.39,0.91,4月16日,0.39,4月30日
049626群益46,2061040,3046000,129,0.68,0.68,0.45,0.87,4月16日,0.45,4月30日
049627群益49,5812730,12888000,284,0.45,0.54,0.18,0.99,4月2日,0.17,4月30日
049628群益50,1339200,1274000,80,1.05,1,0.85,1.27,4月2日,0.75,4月23日
049629群益51,1058660,3134000,104,0.34,0.33,0.24,0.59,4月2日,0.17,4月20日
049630工銀NM,976870,1802000,48,0.54,0.72,0.4,1.12,4月13日,0.35,4月24日
049631工銀NN,276830,830000,206,0.33,0.31,0.35,0.43,4月20日,0.28,4月23日
049632工銀NP,123160,619000,12,0.2,0.22,0.2,0.24,4月20日,0.19,4月23日
049633凱基D2,5097190,4917000,164,1.04,1.02,0.86,1.36,4月2日,0.64,4月24日
049634永昌N2,26570,94000,11,0.28,0.3,0.26,0.37,4月2日,0.24,4月5日
049635永昌N3,112070,234000,22,0.48,0.51,0.48,0.64,4月3日,0.41,4月24日
049636永昌N4,418840,555000,59,0.75,0.78,0.88,1.03,4月27日,0.64,4月12日
049637永昌N5,740320,1399000,36,0.53,0.51,0.43,0.77,4月13日,0.39,4月23日
049638永昌N6,76900,250000,6,0.31,0.32,0.25,0.39,4月3日,0.25,4月20日
049640永昌N8,21400,195000,3,0.11,0.08,0.06,0.11,4月19日,0.06,4月25日
049642永昌AA,43560,99000,1,0.44,0.44,0.44,0.44,4月2日,0.44,4月2日
049643永昌AB,892370,1527000,62,0.58,0.57,0.53,0.7,4月2日,0.43,4月24日
049644C4元大,259480,412000,13,0.63,0.63,0.51,0.77,4月2日,0.51,4月26日
049646C6元大,2813390,9159000,178,0.31,0.34,0.19,0.5,4月2日,0.19,4月30日
049647C7元大,10000,30000,3,0.33,0.33,0.33,0.34,4月3日,0.33,4月3日
049648C8元大,350970,503000,21,0.7,0.74,0.69,0.94,4月16日,0.61,4月5日
049649C9元大,135990,502000,64,0.27,0.3,0.11,0.56,4月18日,0.1,4月27日
049650D1元大,435370,1016000,26,0.43,0.46,0.24,0.57,4月12日,0.24,4月30日
049651D2元大,540290,612000,19,0.88,0.69,0.51,1.14,4月2日,0.51,4月26日
049652康和DD,307890,396000,6,0.78,0.78,0.74,0.82,4月2日,0.74,4月3日
049653康和DE,27063950,8544000,358,3.17,2.92,3.51,3.72,4月27日,2.21,4月5日
049654康和DF,432270,330000,44,1.31,1.08,1.68,2.2,4月26日,0.78,4月3日
049655康和DG,4122430,2858000,144,1.44,1.35,0.95,2.4,4月13日,0.84,4月30日
