,民國101年12月,,,,,,,Dec-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
059002HR富邦,513810,495000,5,1.04,1.05,1.05,1.05,12月28日,1.03,12月28日
059003FJ元富,86200,115000,4,0.75,0.74,0.74,0.76,12月26日,0.74,12月26日
059004FK元富,298240,317000,106,0.94,0.91,0.91,1.01,12月25日,0.82,12月26日
059005FL元富,839600,647000,22,1.3,1.26,1.23,1.33,12月27日,1.23,12月28日
059006元大MH,7800,10000,1,0.78,0.78,0.78,0.78,12月27日,0.78,12月27日
059007元大MI,2966170,2309000,73,1.28,1.32,1.33,1.49,12月26日,1.2,12月24日
059008元大MJ,964830,982000,33,0.98,0.94,0.89,1.08,12月26日,0.89,12月28日
059009元大MK,447360,506000,19,0.88,0.86,0.85,1.01,12月24日,0.84,12月25日
059010BC凱基,90600,94000,12,0.96,0.97,0.97,0.99,12月28日,0.94,12月27日
059011BD凱基,61450,71000,5,0.87,0.86,0.86,0.87,12月28日,0.85,12月27日
059014統一5Q,200910,238000,6,0.84,0.84,0.85,0.86,12月28日,0.83,12月27日
059015統一5R,25910,26000,3,1,0.99,1,1.03,12月26日,0.94,12月25日
059016統一5S,215730,188000,18,1.15,1.13,1.13,1.19,12月27日,1.1,12月25日
059017G6兆豐,813930,2376000,38,0.34,0.33,0.33,0.36,12月26日,0.32,12月27日
059019中信FE,873190,421000,24,2.07,2.03,2.12,2.3,12月28日,1.78,12月25日
059020永豐DZ,2540,4000,2,0.64,0.64,0.64,0.64,12月28日,0.63,12月27日
059021日盛JR,179150,62000,14,2.89,2.92,2.85,3.06,12月28日,2.76,12月24日
059022日盛JS,68090,53000,7,1.28,1.28,1.28,1.32,12月24日,1.26,12月25日
059024日盛JU,2391460,1404000,31,1.7,1.64,1.68,1.78,12月27日,1.57,12月24日
059025日盛JV,73100,40000,3,1.83,1.84,1.8,1.87,12月26日,1.8,12月27日
059026日盛JW,1777930,687000,10,2.59,2.56,2.63,2.66,12月26日,2.51,12月27日
059028大華97,493020,594000,6,0.83,0.83,0.87,0.87,12月26日,0.79,12月25日
059029大華98,138550,166000,4,0.83,0.83,0.85,0.85,12月28日,0.8,12月24日
059031HS富邦,233740,199000,13,1.17,1.18,1.16,1.38,12月24日,1.13,12月27日
059032HU富邦,100500,100000,2,1,1,1.02,1.02,12月28日,0.99,12月27日
059033HV富邦,634880,596000,8,1.07,1.08,1.1,1.11,12月26日,1.02,12月25日
059034亞東CT,666950,440000,8,1.52,1.43,1.42,1.6,12月26日,1.33,12月25日
059035亞東CU,317360,473000,34,0.67,0.69,0.7,0.74,12月26日,0.63,12月27日
059036亞東CV,6100,10000,1,0.61,0.61,0.61,0.61,12月28日,0.61,12月28日
059037亞東CW,142500,140000,12,1.02,1.02,1.05,1.05,12月27日,0.97,12月25日
059040亞東CZ,28040,25000,4,1.12,1.05,1.15,1.15,12月28日,0.96,12月24日
059041亞東DA,577150,1155000,24,0.5,0.49,0.47,0.51,12月26日,0.47,12月28日
059042亞東DB,25900,30000,2,0.86,0.86,0.85,0.87,12月25日,0.85,12月28日
059043亞東DC,1082280,1434000,24,0.75,0.74,0.73,0.78,12月27日,0.72,12月26日
059045永昌15,3182560,1895000,34,1.68,1.66,1.63,1.75,12月26日,1.61,12月27日
059046永昌16,16570,13000,2,1.27,1.25,1.3,1.3,12月27日,1.19,12月25日
059047永昌17,88200,90000,4,0.98,0.97,0.94,1.03,12月26日,0.94,12月27日
059048永昌18,60380,72000,8,0.84,0.83,0.85,0.86,12月28日,0.81,12月27日
059049永昌19,25840,18000,3,1.44,1.33,1.5,1.55,12月26日,1.16,12月25日
059050永昌20,8900,10000,1,0.89,0.89,0.89,0.89,12月28日,0.89,12月28日
059051永昌21,8950,10000,2,0.9,0.9,0.9,0.9,12月26日,0.89,12月25日
059054永昌24,12960,16000,2,0.81,0.81,0.81,0.81,12月27日,0.81,12月27日
059055永昌25,1012110,1186000,12,0.85,0.86,0.91,0.91,12月28日,0.8,12月27日
059056FN元富,725630,385000,41,1.88,1.9,2.2,2.22,12月28日,1.67,12月26日
059057國泰7N,184230,373000,15,0.49,0.5,0.48,0.52,12月27日,0.48,12月28日
059058元大MP,1026890,683000,29,1.5,1.54,1.54,1.6,12月28日,1.44,12月27日
059059元大MQ,100140,57000,6,1.76,1.75,1.83,1.97,12月28日,1.67,12月26日
059060元大MR,165750,184000,7,0.9,0.89,0.89,0.91,12月26日,0.88,12月26日
059061元大MS,5550,5000,1,1.11,1.11,1.11,1.11,12月27日,1.11,12月27日
059062元大MT,219320,183000,15,1.2,1.19,1.2,1.27,12月26日,1.14,12月25日
059063元大MU,105800,121000,7,0.87,0.84,0.81,0.88,12月26日,0.81,12月27日
059064元大MV,15750,15000,2,1.05,1.06,1.07,1.07,12月27日,1.04,12月25日
059065元大MW,2472820,1198000,56,2.06,2.09,2.11,2.24,12月27日,1.99,12月26日
059066元大MX,409830,313000,23,1.31,1.15,1.33,1.42,12月28日,1,12月26日
059068元大MZ,118250,70000,9,1.69,1.67,1.68,1.74,12月28日,1.62,12月25日
059069元大NA,17050,10000,2,1.7,1.7,1.73,1.73,12月28日,1.68,12月27日
059070永豐EA,11620,14000,1,0.83,0.83,0.83,0.83,12月28日,0.83,12月28日
059072永豐EC,16840,16000,4,1.05,1.05,1.04,1.06,12月26日,1.04,12月26日
059073永豐ED,18000,20000,1,0.9,0.9,0.9,0.9,12月26日,0.9,12月26日
059074永豐EE,287320,258000,13,1.11,1.08,1.14,1.26,12月28日,0.93,12月25日
059075永豐EF,16500,16000,2,1.03,1.02,1.05,1.05,12月27日,1,12月26日
059076永豐EG,431610,329000,30,1.31,1.3,1.26,1.35,12月28日,1.26,12月28日
059077永豐EH,11400,15000,1,0.76,0.76,0.76,0.76,12月28日,0.76,12月28日
059078永豐EI,338070,378000,22,0.89,0.87,0.87,0.91,12月28日,0.82,12月26日
059079日盛JZ,960120,674000,11,1.42,1.37,1.35,1.44,12月27日,1.31,12月25日
059081日盛KB,317400,438000,9,0.72,0.75,0.76,0.78,12月28日,0.7,12月26日
059084大華A3,1943460,1345000,19,1.44,1.43,1.39,1.48,12月25日,1.39,12月27日
059085工銀FB,140200,120000,3,1.17,1.16,1.16,1.17,12月25日,1.16,12月26日
059086HW富邦,171000,300000,6,0.57,0.56,0.56,0.58,12月26日,0.56,12月27日
059087HX富邦,10950,6000,2,1.82,1.85,1.85,1.85,12月28日,1.82,12月28日
059089永昌27,9840,12000,1,0.82,0.82,0.82,0.82,12月28日,0.82,12月28日
059090永昌28,9300,10000,1,0.93,0.93,0.93,0.93,12月28日,0.93,12月28日
059091永昌29,2140,2000,1,1.07,1.07,1.07,1.07,12月28日,1.07,12月28日
059092永昌30,396890,632000,10,0.63,0.61,0.65,0.67,12月28日,0.59,12月27日
059094永昌32,1248110,1357000,21,0.92,0.88,0.85,0.97,12月26日,0.85,12月27日
059095永昌33,260240,299000,6,0.87,0.9,0.91,0.91,12月28日,0.87,12月28日
059096永昌34,9400,10000,1,0.94,0.94,0.94,0.94,12月28日,0.94,12月28日
059097永昌35,43050,24000,4,1.79,1.78,1.81,1.83,12月26日,1.7,12月27日
059099國泰7P,23500,25000,1,0.94,0.94,0.94,0.94,12月28日,0.94,12月28日
059100統一5T,30800,20000,1,1.54,1.54,1.54,1.54,12月28日,1.54,12月28日
059101統一5U,1265200,1125000,37,1.12,1.13,1.14,1.17,12月26日,1.09,12月27日
059102統一5V,3085250,1929000,58,1.6,1.61,1.6,1.69,12月26日,1.52,12月28日
059103統一5W,244900,210000,6,1.17,1.25,1.21,1.3,12月26日,1.16,12月28日
059104統一5X,118260,100000,4,1.18,1.24,1.35,1.35,12月28日,1.17,12月27日
059105統一5Y,313050,204000,11,1.53,1.54,1.52,1.67,12月28日,1.43,12月27日
059107統一6B,418390,441000,6,0.95,0.97,1.03,1.03,12月28日,0.92,12月27日
059108統一6C,91080,99000,1,0.92,0.92,0.92,0.92,12月27日,0.92,12月27日
059109統一6D,74900,75000,5,1,1,0.98,1.02,12月28日,0.98,12月28日
059110統一6E,23430,22000,3,1.06,1.07,1.07,1.09,12月28日,1.04,12月28日
059111統一6F,2223360,1714000,76,1.3,1.27,1.31,1.33,12月28日,1.17,12月27日
059113統一6H,547540,448000,7,1.22,1.19,1.16,1.26,12月27日,1.16,12月28日
0591165U群益,719800,520000,8,1.38,1.4,1.39,1.44,12月27日,1.36,12月26日
0591175V群益,52100,40000,3,1.3,1.29,1.32,1.32,12月27日,1.26,12月26日
0591185Z群益,807920,173000,31,4.67,4.46,4.86,4.92,12月28日,4.01,12月26日
0591196C群益,87480,84000,5,1.04,1.04,1.04,1.05,12月28日,1.04,12月28日
0591216E群益,13730,7000,2,1.96,1.89,1.89,1.99,12月28日,1.89,12月28日
0591226F群益,139600,140000,5,1,1,0.98,1.01,12月27日,0.97,12月28日
0591236G群益,23030,17000,3,1.35,1.38,1.4,1.4,12月28日,1.35,12月26日
059125永豐EK,12150,10000,2,1.22,1.21,1.23,1.23,12月27日,1.2,12月26日
059130永豐EQ,1520,2000,1,0.76,0.76,0.76,0.76,12月27日,0.76,12月27日
059131永豐ER,16200,20000,1,0.81,0.81,0.81,0.81,12月26日,0.81,12月26日
059132永豐ES,14840,17000,3,0.87,0.88,0.88,0.88,12月28日,0.87,12月27日
059134臺銀28,39390,41000,3,0.96,0.96,0.97,0.99,12月27日,0.95,12月27日
059137G8兆豐,54700,92000,3,0.59,0.59,0.57,0.63,12月26日,0.57,12月27日
059138G9兆豐,1120,3000,3,0.37,0.37,0.38,0.38,12月28日,0.36,12月26日
059140H2兆豐,24220,22000,2,1.1,1.06,1.11,1.11,12月28日,1.01,12月27日
059143H5兆豐,302120,253000,8,1.19,1.18,1.14,1.22,12月27日,1.13,12月28日
059145H7兆豐,251770,616000,14,0.41,0.41,0.41,0.43,12月26日,0.39,12月27日
059146國票2F,2464220,3056000,43,0.81,0.79,0.81,0.83,12月28日,0.77,12月27日
059147康和16,218940,213000,3,1.03,1.02,1.03,1.03,12月28日,1,12月27日
059150康和19,8960,8000,1,1.12,1.12,1.12,1.12,12月26日,1.12,12月26日
059151日盛KD,1795470,1918000,100,0.94,0.88,0.98,1,12月28日,0.75,12月26日
059154日盛KG,101100,84000,3,1.2,1.2,1.23,1.23,12月27日,1.17,12月26日
059157日盛KK,330600,354000,17,0.93,0.88,0.88,0.98,12月27日,0.88,12月27日
059159大華A5,18140,22000,6,0.82,0.83,0.8,0.87,12月27日,0.8,12月28日
059160大華A6,7560,14000,2,0.54,0.54,0.54,0.54,12月27日,0.54,12月27日
059161大華A7,3570,3000,1,1.19,1.19,1.19,1.19,12月28日,1.19,12月28日
059164工銀FD,575690,609000,11,0.95,0.96,0.96,0.97,12月27日,0.93,12月27日
059166中信FH,93400,50000,5,1.87,1.85,1.9,1.9,12月28日,1.79,12月27日
059168BJ凱基,265450,95000,9,2.79,2.74,2.6,2.87,12月27日,2.6,12月28日
059170BL凱基,1083840,506000,7,2.14,2.16,2.08,2.24,12月27日,2.04,12月27日
059172FR元富,22600,20000,1,1.13,1.13,1.13,1.13,12月26日,1.13,12月26日
059174FV元富,427290,501000,7,0.85,0.85,0.85,0.89,12月28日,0.85,12月28日
059175FW元富,416160,400000,6,1.04,1.04,1.08,1.08,12月27日,1.01,12月26日
059176FX元富,105900,72000,11,1.47,1.43,1.48,1.54,12月28日,1.38,12月27日
059179元大NB,52500,60000,4,0.88,0.88,0.9,0.9,12月28日,0.86,12月26日
059180元大NC,50200,40000,2,1.26,1.27,1.27,1.27,12月28日,1.25,12月28日
059181元大ND,42000,60000,2,0.7,0.7,0.7,0.7,12月26日,0.7,12月26日
059182元大NE,804900,601000,10,1.34,1.34,1.32,1.37,12月28日,1.32,12月28日
059183元大NF,26400,40000,2,0.66,0.66,0.68,0.68,12月27日,0.64,12月26日
059184元大NG,265950,195000,16,1.36,1.29,1.36,1.4,12月28日,1.24,12月27日
059185元大NH,121630,112000,11,1.09,1.1,1.07,1.15,12月28日,1.07,12月28日
059187元大NJ,3900,5000,1,0.78,0.78,0.78,0.78,12月28日,0.78,12月28日
059188元大NK,105000,60000,3,1.75,1.76,1.72,1.81,12月27日,1.72,12月28日
059189元大NL,402260,190000,18,2.12,2.06,2.15,2.22,12月28日,1.98,12月27日
059190元大NM,114700,83000,12,1.38,1.38,1.38,1.41,12月27日,1.34,12月28日
059191JB富邦,1026720,849000,28,1.21,1.21,1.22,1.27,12月26日,1.16,12月27日
059194元大NQ,13200,10000,1,1.32,1.32,1.32,1.32,12月28日,1.32,12月28日
059197元大NT,322800,57000,8,5.66,5.68,5.85,6,12月28日,5.1,12月27日
059199元大NV,3200,2000,1,1.6,1.6,1.6,1.6,12月28日,1.6,12月28日
059201GC元富,599350,366000,19,1.64,1.63,1.65,1.7,12月28日,1.6,12月28日
059203GE元富,30800,10000,1,3.08,3.08,3.08,3.08,12月27日,3.08,12月27日
059204GJ元富,3724980,1626000,45,2.29,2.22,2.3,2.36,12月28日,1.96,12月27日
059206永豐ET,10760,11000,2,0.98,0.97,0.98,0.98,12月28日,0.96,12月27日
059207永豐EU,8420,14000,4,0.6,0.6,0.59,0.61,12月28日,0.59,12月28日
059210永豐EX,31650,25000,3,1.27,1.27,1.22,1.31,12月27日,1.22,12月28日
059211永豐EY,87340,96000,12,0.91,0.92,0.92,0.93,12月27日,0.89,12月28日
059212永豐EZ,16050,20000,3,0.8,0.8,0.81,0.81,12月28日,0.78,12月27日
059214統一6N,102450,125000,6,0.82,0.82,0.82,0.84,12月28日,0.81,12月27日
059217統一6R,598710,416000,7,1.44,1.51,1.5,1.52,12月27日,1.43,12月28日
059218統一6S,52470,57000,5,0.92,0.94,0.98,0.98,12月28日,0.89,12月27日
059219亞東DG,11650,10000,3,1.16,1.16,1.16,1.17,12月28日,1.16,12月28日
059223大展L1,46500,50000,3,0.93,0.94,0.94,0.94,12月28日,0.9,12月28日
059225GM元富,325670,307000,5,1.06,1.11,1.11,1.11,12月28日,1.06,12月28日
059227BP凱基,196020,198000,2,0.99,0.99,0.99,0.99,12月28日,0.99,12月28日
059229BR凱基,80500,100000,2,0.8,0.8,0.8,0.81,12月28日,0.8,12月28日
059231BT凱基,6870,5000,4,1.37,1.36,1.36,1.4,12月28日,1.34,12月28日
059234BW凱基,2280,2000,1,1.14,1.14,1.14,1.14,12月28日,1.14,12月28日
059236BZ凱基,7100,10000,1,0.71,0.71,0.71,0.71,12月28日,0.71,12月28日
059237CA凱基,386530,463000,12,0.83,0.84,0.84,0.84,12月28日,0.82,12月28日
059239CC凱基,33590,12000,3,2.8,2.72,2.72,2.82,12月28日,2.72,12月28日
059242CG凱基,23200,30000,6,0.77,0.77,0.77,0.79,12月28日,0.77,12月28日
059248國票3F,30550,5000,4,6.11,6.05,6.05,6.3,12月28日,6.05,12月28日
059249國票4F,61970,43000,3,1.44,1.39,1.39,1.47,12月28日,1.39,12月28日
059251日盛KM,179700,60000,2,3,2.96,2.96,3.03,12月28日,2.96,12月28日
059254大華B1,31000,25000,1,1.24,1.24,1.24,1.24,12月28日,1.24,12月28日
0592596Q群益,286490,181000,15,1.58,1.6,1.6,1.81,12月28日,1.54,12月28日
0592626W群益,99960,41000,5,2.44,2.44,2.44,2.44,12月28日,2.43,12月28日
059264永豐FA,195340,211000,6,0.93,0.94,0.94,0.94,12月28日,0.91,12月28日
059265永豐FB,3330,3000,1,1.11,1.11,1.11,1.11,12月28日,1.11,12月28日
059266永豐FC,34000,50000,1,0.68,0.68,0.68,0.68,12月28日,0.68,12月28日
059267永豐FD,336600,396000,6,0.85,0.86,0.86,0.86,12月28日,0.84,12月28日
059271元大XF,11550,15000,1,0.77,0.77,0.77,0.77,12月28日,0.77,12月28日
059273元大XH,110750,88000,5,1.26,1.25,1.25,1.3,12月28日,1.24,12月28日
059275元大XJ,44900,50000,4,0.9,0.89,0.89,0.9,12月28日,0.89,12月28日
059277元大XL,2970,3000,1,0.99,0.99,0.99,0.99,12月28日,0.99,12月28日
05963PJ5元大,28890810,38270000,1751,0.75,0.81,0.83,1.02,12月3日,0.57,12月20日
05985P寶來G9,1560,156000,3,0.01,0.01,0.01,0.01,12月12日,0.01,12月12日
05989P寶來J3,550,55000,1,0.01,0.01,0.01,0.01,12月19日,0.01,12月19日
05990P寶來K2,27800,15000,2,1.85,1.87,1.92,1.92,12月18日,1.82,12月12日
05998P寶來L1,106490,206000,7,0.52,0.6,0.24,0.86,12月3日,0.24,12月14日
06001P寶來L9,4600,270000,10,0.02,0.02,0.01,0.03,12月4日,0.01,12月19日
06004P寶來M4,132180,3759000,52,0.04,0.03,0.01,0.09,12月4日,0.01,12月20日
06024P寶來N3,145140,361000,10,0.4,0.27,0.17,0.42,12月3日,0.17,12月24日
06025P寶來N7,663910,1366000,48,0.49,0.42,0.43,0.58,12月10日,0.24,12月13日
06086P寶來AV,650,65000,2,0.01,0.01,0.01,0.01,12月3日,0.01,12月3日
06100P寶來BP,29000,10000,1,2.9,2.9,2.9,2.9,12月4日,2.9,12月4日
06103P寶來BW,18110,1811000,49,0.01,0.01,0.01,0.01,12月6日,0.01,12月6日
06104P寶來BY,300,30000,2,0.01,0.01,0.01,0.01,12月6日,0.01,12月6日
06132P大華CT,15412940,51521000,1593,0.3,0.3,0.25,0.58,12月3日,0.11,12月20日
06140P凱基CL,3660,10000,4,0.37,0.38,0.39,0.39,12月7日,0.34,12月3日
06153P亞東10,132670,1060000,27,0.13,0.12,0.14,0.2,12月20日,0.07,12月10日
06343P凱基EQ,1800,180000,18,0.01,0.01,0.01,0.01,12月22日,0.01,12月22日
06397P群益9T,1149450,7259000,122,0.16,0.14,0.03,0.23,12月5日,0.03,12月26日
06454P兆豐6G,305250,204000,9,1.5,1.3,1.2,1.79,12月3日,1.2,12月4日
06486P群益AH,24600,60000,4,0.41,0.41,0.33,0.49,12月3日,0.33,12月5日
06491P富邦B3,178290,1254000,52,0.14,0.15,0.05,0.26,12月3日,0.05,12月28日
06511P元大6J,2900,290000,13,0.01,0.01,0.01,0.01,12月4日,0.01,12月4日
06534P元大6U,180,3000,1,0.06,0.06,0.06,0.06,12月5日,0.06,12月5日
06650P兆豐8M,250,25000,3,0.01,0.01,0.01,0.01,12月13日,0.01,12月13日
06651P兆豐8N,1510,151000,4,0.01,0.01,0.01,0.01,12月18日,0.01,12月18日
06717P兆豐9X,191550,325000,18,0.59,0.55,0.45,0.7,12月11日,0.32,12月19日
06718P凱基JN,3433620,12849000,234,0.27,0.25,0.11,0.45,12月3日,0.11,12月25日
06745P元富KB,650,65000,2,0.01,0.01,0.01,0.01,12月13日,0.01,12月13日
06749P元大A9,86940,269000,19,0.32,0.34,0.34,0.43,12月17日,0.26,12月6日
06762P群益CE,24210,323000,9,0.07,0.1,0.14,0.14,12月21日,0.07,12月12日
06765P群益CM,242430,880000,17,0.28,0.36,0.39,0.39,12月21日,0.26,12月6日
06771P兆豐04,90,9000,1,0.01,0.01,0.01,0.01,12月18日,0.01,12月18日
06774P群益CN,321090,655000,53,0.49,0.47,0.23,0.61,12月5日,0.23,12月28日
06777P群益CZ,13680,34000,2,0.4,0.28,0.12,0.44,12月18日,0.12,12月27日
06828P大華KT,400,40000,1,0.01,0.01,0.01,0.01,12月3日,0.01,12月3日
06835P群益DG,2620,262000,11,0.01,0.01,0.01,0.01,12月4日,0.01,12月4日
06843P日盛81,12580,1258000,81,0.01,0.01,0.01,0.01,12月5日,0.01,12月5日
06851P元大I4,4050,9000,5,0.45,0.45,0.39,0.49,12月3日,0.39,12月5日
06857P國泰59,12000,150000,2,0.08,0.08,0.08,0.08,12月3日,0.08,12月3日
06859P元大I7,2480,62000,1,0.04,0.04,0.04,0.04,12月6日,0.04,12月6日
06860P元大I8,220,22000,1,0.01,0.01,0.01,0.01,12月3日,0.01,12月3日
06861P元大I9,66670,361000,12,0.18,0.18,0.16,0.22,12月10日,0.14,12月20日
06865P大華LG,313160,780000,10,0.4,0.41,0.41,0.41,12月6日,0.4,12月6日
06868P富邦BR,7200,10000,1,0.72,0.72,0.72,0.72,12月14日,0.72,12月14日
06869P富邦BV,700,10000,1,0.07,0.07,0.07,0.07,12月4日,0.07,12月4日
06872PEE永豐,4150,61000,8,0.07,0.06,0.03,0.13,12月3日,0.01,12月7日
06874P國票HH,31060,158000,20,0.2,0.22,0.24,0.35,12月3日,0.09,12月6日
06878P元大J9,11070,766000,24,0.01,0.02,0.02,0.03,12月17日,0.01,12月14日
06879P元大K1,745490,3675000,58,0.2,0.27,0.29,0.48,12月3日,0.01,12月5日
06880P元大K2,500,50000,5,0.01,0.01,0.01,0.01,12月6日,0.01,12月6日
06883P群益DK,3070,307000,4,0.01,0.01,0.01,0.01,12月5日,0.01,12月5日
06884P群益DL,400,40000,1,0.01,0.01,0.01,0.01,12月4日,0.01,12月4日
06886P國泰60,17800,20000,1,0.89,0.89,0.89,0.89,12月7日,0.89,12月7日
06887P國泰61,35930,44000,19,0.82,0.85,0.78,1.04,12月3日,0.71,12月6日
06891P日盛85,62380,138000,8,0.45,0.45,0.44,0.46,12月4日,0.43,12月10日
06894P元富MD,100,10000,1,0.01,0.01,0.01,0.01,12月10日,0.01,12月10日
06896P中信A7,18020,1198000,73,0.02,0.02,0.01,0.02,12月11日,0.01,12月13日
06897P兆豐22,3560,204000,14,0.02,0.02,0.01,0.03,12月6日,0.01,12月28日
06898P元富MJ,7530,119000,9,0.06,0.07,0.07,0.08,12月5日,0.05,12月4日
06900PES永豐,36630,198000,4,0.18,0.18,0.18,0.19,12月4日,0.18,12月5日
06902P元大M4,830,1000,1,0.83,0.83,0.83,0.83,12月11日,0.83,12月11日
06904P康和GN,24000,30000,2,0.8,0.8,0.8,0.8,12月4日,0.8,12月4日
06909P工銀D5,500,50000,1,0.01,0.01,0.01,0.01,12月11日,0.01,12月11日
06911P工銀D8,1600,20000,1,0.08,0.08,0.08,0.08,12月4日,0.08,12月4日
06912P工銀D9,292990,582000,49,0.5,0.47,0.37,0.67,12月3日,0.28,12月6日
06914P統一BJ,181440,196000,14,0.93,0.94,0.99,0.99,12月12日,0.88,12月10日
06916P群益DW,360300,400000,11,0.9,0.89,0.83,0.95,12月5日,0.83,12月19日
06919P大華LN,1050,100000,2,0.01,0.03,0.01,0.06,12月3日,0.01,12月13日
06920P康和GU,1940,194000,21,0.01,0.01,0.01,0.01,12月12日,0.01,12月12日
06921P康和GV,1620,2000,2,0.81,0.81,0.93,0.93,12月11日,0.69,12月6日
06922P康和GW,15000,100000,2,0.15,0.15,0.15,0.15,12月3日,0.15,12月3日
06924P康和GY,27700,40000,4,0.69,0.76,0.5,0.92,12月3日,0.5,12月11日
06928P元大N4,93630,157000,31,0.6,0.64,0.37,0.87,12月4日,0.3,12月13日
06930P凱基LV,44280,200000,4,0.22,0.27,0.22,0.36,12月3日,0.22,12月7日
06932P日盛90,1139990,1734000,106,0.66,0.65,0.41,1.08,12月3日,0.31,12月13日
06936PEY永豐,23780,218000,3,0.11,0.11,0.1,0.11,12月5日,0.1,12月7日
06937PEZ永豐,147130,507000,12,0.29,0.33,0.07,0.72,12月3日,0.07,12月14日
06941P凱基LX,130,2000,2,0.06,0.07,0.07,0.07,12月3日,0.06,12月3日
06944P凱基MD,990,99000,10,0.01,0.01,0.01,0.01,12月14日,0.01,12月14日
06947P群益EC,44900,130000,4,0.35,0.31,0.11,0.56,12月3日,0.11,12月14日
06953P統一BM,9690,31000,4,0.31,0.32,0.31,0.33,12月3日,0.31,12月17日
06955P元富MX,10170,109000,5,0.09,0.09,0.01,0.13,12月4日,0.01,12月18日
06956P中信B4,11670,528000,36,0.02,0.02,0.02,0.04,12月19日,0.01,12月18日
06958P富邦CS,7150,715000,12,0.01,0.01,0.01,0.01,12月18日,0.01,12月18日
06959P富邦CU,1200,5000,1,0.24,0.24,0.24,0.24,12月5日,0.24,12月5日
06963P康和HE,150,15000,1,0.01,0.01,0.01,0.01,12月18日,0.01,12月18日
06965P康和HG,110,1000,1,0.11,0.11,0.11,0.11,12月18日,0.11,12月18日
06966P康和HH,25240,57000,5,0.44,0.43,0.44,0.49,12月6日,0.37,12月7日
06968P康和HM,4150,5000,1,0.83,0.83,0.83,0.83,12月10日,0.83,12月10日
06969P日盛96,2930,293000,9,0.01,0.01,0.01,0.01,12月18日,0.01,12月18日
06970P日盛97,800,80000,4,0.01,0.01,0.01,0.01,12月5日,0.01,12月5日
06972P大華LX,100,10000,1,0.01,0.01,0.01,0.01,12月18日,0.01,12月18日
06973P工銀F3,1025140,1268000,74,0.81,0.76,0.69,1.07,12月7日,0.49,12月13日
06976P中信B5,2350,230000,9,0.01,0.02,0.02,0.02,12月17日,0.01,12月13日
06977P中信B7,19190,21000,2,0.91,0.86,0.79,0.92,12月7日,0.79,12月19日
06979P日盛1A,45820,93000,4,0.49,0.46,0.39,0.53,12月3日,0.39,12月5日
06980P富邦CV,104040,158000,13,0.66,0.65,0.58,0.71,12月5日,0.58,12月28日
06981P工銀G1,4000,200000,3,0.02,0.02,0.02,0.02,12月4日,0.02,12月4日
06982P凱基MR,8320,212000,17,0.04,0.06,0.01,0.11,12月4日,0.01,12月22日
06984P群益EP,15000,300000,5,0.05,0.05,0.05,0.05,12月4日,0.05,12月4日
06988P康和HT,88250,322000,25,0.27,0.28,0.27,0.42,12月12日,0.19,12月6日
06989P康和HU,1445060,558000,10,2.59,2.72,2.61,3.12,12月17日,2.51,12月5日
06990P兆豐50,6700,30000,3,0.22,0.22,0.3,0.3,12月22日,0.17,12月19日
06993P元大32,2940,294000,4,0.01,0.01,0.01,0.01,12月10日,0.01,12月10日
06994P元大33,196070,434000,15,0.45,0.44,0.38,0.57,12月21日,0.38,12月28日
06995P元大34,312930,595000,27,0.53,0.54,0.57,0.6,12月21日,0.45,12月3日
06996P國票HW,2100,210000,4,0.01,0.01,0.01,0.01,12月22日,0.01,12月22日
06997P國票HX,8160,8000,3,1.02,1.05,1.26,1.26,12月17日,0.93,12月4日
06999P國票JA,61620,271000,6,0.23,0.27,0.18,0.38,12月3日,0.18,12月22日
07001P大華MC,3300,330000,7,0.01,0.01,0.01,0.01,12月24日,0.01,12月24日
07003P日盛1H,10,1000,1,0.01,0.01,0.01,0.01,12月22日,0.01,12月22日
