,民國101年07月,,,,,,,Jul-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
052290富邦D7,563300,1025000,27,0.55,0.53,0.53,0.6,7月11日,0.48,7月30日
052291富邦D8,6740,17000,3,0.4,0.39,0.22,0.48,7月2日,0.22,7月26日
052292富邦D9,64900,230000,26,0.28,0.3,0.21,0.45,7月5日,0.13,7月16日
052293富邦E1,234590,775000,386,0.3,0.22,0.07,0.32,7月4日,0.07,7月16日
052294富邦E2,1069910,1404000,45,0.76,0.72,0.73,1.2,7月5日,0.38,7月25日
052295臺銀05,384460,727000,25,0.53,0.57,0.31,1.04,7月6日,0.28,7月27日
052296臺銀06,224180,192000,92,1.17,1.06,0.91,1.27,7月30日,0.91,7月31日
052297群益AN,1369500,5506000,107,0.25,0.25,0.13,0.48,7月5日,0.06,7月24日
052298群益AP,4823750,5963000,124,0.81,0.9,0.64,1.29,7月4日,0.45,7月26日
052300群益AV,109420,232000,14,0.47,0.45,0.28,0.64,7月5日,0.25,7月19日
052301群益AW,40590,198000,2,0.2,0.2,0.2,0.21,7月23日,0.2,7月24日
052302兆豐6W,120950,354000,36,0.34,0.36,0.36,1.1,7月27日,0.25,7月26日
052303兆豐6X,200210,1627000,33,0.12,0.1,0.08,0.13,7月3日,0.02,7月31日
052305兆豐6Z,894780,4912000,89,0.18,0.17,0.15,0.26,7月3日,0.13,7月25日
052306兆豐7A,52360,106000,6,0.49,0.52,0.52,0.56,7月24日,0.47,7月3日
052307兆豐7B,1057200,2319000,51,0.46,0.41,0.69,0.69,7月31日,0.23,7月25日
052308兆豐7C,172950,330000,12,0.52,0.56,0.56,0.6,7月30日,0.46,7月17日
052309兆豐7D,286250,383000,76,0.75,0.75,0.61,0.91,7月5日,0.6,7月25日
052310兆豐7E,108770,120000,11,0.91,0.89,0.69,0.99,7月5日,0.69,7月17日
052311兆豐7F,173870,927000,35,0.19,0.15,0.09,0.23,7月12日,0.08,7月24日
052312兆豐7G,380120,490000,25,0.78,0.74,0.82,0.9,7月31日,0.59,7月19日
052313兆豐7H,54800,159000,9,0.34,0.35,0.26,0.43,7月3日,0.22,7月23日
052314兆豐7J,21500,75000,2,0.29,0.29,0.29,0.29,7月6日,0.28,7月3日
052315兆豐7K,1645100,3009000,107,0.55,0.55,0.58,0.62,7月12日,0.46,7月25日
052316兆豐7L,151670,1212000,36,0.13,0.09,0.05,0.15,7月4日,0.03,7月25日
052317兆豐7M,3492670,8608000,244,0.41,0.39,0.29,0.55,7月10日,0.21,7月26日
052318兆豐7N,225490,402000,22,0.56,0.56,0.66,0.66,7月31日,0.49,7月10日
052319K2永豐,1114460,2898000,65,0.38,0.57,0.31,0.92,7月10日,0.26,7月26日
052320統一M7,11228510,8314000,231,1.35,1.29,1.19,1.63,7月4日,0.95,7月17日
052321統一M9,457400,1770000,68,0.26,0.29,0.22,0.43,7月3日,0.18,7月26日
052322統一N2,620290,775000,216,0.8,0.83,0.94,0.94,7月30日,0.74,7月16日
052323統一N3,262840,980000,24,0.27,0.3,0.31,0.44,7月5日,0.21,7月18日
052324統一N4,351800,548000,20,0.64,0.51,0.39,0.7,7月4日,0.27,7月24日
052325統一N5,17764570,12352000,376,1.44,1.44,1.89,1.91,7月10日,0.82,7月2日
052326凱基GR,37362500,29458000,530,1.27,1.33,0.9,2.08,7月10日,0.64,7月26日
052327凱基GS,30111410,15357000,954,1.96,1.83,1.57,2.32,7月10日,1.19,7月26日
052328凱基GT,2792060,6494000,105,0.43,0.38,0.23,0.55,7月3日,0.23,7月31日
052329元大7F,125650,1595000,20,0.08,0.08,0.08,0.1,7月3日,0.07,7月30日
052330元大7G,540290,582000,37,0.93,0.89,0.87,1.38,7月6日,0.54,7月18日
052331元大7H,3524920,3623000,858,0.97,1,1.29,1.29,7月31日,0.83,7月18日
052332元大7I,8407590,5786000,217,1.45,1.45,1.55,1.76,7月27日,1.17,7月17日
052333國票GS,1013720,1829000,63,0.55,0.5,0.21,0.86,7月4日,0.15,7月26日
052334國票GT,517050,934000,48,0.55,0.61,0.55,0.91,7月6日,0.4,7月27日
052335國票GV,7913600,7278000,159,1.09,1.07,1.1,1.22,7月18日,0.89,7月2日
052336日盛39,476650,2258000,31,0.21,0.52,0.29,1.12,7月4日,0.18,7月26日
052337日盛40,6043410,22678000,366,0.27,0.4,0.17,0.77,7月5日,0.1,7月26日
052338日盛41,5771160,5981000,107,0.96,0.92,0.98,1.23,7月4日,0.62,7月24日
052339大華GW,1695830,2469000,54,0.69,0.76,0.83,0.99,7月10日,0.5,7月25日
052340大華GX,1206250,1331000,72,0.91,1.06,0.81,1.61,7月6日,0.55,7月26日
052341大華GY,240740,201000,40,1.2,1.18,1.32,1.46,7月2日,1.03,7月17日
052342大華GZ,14590,105000,6,0.14,0.12,0.12,0.17,7月5日,0.09,7月13日
052343群益AY,8350,40000,3,0.21,0.19,0.11,0.24,7月4日,0.11,7月31日
052344群益AZ,11591280,9744000,244,1.19,1.14,1.38,1.53,7月10日,0.91,7月17日
052345富邦E3,9256440,6306000,221,1.47,1.56,2.1,2.17,7月23日,1.16,7月2日
052346富邦E5,1601930,3638000,137,0.44,0.44,0.42,0.67,7月4日,0.22,7月25日
052347富邦E7,1901950,2127000,49,0.89,0.66,0.37,1.05,7月12日,0.35,7月24日
052348富邦E8,4029960,4571000,243,0.88,0.81,0.98,1.06,7月12日,0.63,7月26日
052349富邦E9,1067320,1309000,55,0.82,0.95,0.64,1.28,7月5日,0.48,7月26日
052350富邦F1,1257320,1379000,64,0.91,0.79,0.82,1.05,7月4日,0.54,7月24日
052351富邦F3,49510,185000,14,0.27,0.28,0.26,0.34,7月2日,0.25,7月30日
052352富邦F4,351410,778000,28,0.45,0.46,0.49,0.56,7月30日,0.36,7月16日
052353富邦F5,271290,549000,27,0.49,0.52,0.59,0.61,7月30日,0.35,7月25日
052354富邦F6,519490,956000,50,0.54,0.6,0.42,1.05,7月2日,0.25,7月26日
052355富邦F7,1267790,1349000,40,0.94,0.82,0.46,1.13,7月6日,0.46,7月24日
052356富邦F8,15100,215000,6,0.07,0.05,0.04,0.08,7月10日,0.03,7月20日
052357富邦F9,93800,460000,8,0.2,0.17,0.09,0.22,7月9日,0.09,7月17日
052358兆豐7P,2350,7000,4,0.34,0.34,0.31,0.41,7月4日,0.29,7月16日
052359兆豐7Q,293660,609000,8,0.48,0.49,0.49,0.53,7月18日,0.42,7月2日
052360兆豐7R,172130,171000,11,1.01,1.01,1.23,1.23,7月27日,0.88,7月2日
052361兆豐7S,5600,12000,5,0.47,0.51,0.31,0.65,7月3日,0.31,7月18日
052362兆豐7T,761200,884000,35,0.86,0.94,1.13,1.13,7月30日,0.68,7月5日
052363兆豐7U,1494580,1579000,87,0.95,0.99,1.29,1.29,7月31日,0.8,7月13日
052364K3永豐,109010,196000,12,0.56,0.57,0.59,0.62,7月5日,0.49,7月12日
052365K4永豐,93010,404000,9,0.23,0.29,0.25,0.48,7月10日,0.21,7月26日
052366K6永豐,378580,574000,23,0.66,0.71,0.62,1.14,7月2日,0.49,7月17日
052367K7永豐,430500,615000,16,0.7,0.75,0.81,0.82,7月13日,0.65,7月24日
052368K8永豐,408210,1624000,42,0.25,0.38,0.46,0.59,7月4日,0.2,7月24日
052369K9永豐,481980,5310000,83,0.09,0.07,0.07,0.14,7月4日,0.04,7月25日
052370L1永豐,130700,530000,13,0.25,0.26,0.19,0.32,7月3日,0.19,7月12日
052371L2永豐,20150,30000,4,0.67,0.64,0.56,0.77,7月5日,0.56,7月26日
052372L3永豐,1078280,1627000,19,0.66,0.69,0.56,0.95,7月12日,0.51,7月27日
052373L4永豐,150590,658000,8,0.23,0.22,0.17,0.31,7月6日,0.17,7月31日
052374元大7J,3288030,7960000,166,0.41,0.5,0.5,4.43,7月30日,0.31,7月25日
052375元大7K,861080,2846000,55,0.3,0.27,0.14,0.66,7月5日,0.13,7月24日
052376元大7L,8144800,8207000,392,0.99,0.93,1.28,1.39,7月30日,0.67,7月10日
052377元大7M,458420,2076000,38,0.22,0.16,0.08,0.3,7月4日,0.07,7月25日
052378元大7N,4330630,3708000,121,1.17,1.19,1.53,1.53,7月31日,0.91,7月13日
052379元大7P,4990830,4353000,149,1.15,1.11,1.2,1.55,7月10日,0.88,7月24日
052380元大7Q,5587650,6502000,234,0.86,0.82,0.91,1,7月30日,0.62,7月2日
052381元大7R,1539600,3677000,63,0.42,0.4,0.35,0.48,7月2日,0.33,7月25日
052382元大7S,1650040,2134000,80,0.77,0.84,1.39,1.39,7月31日,0.62,7月6日
052383元大7T,670780,1678000,63,0.4,0.46,0.35,0.79,7月6日,0.29,7月25日
052384國泰31,16148100,12100000,710,1.33,1.28,1.02,2.04,7月4日,0.96,7月26日
052385國泰33,7224660,14860000,347,0.49,0.46,0.6,0.8,7月5日,0.23,7月23日
052386日盛44,1114330,3460000,75,0.32,0.41,0.52,0.9,7月4日,0.22,7月24日
052387日盛45,5548510,4560000,97,1.22,1.26,1.49,1.5,7月25日,0.96,7月13日
052388日盛46,605950,2113000,58,0.29,0.27,0.24,0.45,7月3日,0.19,7月25日
052389日盛47,590930,488000,28,1.21,1.23,1.25,1.39,7月4日,1,7月25日
052390日盛50,355930,606000,105,0.59,0.8,0.54,1.16,7月9日,0.42,7月30日
052391日盛51,13639630,15375000,184,0.89,0.86,0.59,1.42,7月6日,0.41,7月26日
052392大華HB,9813890,10300000,392,0.95,0.87,1.1,1.52,7月4日,0.42,7月23日
052393大華HC,1096320,1838000,51,0.6,0.58,0.53,0.8,7月2日,0.38,7月25日
052394大華HD,1125160,3398000,88,0.33,0.42,0.32,0.71,7月6日,0.25,7月20日
052395大華HH,428670,453000,19,0.95,0.91,1.21,1.25,7月31日,0.73,7月23日
052396大華HI,45700,51000,11,0.9,0.9,0.92,0.98,7月4日,0.84,7月26日
052397大華HJ,9584750,11448000,521,0.84,0.78,0.66,1,7月12日,0.57,7月27日
052398大華HK,14100,30000,6,0.47,0.55,0.51,0.63,7月11日,0.43,7月25日
052399大華HL,8082170,11445000,266,0.71,0.63,0.25,1.04,7月2日,0.23,7月31日
052400大華HM,5269890,4489000,155,1.17,1.24,1.48,1.48,7月30日,0.94,7月13日
052401大華HN,2200,5000,1,0.44,0.44,0.44,0.44,7月3日,0.44,7月3日
052402大華HP,277020,424000,16,0.65,0.66,0.72,0.73,7月31日,0.59,7月30日
052403大華HQ,1528490,3500000,50,0.44,0.39,0.24,0.6,7月4日,0.21,7月25日
052404中信89,2009340,4327000,184,0.46,0.5,0.46,0.78,7月3日,0.37,7月13日
052405中信90,577930,1960000,46,0.29,0.38,0.28,0.71,7月4日,0.17,7月25日
052406中信91,13367040,13841000,237,0.97,0.93,0.81,1.18,7月2日,0.64,7月27日
052407富邦G1,231090,468000,24,0.49,0.48,0.5,0.55,7月6日,0.41,7月17日
052408富邦G2,2070880,1709000,57,1.21,1.24,1.57,1.57,7月31日,0.99,7月2日
052409富邦G3,222510,262000,17,0.85,0.85,1,1,7月30日,0.72,7月24日
052410富邦G4,3379370,3501000,203,0.97,0.96,1.41,1.41,7月31日,0.71,7月2日
052411富邦G5,1403390,2095000,67,0.67,0.69,0.7,0.92,7月9日,0.5,7月26日
052412富邦G6,58350,60000,3,0.97,1.16,0.91,1.61,7月6日,0.91,7月31日
052413富邦G7,5390750,5261000,76,1.02,0.89,0.77,1.14,7月10日,0.61,7月26日
052414富邦G8,730440,2282000,85,0.32,0.41,0.25,0.74,7月3日,0.16,7月26日
052415富邦H1,547250,1665000,34,0.33,0.36,0.31,0.52,7月2日,0.25,7月25日
052416富邦H3,160750,622000,19,0.26,0.28,0.18,0.38,7月5日,0.18,7月24日
052417富邦H4,1354200,2109000,74,0.64,0.56,0.37,0.77,7月4日,0.35,7月30日
052418凱基GV,381500,590000,17,0.65,0.61,0.63,0.72,7月17日,0.49,7月24日
052419凱基GX,2211470,2088000,61,1.06,0.97,1.31,1.31,7月31日,0.77,7月24日
052420凱基GY,728890,898000,19,0.81,0.77,0.4,1.23,7月6日,0.37,7月25日
052421凱基GZ,2240210,3668000,44,0.61,0.63,0.56,0.75,7月3日,0.55,7月17日
052422大眾2Q,335520,378000,9,0.89,0.86,0.75,0.93,7月2日,0.75,7月10日
052423大眾3Q,276380,746000,21,0.37,0.36,0.22,0.55,7月11日,0.22,7月23日
052424兆豐7V,13740,20000,5,0.69,0.68,0.67,0.79,7月4日,0.59,7月12日
052425兆豐7W,327650,513000,21,0.64,0.62,0.74,0.74,7月31日,0.44,7月23日
052426兆豐7X,1500,5000,1,0.3,0.3,0.3,0.3,7月3日,0.3,7月3日
052427兆豐7Y,2256320,2433000,80,0.93,0.87,1.11,1.14,7月31日,0.75,7月24日
052428兆豐7Z,261770,1330000,44,0.2,0.19,0.21,0.29,7月4日,0.13,7月25日
052429兆豐8A,125980,252000,10,0.5,0.47,0.45,0.53,7月12日,0.42,7月23日
052430兆豐8B,405400,660000,18,0.61,0.61,0.59,0.67,7月11日,0.54,7月2日
052431兆豐8C,2548340,2213000,35,1.15,0.97,1.25,1.57,7月30日,0.83,7月2日
052432兆豐8D,1373800,1695000,72,0.81,0.71,0.9,0.91,7月23日,0.46,7月3日
052433兆豐8E,3642340,5108000,178,0.71,0.67,0.75,1.13,7月23日,0.57,7月24日
052434兆豐8F,371640,1637000,57,0.23,0.24,0.25,0.44,7月6日,0.14,7月26日
052435兆豐8G,124850,290000,23,0.43,0.44,0.45,0.48,7月5日,0.41,7月18日
052436兆豐8H,2603950,2775000,74,0.94,0.95,1.11,1.23,7月10日,0.62,7月3日
052437兆豐8J,28600,260000,3,0.11,0.11,0.11,0.11,7月17日,0.11,7月17日
052438元富GQ,2297710,2343000,138,0.98,0.91,0.84,1.16,7月30日,0.78,7月18日
052439元富GR,4122260,6529000,102,0.63,0.6,0.44,0.76,7月12日,0.43,7月25日
052440元富GT,280350,340000,14,0.82,0.78,0.69,0.88,7月9日,0.69,7月13日
052441元富GU,38400,70000,3,0.55,0.58,0.49,0.69,7月2日,0.49,7月13日
052442元富GV,7599150,9656000,164,0.79,0.75,1.05,1.05,7月31日,0.63,7月24日
052443凱基HA,1244380,5666000,84,0.22,0.25,0.06,0.43,7月4日,0.06,7月30日
052444凱基HB,7161100,8383000,318,0.85,0.91,1.11,1.32,7月3日,0.59,7月23日
052445凱基HC,7000,50000,1,0.14,0.14,0.14,0.14,7月30日,0.14,7月30日
052446凱基HD,3442090,3134000,80,1.1,0.99,1.02,1.21,7月4日,0.83,7月25日
052447凱基HE,115050,207000,15,0.56,0.54,0.46,0.65,7月2日,0.45,7月30日
052448凱基HG,197620,964000,42,0.2,0.19,0.22,0.27,7月4日,0.14,7月18日
052449凱基HH,4782770,6273000,222,0.76,0.75,0.81,1.08,7月10日,0.49,7月25日
052450永昌DH,54400,80000,1,0.68,0.68,0.68,0.68,7月3日,0.68,7月3日
052451永昌DJ,1143730,1358000,18,0.84,0.85,0.98,0.98,7月18日,0.75,7月16日
052452永昌DK,92940,169000,25,0.55,0.54,0.35,0.72,7月10日,0.29,7月26日
052453永昌DL,51550,85000,5,0.61,0.56,0.72,0.72,7月31日,0.39,7月10日
052454永昌DM,466650,835000,21,0.56,0.55,0.49,0.68,7月9日,0.42,7月24日
052455永昌DN,637170,2542000,83,0.25,0.26,0.23,0.45,7月6日,0.18,7月24日
052456永昌DP,225310,364000,25,0.62,0.64,0.7,0.77,7月30日,0.49,7月2日
052457永昌DQ,5850,10000,2,0.58,0.58,0.58,0.59,7月27日,0.58,7月30日
052458永昌DR,62200,85000,3,0.73,0.74,0.76,0.76,7月31日,0.73,7月2日
052459永昌DS,123240,166000,8,0.74,0.78,0.78,0.79,7月2日,0.73,7月2日
052460永昌DT,15840,109000,4,0.15,0.2,0.14,0.3,7月10日,0.14,7月23日
052462國泰35,2889690,2940000,103,0.98,0.89,1.25,1.25,7月31日,0.74,7月16日
052463國泰36,1733110,2879000,51,0.6,0.61,0.88,0.88,7月31日,0.5,7月16日
052464統一N6,1392040,1468000,92,0.95,1.02,1.78,1.78,7月31日,0.7,7月5日
052465統一N8,4390,7000,2,0.63,0.63,0.61,0.65,7月2日,0.61,7月19日
052466統一N9,4143460,3778000,99,1.1,1.21,1.46,1.46,7月31日,0.95,7月2日
052467統一AA,2606770,3683000,101,0.71,0.65,0.6,0.75,7月10日,0.48,7月24日
052468群益BC,2956590,3314000,360,0.89,1.03,1.1,1.54,7月4日,0.61,7月25日
052469群益BD,11943140,7354000,390,1.62,1.56,1.69,2.24,7月4日,0.99,7月25日
052470群益BE,18265360,10480000,175,1.74,1.72,1.5,2.51,7月6日,1.07,7月26日
052471群益BF,1310790,1042000,45,1.26,1.2,1.34,1.4,7月30日,1.08,7月23日
052472群益BG,369400,436000,18,0.85,0.81,0.94,0.98,7月5日,0.61,7月19日
052473群益BH,3488990,3318000,101,1.05,1.05,1.39,1.39,7月31日,0.89,7月23日
052474群益BJ,454360,891000,21,0.51,0.49,0.44,0.59,7月4日,0.35,7月18日
052475群益BL,19526510,8807000,245,2.22,2.14,2.32,2.79,7月10日,1.8,7月2日
052476群益BQ,10753770,9589000,303,1.12,1.1,0.97,1.37,7月4日,0.9,7月31日
052477元大7U,145410,322000,35,0.45,0.44,0.47,0.48,7月17日,0.39,7月26日
052478日盛53,987490,1373000,30,0.72,0.79,1.04,1.04,7月31日,0.66,7月25日
052479日盛54,82300,368000,18,0.22,0.28,0.37,0.45,7月3日,0.16,7月25日
052480日盛55,426130,1496000,28,0.28,0.27,0.22,0.32,7月13日,0.2,7月26日
052484L8永豐,575200,835000,9,0.69,0.69,0.67,0.76,7月3日,0.65,7月18日
052485L9永豐,73200,82000,11,0.89,0.9,0.99,1.05,7月11日,0.74,7月24日
052486工銀88,211180,366000,20,0.58,0.57,0.54,0.72,7月4日,0.4,7月23日
052487工銀89,123250,247000,6,0.5,0.5,0.49,0.5,7月5日,0.45,7月3日
052488工銀90,124140,268000,13,0.46,0.46,0.44,0.66,7月4日,0.31,7月25日
052489工銀91,61570,166000,16,0.37,0.41,0.31,0.67,7月5日,0.3,7月25日
052490工銀92,96750,322000,5,0.3,0.29,0.21,0.37,7月3日,0.21,7月13日
052491工銀93,3178180,2283000,119,1.39,1.29,1.21,1.58,7月10日,1.07,7月25日
052493工銀95,1798090,1631000,32,1.1,0.96,0.75,1.19,7月9日,0.75,7月26日
052494富邦H5,1004600,1384000,80,0.73,0.69,0.69,0.98,7月10日,0.54,7月24日
052495富邦H7,117220,252000,13,0.47,0.41,0.31,0.5,7月9日,0.31,7月23日
052496富邦H8,727390,1732000,35,0.42,0.41,0.61,0.61,7月31日,0.29,7月13日
052497富邦H9,1479700,2395000,35,0.62,0.48,0.42,0.65,7月4日,0.3,7月17日
052498元大7V,3425540,4454000,137,0.77,0.71,0.87,0.9,7月12日,0.54,7月24日
052499元大7W,40677400,35618000,829,1.14,0.96,0.48,2.57,7月5日,0.4,7月24日
052500亞東20,415770,1101000,20,0.38,0.37,0.38,0.39,7月31日,0.35,7月3日
052501亞東21,211760,661000,43,0.32,0.27,0.08,0.58,7月4日,0.08,7月31日
052502亞東22,1683110,1598000,39,1.05,1.09,0.86,1.32,7月12日,0.82,7月31日
052503亞東23,81820,206000,100,0.4,0.41,0.4,0.44,7月4日,0.39,7月6日
052504M1永豐,2088810,2414000,68,0.87,0.88,0.97,0.97,7月31日,0.78,7月23日
052506M3永豐,95030,199000,3,0.48,0.48,0.48,0.49,7月4日,0.47,7月2日
052507凱基HJ,10782860,6617000,252,1.63,1.6,1.93,1.94,7月31日,1.35,7月2日
052508元富GY,2916840,1720000,66,1.7,1.59,1.6,1.91,7月10日,1.12,7月2日
052509凱基HN,1231110,3843000,104,0.32,0.33,0.22,0.54,7月3日,0.14,7月25日
052510凱基HP,79400,81000,5,0.98,0.99,1,1,7月31日,0.97,7月27日
052511凱基HQ,1014340,1255000,37,0.81,0.69,0.88,0.88,7月31日,0.5,7月17日
052513凱基HT,81530,664000,12,0.12,0.14,0.12,0.17,7月4日,0.11,7月10日
052514群益BR,1508570,1296000,53,1.16,1.15,1.25,1.28,7月4日,0.95,7月23日
052515群益BS,6286160,7396000,158,0.85,0.82,0.74,1.05,7月9日,0.6,7月25日
052516群益BT,182840,482000,18,0.38,0.36,0.16,0.65,7月3日,0.16,7月26日
052517群益BU,2769830,3506000,121,0.79,0.8,0.88,0.95,7月11日,0.72,7月25日
052518M5永豐,461520,713000,52,0.65,0.58,0.45,0.84,7月5日,0.36,7月25日
052519M6永豐,59700,290000,10,0.21,0.18,0.13,0.24,7月6日,0.13,7月18日
052520M7永豐,75860,58000,6,1.31,1.27,1.16,1.43,7月4日,1.15,7月26日
052521元大7X,22800420,15766000,373,1.45,1.66,0.87,2.87,7月4日,0.86,7月31日
052522統一AD,3192390,2509000,299,1.27,1.27,1.3,1.45,7月5日,1.13,7月26日
052523統一AE,3313210,3564000,103,0.93,0.98,0.98,1.14,7月3日,0.78,7月26日
052524統一AG,942580,1085000,28,0.87,0.82,0.64,1,7月6日,0.64,7月23日
052525統一AH,14971300,14176000,371,1.06,1.08,1.29,1.33,7月30日,0.9,7月2日
052526元富GX,17500,60000,2,0.29,0.3,0.29,0.3,7月4日,0.29,7月5日
052527富邦J3,4887160,5230000,460,0.93,0.79,0.64,1.09,7月5日,0.61,7月17日
052528富邦J5,230860,205000,19,1.13,1.21,1.05,1.78,7月6日,0.77,7月25日
052529日盛57,11780320,10645000,181,1.11,1.05,1.1,1.34,7月4日,0.87,7月25日
052530日盛58,2976980,3175000,71,0.94,0.92,0.85,1.1,7月5日,0.63,7月17日
052531日盛59,786970,717000,43,1.1,1.11,1,1.28,7月4日,1,7月30日
052532日盛60,2453220,2871000,80,0.85,0.81,0.85,1.02,7月27日,0.66,7月23日
052533大華HT,169690,97000,12,1.75,1.79,1.7,2.01,7月25日,1.49,7月25日
052534大華HU,47200,130000,2,0.36,0.36,0.32,0.39,7月4日,0.32,7月12日
052535大華HV,2224220,1617000,70,1.38,1.31,1.45,1.66,7月4日,0.98,7月23日
052536第一2A,281170,268000,4,1.05,1.06,1.03,1.12,7月10日,1.03,7月31日
052537第一2B,328360,728000,13,0.45,0.4,0.32,0.53,7月4日,0.32,7月31日
052538兆豐8K,1081060,6370000,185,0.17,0.2,0.21,0.37,7月5日,0.1,7月25日
052539兆豐8L,3978570,24294000,1033,0.16,0.13,0.09,0.23,7月4日,0.06,7月25日
052541兆豐8S,170130,403000,7,0.42,0.56,0.71,0.71,7月31日,0.42,7月26日
052542兆豐8T,3476510,4542000,96,0.77,0.79,0.97,0.97,7月31日,0.71,7月11日
052544兆豐8V,2093580,3129000,113,0.67,0.65,0.81,0.83,7月31日,0.58,7月9日
052545兆豐8W,158630,314000,12,0.51,0.54,0.46,0.61,7月10日,0.42,7月23日
052546兆豐8X,23130,200000,5,0.12,0.14,0.08,0.18,7月6日,0.08,7月24日
052547兆豐8Y,756020,1693000,37,0.45,0.37,0.32,0.48,7月5日,0.22,7月26日
052548兆豐8Z,650550,1226000,20,0.53,0.36,0.25,0.58,7月4日,0.23,7月27日
052549N5永豐,6004440,8694000,158,0.69,0.67,0.75,0.77,7月19日,0.56,7月16日
052550凱基HU,19650630,7673000,683,2.56,2.78,3.07,3.68,7月5日,1.84,7月25日
052551凱基HW,1899900,1831000,41,1.04,1.04,1.24,1.32,7月30日,0.81,7月6日
052552凱基HX,1064060,1502000,50,0.71,0.71,0.65,0.79,7月4日,0.64,7月26日
052553凱基HY,5471190,7786000,183,0.7,0.7,0.8,0.82,7月31日,0.54,7月26日
052554凱基JA,19631380,10161000,310,1.93,1.79,1.59,2.29,7月4日,1.4,7月17日
052555凱基JB,9140700,10497000,367,0.87,1.04,0.8,1.39,7月5日,0.58,7月26日
052556元大7Y,17356290,13720000,287,1.27,1.41,1.11,1.84,7月4日,0.83,7月26日
052557元大7Z,3171620,2228000,176,1.42,1.54,1.3,1.92,7月5日,1.06,7月26日
052558元大8A,1794310,1524000,64,1.18,1.11,1.06,1.53,7月30日,0.95,7月18日
052559富邦J6,4696260,1448000,59,3.24,3.24,3.3,3.85,7月4日,2.72,7月26日
052560富邦J8,5588350,5123000,131,1.09,1.02,1.25,1.25,7月31日,0.93,7月12日
052561富邦J9,850460,698000,51,1.22,1.25,1.44,1.5,7月30日,1.05,7月16日
052562富邦K1,13821070,20227000,495,0.68,0.68,0.7,0.96,7月3日,0.53,7月13日
052563富邦K2,1223800,1721000,26,0.71,0.65,0.3,1.05,7月5日,0.3,7月31日
052564富邦K3,1337940,2417000,123,0.55,0.64,0.32,0.9,7月6日,0.24,7月24日
052565富邦K4,7406970,8810000,242,0.84,0.8,0.65,1.04,7月5日,0.57,7月24日
052566康和GA,12124250,8651000,183,1.4,1.83,1.28,2.59,7月5日,0.9,7月26日
052567康和GB,478460,2010000,44,0.24,0.25,0.18,0.33,7月19日,0.18,7月31日
052568康和GC,16860720,11093000,457,1.52,1.65,0.48,3.12,7月4日,0.32,7月31日
052569國票GY,247400,247000,14,1,1.03,1.17,1.17,7月31日,0.89,7月27日
052570兆豐9A,6608680,9727000,209,0.68,0.63,0.52,0.8,7月12日,0.49,7月26日
052571兆豐9B,45960,48000,7,0.96,0.94,0.99,1.07,7月4日,0.83,7月12日
052572兆豐9C,2627120,3920000,245,0.67,0.69,1,1,7月31日,0.54,7月2日
052573兆豐9D,23120,43000,6,0.54,0.62,0.48,0.73,7月4日,0.45,7月16日
052574兆豐9E,786250,1269000,17,0.62,0.61,0.67,0.67,7月31日,0.57,7月27日
052575兆豐9F,2009900,5178000,110,0.39,0.4,0.2,0.64,7月2日,0.2,7月31日
052576兆豐9G,51100,140000,5,0.36,0.35,0.33,0.39,7月9日,0.32,7月17日
052577兆豐9H,3048740,7554000,283,0.4,0.44,0.32,0.75,7月3日,0.21,7月26日
052578兆豐9J,3240,6000,1,0.54,0.54,0.54,0.54,7月25日,0.54,7月25日
052579兆豐9K,4313120,3654000,106,1.18,1.22,1.13,1.47,7月4日,0.98,7月17日
052580兆豐9L,2660140,11196000,250,0.24,0.25,0.2,0.39,7月4日,0.12,7月24日
052581兆豐9M,3954120,4811000,167,0.82,0.81,0.88,0.91,7月12日,0.71,7月25日
052582兆豐9N,533480,815000,26,0.65,0.67,0.7,0.72,7月19日,0.58,7月26日
052584兆豐9R,75000,100000,2,0.75,0.75,0.75,0.75,7月19日,0.75,7月19日
052585兆豐9S,141300,220000,11,0.64,0.64,0.65,0.65,7月31日,0.63,7月31日
052586兆豐9T,10310,14000,5,0.74,0.75,0.75,0.81,7月4日,0.68,7月12日
052587兆豐9U,690540,1411000,61,0.49,0.45,0.31,0.68,7月5日,0.27,7月26日
